"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","State","State Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","North Carolina","37",120,9848060,1.2,1.0,1.4,1.1,0.9,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","North Dakota","38",16,723393,Unreliable,1.3,3.6,Unreliable,1.0,2.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Ohio","39",152,11570808,1.3,1.1,1.5,1.1,0.9,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Oklahoma","40",48,3850568,1.2,0.9,1.7,1.1,0.8,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Oregon","41",36,3930065,0.9,0.6,1.3,0.8,0.5,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Pennsylvania","42",135,12773801,1.1,0.9,1.2,0.9,0.7,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Rhode Island","44",15,1051511,Unreliable,0.8,2.4,Unreliable,0.6,1.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","South Carolina","45",75,4774839,1.6,1.2,2.0,1.4,1.1,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","South Dakota","46",Suppressed,844877,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Tennessee","47",105,6495978,1.6,1.3,1.9,1.4,1.2,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Texas","48",285,26448193,1.1,1.0,1.2,1.1,1.0,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Utah","49",25,2900872,0.9,0.6,1.3,1.1,0.7,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Vermont","50",Suppressed,626630,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Virginia","51",69,8260405,0.8,0.6,1.1,0.8,0.6,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Washington","53",91,6971406,1.3,1.1,1.6,1.1,0.9,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","West Virginia","54",25,1854304,1.3,0.9,2.0,1.1,0.7,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Wisconsin","55",59,5742713,1.0,0.8,1.3,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013","Wyoming","56",Suppressed,582658,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Total","Other respiratory diseases principally affecting the interstitium","J80-J84","2013","2013",,,3498,316128839,1.1,1.1,1.1,1.0,1.0,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Alabama","01",82,4849377,1.7,1.3,2.1,1.5,1.2,1.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Alaska","02",Suppressed,736732,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Arizona","04",94,6731484,1.4,1.1,1.7,1.2,1.0,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Arkansas","05",60,2966369,2.0,1.5,2.6,1.7,1.3,2.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","California","06",446,38802500,1.1,1.0,1.3,1.1,1.0,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Colorado","08",39,5355866,0.7,0.5,1.0,0.7,0.5,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Connecticut","09",31,3596677,0.9,0.6,1.2,0.7,0.5,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Delaware","10",14,935614,Unreliable,0.8,2.5,Unreliable,0.7,2.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","District of Columbia","11",Suppressed,658893,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Florida","12",218,19893297,1.1,1.0,1.2,0.9,0.8,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Georgia","13",115,10097343,1.1,0.9,1.3,1.2,0.9,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Hawaii","15",14,1419561,Unreliable,0.5,1.7,Unreliable,0.5,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Idaho","16",20,1634464,1.2,0.7,1.9,1.1,0.7,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Illinois","17",129,12880580,1.0,0.8,1.2,0.9,0.8,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Indiana","18",105,6596855,1.6,1.3,1.9,1.4,1.2,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Iowa","19",31,3107126,1.0,0.7,1.4,0.8,0.5,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Kansas","20",34,2904021,1.2,0.8,1.6,1.0,0.7,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Kentucky","21",73,4413457,1.7,1.3,2.1,1.5,1.2,1.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Louisiana","22",58,4649676,1.2,0.9,1.6,1.2,0.9,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Maine","23",24,1330089,1.8,1.2,2.7,1.2,0.8,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Maryland","24",79,5976407,1.3,1.0,1.6,1.2,0.9,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Massachusetts","25",49,6745408,0.7,0.5,1.0,0.6,0.5,0.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Michigan","26",103,9909877,1.0,0.8,1.2,0.9,0.7,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Minnesota","27",54,5457173,1.0,0.7,1.3,0.8,0.6,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Mississippi","28",57,2994079,1.9,1.4,2.5,1.7,1.3,2.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Missouri","29",75,6063589,1.2,1.0,1.6,1.0,0.8,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Montana","30",Suppressed,1023579,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Nebraska","31",18,1881503,Unreliable,0.6,1.5,Unreliable,0.5,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Nevada","32",31,2839099,1.1,0.7,1.5,1.1,0.7,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","New Hampshire","33",18,1326813,Unreliable,0.8,2.1,Unreliable,0.6,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","New Jersey","34",86,8938175,1.0,0.8,1.2,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","New Mexico","35",34,2085572,1.6,1.1,2.3,1.6,1.1,2.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","New York","36",199,19746227,1.0,0.9,1.1,0.9,0.8,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","North Carolina","37",117,9943964,1.2,1.0,1.4,1.0,0.8,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","North Dakota","38",Suppressed,739482,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Ohio","39",138,11594163,1.2,1.0,1.4,1.0,0.8,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Oklahoma","40",63,3878051,1.6,1.2,2.1,1.4,1.1,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Oregon","41",50,3970239,1.3,0.9,1.7,1.1,0.8,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Pennsylvania","42",173,12787209,1.4,1.2,1.6,1.1,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Rhode Island","44",Suppressed,1055173,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","South Carolina","45",78,4832482,1.6,1.3,2.0,1.4,1.1,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","South Dakota","46",Suppressed,853175,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Tennessee","47",93,6549352,1.4,1.1,1.7,1.3,1.0,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Texas","48",336,26956958,1.2,1.1,1.4,1.3,1.1,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Utah","49",36,2942902,1.2,0.9,1.7,1.7,1.2,2.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Vermont","50",Suppressed,626562,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Virginia","51",84,8326289,1.0,0.8,1.2,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Washington","53",102,7061530,1.4,1.2,1.7,1.3,1.1,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","West Virginia","54",31,1850326,1.7,1.1,2.4,1.2,0.8,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Wisconsin","55",64,5757564,1.1,0.9,1.4,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014","Wyoming","56",Suppressed,584153,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Total","Other respiratory diseases principally affecting the interstitium","J80-J84","2014","2014",,,3812,318857056,1.2,1.2,1.2,1.1,1.0,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Alabama","01",88,4858979,1.8,1.5,2.2,1.6,1.3,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Alaska","02",Suppressed,738432,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Arizona","04",85,6828065,1.2,1.0,1.5,1.0,0.8,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Arkansas","05",40,2978204,1.3,1.0,1.8,1.2,0.8,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","California","06",413,39144818,1.1,1.0,1.2,1.0,0.9,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Colorado","08",49,5456574,0.9,0.7,1.2,0.9,0.6,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Connecticut","09",30,3590886,0.8,0.6,1.2,0.7,0.4,0.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Delaware","10",15,945934,Unreliable,0.9,2.6,Unreliable,0.7,2.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","District of Columbia","11",Suppressed,672228,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Florida","12",258,20271272,1.3,1.1,1.4,1.0,0.8,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Georgia","13",100,10214860,1.0,0.8,1.2,1.0,0.8,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Hawaii","15",20,1431603,1.4,0.9,2.2,1.1,0.7,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Idaho","16",17,1654930,Unreliable,0.6,1.6,Unreliable,0.6,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Illinois","17",124,12859995,1.0,0.8,1.1,0.9,0.7,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Indiana","18",65,6619680,1.0,0.8,1.3,0.8,0.6,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Iowa","19",33,3123899,1.1,0.7,1.5,0.9,0.6,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Kansas","20",29,2911641,1.0,0.7,1.4,0.9,0.6,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Kentucky","21",61,4425092,1.4,1.1,1.8,1.2,0.9,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Louisiana","22",31,4670724,0.7,0.5,0.9,0.6,0.4,0.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Maine","23",Suppressed,1329328,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Maryland","24",60,6006401,1.0,0.8,1.3,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Massachusetts","25",57,6794422,0.8,0.6,1.1,0.7,0.5,0.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Michigan","26",113,9922576,1.1,0.9,1.3,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Minnesota","27",64,5489594,1.2,0.9,1.5,1.0,0.8,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Mississippi","28",42,2992333,1.4,1.0,1.9,1.2,0.9,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Missouri","29",76,6083672,1.2,1.0,1.6,1.0,0.8,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Montana","30",Suppressed,1032949,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Nebraska","31",30,1896190,1.6,1.1,2.3,1.4,1.0,2.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Nevada","32",29,2890845,1.0,0.7,1.4,0.9,0.6,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","New Hampshire","33",12,1330608,Unreliable,0.5,1.6,Unreliable,0.4,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","New Jersey","34",91,8958013,1.0,0.8,1.2,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","New Mexico","35",32,2085109,1.5,1.0,2.2,1.3,0.9,1.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","New York","36",157,19795791,0.8,0.7,0.9,0.7,0.6,0.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","North Carolina","37",109,10042802,1.1,0.9,1.3,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","North Dakota","38",11,756927,Unreliable,0.7,2.6,Unreliable,0.6,2.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Ohio","39",107,11613423,0.9,0.7,1.1,0.8,0.6,0.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Oklahoma","40",44,3911338,1.1,0.8,1.5,1.0,0.7,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Oregon","41",54,4028977,1.3,1.0,1.7,1.1,0.8,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Pennsylvania","42",151,12802503,1.2,1.0,1.4,1.0,0.8,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Rhode Island","44",16,1056298,Unreliable,0.9,2.5,Unreliable,0.6,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","South Carolina","45",85,4896146,1.7,1.4,2.1,1.5,1.2,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","South Dakota","46",13,858469,Unreliable,0.8,2.6,Unreliable,0.7,2.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Tennessee","47",108,6600299,1.6,1.3,1.9,1.4,1.1,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Texas","48",296,27469114,1.1,1.0,1.2,1.1,1.0,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Utah","49",30,2995919,1.0,0.7,1.4,1.2,0.8,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Vermont","50",Suppressed,626042,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Virginia","51",74,8382993,0.9,0.7,1.1,0.8,0.6,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Washington","53",110,7170351,1.5,1.2,1.8,1.3,1.1,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","West Virginia","54",45,1844128,2.4,1.8,3.3,1.8,1.3,2.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Wisconsin","55",57,5771337,1.0,0.7,1.3,0.8,0.6,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015","Wyoming","56",Suppressed,586107,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Total","Other respiratory diseases principally affecting the interstitium","J80-J84","2015","2015",,,3571,321418820,1.1,1.1,1.1,1.0,1.0,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Alabama","01",82,4863300,1.7,1.3,2.1,1.4,1.1,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Alaska","02",Suppressed,741894,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Arizona","04",90,6931071,1.3,1.0,1.6,1.1,0.9,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Arkansas","05",45,2988248,1.5,1.1,2.0,1.2,0.9,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","California","06",470,39250017,1.2,1.1,1.3,1.1,1.0,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Colorado","08",52,5540545,0.9,0.7,1.2,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Connecticut","09",35,3576452,1.0,0.7,1.4,0.8,0.6,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Delaware","10",13,952065,Unreliable,0.7,2.3,Unreliable,0.6,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","District of Columbia","11",Suppressed,681170,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Florida","12",265,20612439,1.3,1.1,1.4,0.9,0.8,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Georgia","13",102,10310371,1.0,0.8,1.2,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Hawaii","15",15,1428557,Unreliable,0.6,1.7,Unreliable,0.5,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Idaho","16",21,1683140,1.2,0.8,1.9,1.1,0.7,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Illinois","17",155,12801539,1.2,1.0,1.4,1.0,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Indiana","18",100,6633053,1.5,1.2,1.8,1.3,1.1,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Iowa","19",21,3134693,0.7,0.4,1.0,0.5,0.3,0.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Kansas","20",24,2907289,0.8,0.5,1.2,0.7,0.4,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Kentucky","21",62,4436974,1.4,1.1,1.8,1.2,0.9,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Louisiana","22",44,4681666,0.9,0.7,1.3,0.9,0.6,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Maine","23",14,1331479,Unreliable,0.6,1.8,Unreliable,0.5,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Maryland","24",65,6016447,1.1,0.8,1.4,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Massachusetts","25",66,6811779,1.0,0.7,1.2,0.8,0.6,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Michigan","26",94,9928300,0.9,0.8,1.2,0.8,0.7,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Minnesota","27",62,5519952,1.1,0.9,1.4,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Mississippi","28",52,2988726,1.7,1.3,2.3,1.5,1.1,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Missouri","29",60,6093000,1.0,0.8,1.3,0.8,0.6,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Montana","30",14,1042520,Unreliable,0.7,2.3,Unreliable,0.5,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Nebraska","31",17,1907116,Unreliable,0.5,1.4,Unreliable,0.4,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Nevada","32",28,2940058,1.0,0.6,1.4,0.8,0.5,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","New Hampshire","33",Suppressed,1334795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","New Jersey","34",94,8944469,1.1,0.8,1.3,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","New Mexico","35",31,2081015,1.5,1.0,2.1,1.3,0.9,1.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","New York","36",171,19745289,0.9,0.7,1.0,0.7,0.6,0.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","North Carolina","37",130,10146788,1.3,1.1,1.5,1.1,0.9,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","North Dakota","38",13,757952,Unreliable,0.9,2.9,Unreliable,0.8,2.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Ohio","39",149,11614373,1.3,1.1,1.5,1.0,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Oklahoma","40",53,3923561,1.4,1.0,1.8,1.2,0.9,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Oregon","41",45,4093465,1.1,0.8,1.5,0.9,0.6,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Pennsylvania","42",156,12784227,1.2,1.0,1.4,1.0,0.8,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Rhode Island","44",13,1056426,Unreliable,0.7,2.1,Unreliable,0.6,1.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","South Carolina","45",74,4961119,1.5,1.2,1.9,1.2,1.0,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","South Dakota","46",Suppressed,865454,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Tennessee","47",110,6651194,1.7,1.3,2.0,1.3,1.1,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Texas","48",276,27862596,1.0,0.9,1.1,1.0,0.9,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Utah","49",35,3051217,1.1,0.8,1.6,1.3,0.9,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Vermont","50",Suppressed,624594,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Virginia","51",70,8411808,0.8,0.6,1.1,0.7,0.6,0.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Washington","53",115,7288000,1.6,1.3,1.9,1.3,1.1,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","West Virginia","54",45,1831102,2.5,1.8,3.3,1.8,1.3,2.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Wisconsin","55",64,5778708,1.1,0.9,1.4,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016","Wyoming","56",Suppressed,585501,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Total","Other respiratory diseases principally affecting the interstitium","J80-J84","2016","2016",,,3752,323127513,1.2,1.1,1.2,1.0,1.0,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Alabama","01",84,4874747,1.7,1.4,2.1,1.5,1.2,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Alaska","02",Suppressed,739795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Arizona","04",62,7016270,0.9,0.7,1.1,0.7,0.5,0.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Arkansas","05",41,3004279,1.4,1.0,1.9,1.1,0.8,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","California","06",425,39536653,1.1,1.0,1.2,1.0,0.9,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Colorado","08",57,5607154,1.0,0.8,1.3,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Connecticut","09",45,3588184,1.3,0.9,1.7,1.0,0.7,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Delaware","10",18,961939,Unreliable,1.1,3.0,Unreliable,0.9,2.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","District of Columbia","11",Suppressed,693972,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Florida","12",245,20984400,1.2,1.0,1.3,0.9,0.8,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Georgia","13",100,10429379,1.0,0.8,1.1,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2017","2017","Hawaii","15",21,1427538,1.5,0.9,2.2,1.1,0.7,1.8
