"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","State","State Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
,"Influenza and pneumonia","J09-J18","2013","2013","Wisconsin","55",59,5742713,1.0,0.8,1.3,0.9,0.7,1.2
,"Influenza and pneumonia","J09-J18","2013","2013","Wyoming","56",Suppressed,582658,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Total","Influenza and pneumonia","J09-J18","2013","2013",,,3527,316128839,1.1,1.1,1.2,1.0,1.0,1.0
,"Influenza and pneumonia","J09-J18","2014","2014","Alabama","01",83,4849377,1.7,1.4,2.1,1.5,1.2,1.9
,"Influenza and pneumonia","J09-J18","2014","2014","Alaska","02",Suppressed,736732,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2014","2014","Arizona","04",95,6731484,1.4,1.1,1.7,1.2,1.0,1.5
,"Influenza and pneumonia","J09-J18","2014","2014","Arkansas","05",60,2966369,2.0,1.5,2.6,1.7,1.3,2.2
,"Influenza and pneumonia","J09-J18","2014","2014","California","06",450,38802500,1.2,1.1,1.3,1.1,1.0,1.2
,"Influenza and pneumonia","J09-J18","2014","2014","Colorado","08",40,5355866,0.7,0.5,1.0,0.7,0.5,1.0
,"Influenza and pneumonia","J09-J18","2014","2014","Connecticut","09",31,3596677,0.9,0.6,1.2,0.7,0.5,1.0
,"Influenza and pneumonia","J09-J18","2014","2014","Delaware","10",15,935614,Unreliable,0.9,2.6,Unreliable,0.8,2.2
,"Influenza and pneumonia","J09-J18","2014","2014","District of Columbia","11",Suppressed,658893,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2014","2014","Florida","12",219,19893297,1.1,1.0,1.2,0.9,0.8,1.0
,"Influenza and pneumonia","J09-J18","2014","2014","Georgia","13",115,10097343,1.1,0.9,1.3,1.2,0.9,1.4
,"Influenza and pneumonia","J09-J18","2014","2014","Hawaii","15",14,1419561,Unreliable,0.5,1.7,Unreliable,0.5,1.5
,"Influenza and pneumonia","J09-J18","2014","2014","Idaho","16",20,1634464,1.2,0.7,1.9,1.1,0.7,1.8
,"Influenza and pneumonia","J09-J18","2014","2014","Illinois","17",130,12880580,1.0,0.8,1.2,0.9,0.8,1.1
,"Influenza and pneumonia","J09-J18","2014","2014","Indiana","18",105,6596855,1.6,1.3,1.9,1.4,1.2,1.7
,"Influenza and pneumonia","J09-J18","2014","2014","Iowa","19",31,3107126,1.0,0.7,1.4,0.8,0.5,1.1
,"Influenza and pneumonia","J09-J18","2014","2014","Kansas","20",34,2904021,1.2,0.8,1.6,1.0,0.7,1.5
,"Influenza and pneumonia","J09-J18","2014","2014","Kentucky","21",74,4413457,1.7,1.3,2.1,1.5,1.2,1.9
,"Influenza and pneumonia","J09-J18","2014","2014","Louisiana","22",59,4649676,1.3,1.0,1.6,1.2,0.9,1.6
,"Influenza and pneumonia","J09-J18","2014","2014","Maine","23",24,1330089,1.8,1.2,2.7,1.2,0.8,1.8
,"Influenza and pneumonia","J09-J18","2014","2014","Maryland","24",79,5976407,1.3,1.0,1.6,1.2,0.9,1.5
,"Influenza and pneumonia","J09-J18","2014","2014","Massachusetts","25",49,6745408,0.7,0.5,1.0,0.6,0.5,0.8
,"Influenza and pneumonia","J09-J18","2014","2014","Michigan","26",104,9909877,1.0,0.8,1.3,0.9,0.7,1.0
,"Influenza and pneumonia","J09-J18","2014","2014","Minnesota","27",54,5457173,1.0,0.7,1.3,0.8,0.6,1.1
,"Influenza and pneumonia","J09-J18","2014","2014","Mississippi","28",57,2994079,1.9,1.4,2.5,1.7,1.3,2.2
,"Influenza and pneumonia","J09-J18","2014","2014","Missouri","29",75,6063589,1.2,1.0,1.6,1.0,0.8,1.3
,"Influenza and pneumonia","J09-J18","2014","2014","Montana","30",10,1023579,Unreliable,0.5,1.8,Unreliable,0.3,1.2
,"Influenza and pneumonia","J09-J18","2014","2014","Nebraska","31",19,1881503,Unreliable,0.6,1.6,Unreliable,0.5,1.4
,"Influenza and pneumonia","J09-J18","2014","2014","Nevada","32",31,2839099,1.1,0.7,1.5,1.1,0.7,1.5
,"Influenza and pneumonia","J09-J18","2014","2014","New Hampshire","33",18,1326813,Unreliable,0.8,2.1,Unreliable,0.6,1.7
,"Influenza and pneumonia","J09-J18","2014","2014","New Jersey","34",86,8938175,1.0,0.8,1.2,0.9,0.7,1.1
,"Influenza and pneumonia","J09-J18","2014","2014","New Mexico","35",34,2085572,1.6,1.1,2.3,1.6,1.1,2.2
,"Influenza and pneumonia","J09-J18","2014","2014","New York","36",199,19746227,1.0,0.9,1.1,0.9,0.8,1.0
,"Influenza and pneumonia","J09-J18","2014","2014","North Carolina","37",118,9943964,1.2,1.0,1.4,1.0,0.8,1.2
,"Influenza and pneumonia","J09-J18","2014","2014","North Dakota","38",Suppressed,739482,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2014","2014","Ohio","39",139,11594163,1.2,1.0,1.4,1.0,0.8,1.2
,"Influenza and pneumonia","J09-J18","2014","2014","Oklahoma","40",63,3878051,1.6,1.2,2.1,1.4,1.1,1.8
,"Influenza and pneumonia","J09-J18","2014","2014","Oregon","41",58,3970239,1.5,1.1,1.9,1.2,0.9,1.6
,"Influenza and pneumonia","J09-J18","2014","2014","Pennsylvania","42",176,12787209,1.4,1.2,1.6,1.1,0.9,1.3
,"Influenza and pneumonia","J09-J18","2014","2014","Rhode Island","44",Suppressed,1055173,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2014","2014","South Carolina","45",78,4832482,1.6,1.3,2.0,1.4,1.1,1.7
,"Influenza and pneumonia","J09-J18","2014","2014","South Dakota","46",Suppressed,853175,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2014","2014","Tennessee","47",94,6549352,1.4,1.2,1.8,1.3,1.0,1.6
,"Influenza and pneumonia","J09-J18","2014","2014","Texas","48",341,26956958,1.3,1.1,1.4,1.3,1.1,1.4
,"Influenza and pneumonia","J09-J18","2014","2014","Utah","49",38,2942902,1.3,0.9,1.8,1.7,1.2,2.4
,"Influenza and pneumonia","J09-J18","2014","2014","Vermont","50",Suppressed,626562,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2014","2014","Virginia","51",84,8326289,1.0,0.8,1.2,0.9,0.7,1.2
,"Influenza and pneumonia","J09-J18","2014","2014","Washington","53",103,7061530,1.5,1.2,1.7,1.3,1.1,1.6
,"Influenza and pneumonia","J09-J18","2014","2014","West Virginia","54",31,1850326,1.7,1.1,2.4,1.2,0.8,1.8
,"Influenza and pneumonia","J09-J18","2014","2014","Wisconsin","55",64,5757564,1.1,0.9,1.4,0.9,0.7,1.2
,"Influenza and pneumonia","J09-J18","2014","2014","Wyoming","56",Suppressed,584153,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Total","Influenza and pneumonia","J09-J18","2014","2014",,,3849,318857056,1.2,1.2,1.2,1.1,1.0,1.1
,"Influenza and pneumonia","J09-J18","2015","2015","Alabama","01",88,4858979,1.8,1.5,2.2,1.6,1.3,2.0
,"Influenza and pneumonia","J09-J18","2015","2015","Alaska","02",Suppressed,738432,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2015","2015","Arizona","04",87,6828065,1.3,1.0,1.6,1.1,0.9,1.3
,"Influenza and pneumonia","J09-J18","2015","2015","Arkansas","05",41,2978204,1.4,1.0,1.9,1.2,0.9,1.6
,"Influenza and pneumonia","J09-J18","2015","2015","California","06",414,39144818,1.1,1.0,1.2,1.0,0.9,1.1
,"Influenza and pneumonia","J09-J18","2015","2015","Colorado","08",51,5456574,0.9,0.7,1.2,0.9,0.7,1.2
,"Influenza and pneumonia","J09-J18","2015","2015","Connecticut","09",30,3590886,0.8,0.6,1.2,0.7,0.4,0.9
,"Influenza and pneumonia","J09-J18","2015","2015","Delaware","10",15,945934,Unreliable,0.9,2.6,Unreliable,0.7,2.2
,"Influenza and pneumonia","J09-J18","2015","2015","District of Columbia","11",Suppressed,672228,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2015","2015","Florida","12",259,20271272,1.3,1.1,1.4,1.0,0.8,1.1
,"Influenza and pneumonia","J09-J18","2015","2015","Georgia","13",100,10214860,1.0,0.8,1.2,1.0,0.8,1.2
,"Influenza and pneumonia","J09-J18","2015","2015","Hawaii","15",20,1431603,1.4,0.9,2.2,1.1,0.7,1.7
,"Influenza and pneumonia","J09-J18","2015","2015","Idaho","16",17,1654930,Unreliable,0.6,1.6,Unreliable,0.6,1.6
,"Influenza and pneumonia","J09-J18","2015","2015","Illinois","17",125,12859995,1.0,0.8,1.1,0.9,0.7,1.0
,"Influenza and pneumonia","J09-J18","2015","2015","Indiana","18",66,6619680,1.0,0.8,1.3,0.9,0.7,1.1
,"Influenza and pneumonia","J09-J18","2015","2015","Iowa","19",33,3123899,1.1,0.7,1.5,0.9,0.6,1.3
,"Influenza and pneumonia","J09-J18","2015","2015","Kansas","20",29,2911641,1.0,0.7,1.4,0.9,0.6,1.3
,"Influenza and pneumonia","J09-J18","2015","2015","Kentucky","21",61,4425092,1.4,1.1,1.8,1.2,0.9,1.6
,"Influenza and pneumonia","J09-J18","2015","2015","Louisiana","22",31,4670724,0.7,0.5,0.9,0.6,0.4,0.9
,"Influenza and pneumonia","J09-J18","2015","2015","Maine","23",Suppressed,1329328,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2015","2015","Maryland","24",60,6006401,1.0,0.8,1.3,0.9,0.7,1.2
,"Influenza and pneumonia","J09-J18","2015","2015","Massachusetts","25",57,6794422,0.8,0.6,1.1,0.7,0.5,0.9
,"Influenza and pneumonia","J09-J18","2015","2015","Michigan","26",114,9922576,1.1,0.9,1.4,0.9,0.8,1.1
,"Influenza and pneumonia","J09-J18","2015","2015","Minnesota","27",67,5489594,1.2,0.9,1.5,1.0,0.8,1.3
,"Influenza and pneumonia","J09-J18","2015","2015","Mississippi","28",43,2992333,1.4,1.0,1.9,1.3,0.9,1.7
,"Influenza and pneumonia","J09-J18","2015","2015","Missouri","29",77,6083672,1.3,1.0,1.6,1.0,0.8,1.3
,"Influenza and pneumonia","J09-J18","2015","2015","Montana","30",Suppressed,1032949,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2015","2015","Nebraska","31",31,1896190,1.6,1.1,2.3,1.5,1.0,2.1
,"Influenza and pneumonia","J09-J18","2015","2015","Nevada","32",29,2890845,1.0,0.7,1.4,0.9,0.6,1.3
,"Influenza and pneumonia","J09-J18","2015","2015","New Hampshire","33",12,1330608,Unreliable,0.5,1.6,Unreliable,0.4,1.4
,"Influenza and pneumonia","J09-J18","2015","2015","New Jersey","34",92,8958013,1.0,0.8,1.3,0.9,0.7,1.1
,"Influenza and pneumonia","J09-J18","2015","2015","New Mexico","35",32,2085109,1.5,1.0,2.2,1.3,0.9,1.9
,"Influenza and pneumonia","J09-J18","2015","2015","New York","36",159,19795791,0.8,0.7,0.9,0.7,0.6,0.8
,"Influenza and pneumonia","J09-J18","2015","2015","North Carolina","37",114,10042802,1.1,0.9,1.3,1.0,0.8,1.1
,"Influenza and pneumonia","J09-J18","2015","2015","North Dakota","38",11,756927,Unreliable,0.7,2.6,Unreliable,0.6,2.1
,"Influenza and pneumonia","J09-J18","2015","2015","Ohio","39",109,11613423,0.9,0.8,1.1,0.8,0.6,0.9
,"Influenza and pneumonia","J09-J18","2015","2015","Oklahoma","40",45,3911338,1.2,0.8,1.5,1.1,0.8,1.4
,"Influenza and pneumonia","J09-J18","2015","2015","Oregon","41",57,4028977,1.4,1.1,1.8,1.2,0.9,1.5
,"Influenza and pneumonia","J09-J18","2015","2015","Pennsylvania","42",152,12802503,1.2,1.0,1.4,1.0,0.8,1.1
,"Influenza and pneumonia","J09-J18","2015","2015","Rhode Island","44",16,1056298,Unreliable,0.9,2.5,Unreliable,0.6,1.8
,"Influenza and pneumonia","J09-J18","2015","2015","South Carolina","45",86,4896146,1.8,1.4,2.2,1.5,1.2,1.8
,"Influenza and pneumonia","J09-J18","2015","2015","South Dakota","46",15,858469,Unreliable,1.0,2.9,Unreliable,0.9,2.7
,"Influenza and pneumonia","J09-J18","2015","2015","Tennessee","47",109,6600299,1.7,1.3,2.0,1.4,1.1,1.7
,"Influenza and pneumonia","J09-J18","2015","2015","Texas","48",306,27469114,1.1,1.0,1.2,1.1,1.0,1.3
,"Influenza and pneumonia","J09-J18","2015","2015","Utah","49",31,2995919,1.0,0.7,1.5,1.3,0.9,1.8
,"Influenza and pneumonia","J09-J18","2015","2015","Vermont","50",Suppressed,626042,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2015","2015","Virginia","51",76,8382993,0.9,0.7,1.1,0.8,0.6,1.0
,"Influenza and pneumonia","J09-J18","2015","2015","Washington","53",112,7170351,1.6,1.3,1.9,1.4,1.1,1.6
,"Influenza and pneumonia","J09-J18","2015","2015","West Virginia","54",45,1844128,2.4,1.8,3.3,1.8,1.3,2.5
,"Influenza and pneumonia","J09-J18","2015","2015","Wisconsin","55",57,5771337,1.0,0.7,1.3,0.8,0.6,1.1
,"Influenza and pneumonia","J09-J18","2015","2015","Wyoming","56",Suppressed,586107,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Total","Influenza and pneumonia","J09-J18","2015","2015",,,3621,321418820,1.1,1.1,1.2,1.0,1.0,1.0
,"Influenza and pneumonia","J09-J18","2016","2016","Alabama","01",83,4863300,1.7,1.4,2.1,1.4,1.1,1.8
,"Influenza and pneumonia","J09-J18","2016","2016","Alaska","02",Suppressed,741894,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2016","2016","Arizona","04",91,6931071,1.3,1.1,1.6,1.1,0.9,1.4
,"Influenza and pneumonia","J09-J18","2016","2016","Arkansas","05",45,2988248,1.5,1.1,2.0,1.2,0.9,1.6
,"Influenza and pneumonia","J09-J18","2016","2016","California","06",475,39250017,1.2,1.1,1.3,1.1,1.0,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","Colorado","08",52,5540545,0.9,0.7,1.2,0.9,0.7,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","Connecticut","09",35,3576452,1.0,0.7,1.4,0.8,0.6,1.1
,"Influenza and pneumonia","J09-J18","2016","2016","Delaware","10",13,952065,Unreliable,0.7,2.3,Unreliable,0.6,2.0
,"Influenza and pneumonia","J09-J18","2016","2016","District of Columbia","11",Suppressed,681170,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2016","2016","Florida","12",268,20612439,1.3,1.1,1.5,1.0,0.8,1.1
,"Influenza and pneumonia","J09-J18","2016","2016","Georgia","13",102,10310371,1.0,0.8,1.2,0.9,0.7,1.1
,"Influenza and pneumonia","J09-J18","2016","2016","Hawaii","15",15,1428557,Unreliable,0.6,1.7,Unreliable,0.5,1.5
,"Influenza and pneumonia","J09-J18","2016","2016","Idaho","16",21,1683140,1.2,0.8,1.9,1.1,0.7,1.7
,"Influenza and pneumonia","J09-J18","2016","2016","Illinois","17",155,12801539,1.2,1.0,1.4,1.0,0.9,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","Indiana","18",101,6633053,1.5,1.2,1.8,1.3,1.1,1.6
,"Influenza and pneumonia","J09-J18","2016","2016","Iowa","19",21,3134693,0.7,0.4,1.0,0.5,0.3,0.8
,"Influenza and pneumonia","J09-J18","2016","2016","Kansas","20",25,2907289,0.9,0.6,1.3,0.7,0.4,1.0
,"Influenza and pneumonia","J09-J18","2016","2016","Kentucky","21",62,4436974,1.4,1.1,1.8,1.2,0.9,1.5
,"Influenza and pneumonia","J09-J18","2016","2016","Louisiana","22",44,4681666,0.9,0.7,1.3,0.9,0.6,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","Maine","23",14,1331479,Unreliable,0.6,1.8,Unreliable,0.5,1.4
,"Influenza and pneumonia","J09-J18","2016","2016","Maryland","24",65,6016447,1.1,0.8,1.4,0.9,0.7,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","Massachusetts","25",66,6811779,1.0,0.7,1.2,0.8,0.6,1.0
,"Influenza and pneumonia","J09-J18","2016","2016","Michigan","26",94,9928300,0.9,0.8,1.2,0.8,0.7,1.0
,"Influenza and pneumonia","J09-J18","2016","2016","Minnesota","27",62,5519952,1.1,0.9,1.4,0.9,0.7,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","Mississippi","28",52,2988726,1.7,1.3,2.3,1.5,1.1,2.0
,"Influenza and pneumonia","J09-J18","2016","2016","Missouri","29",60,6093000,1.0,0.8,1.3,0.8,0.6,1.0
,"Influenza and pneumonia","J09-J18","2016","2016","Montana","30",14,1042520,Unreliable,0.7,2.3,Unreliable,0.5,1.7
,"Influenza and pneumonia","J09-J18","2016","2016","Nebraska","31",17,1907116,Unreliable,0.5,1.4,Unreliable,0.4,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","Nevada","32",28,2940058,1.0,0.6,1.4,0.8,0.5,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","New Hampshire","33",Suppressed,1334795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2016","2016","New Jersey","34",94,8944469,1.1,0.8,1.3,0.9,0.7,1.1
,"Influenza and pneumonia","J09-J18","2016","2016","New Mexico","35",31,2081015,1.5,1.0,2.1,1.3,0.9,1.9
,"Influenza and pneumonia","J09-J18","2016","2016","New York","36",172,19745289,0.9,0.7,1.0,0.7,0.6,0.8
,"Influenza and pneumonia","J09-J18","2016","2016","North Carolina","37",133,10146788,1.3,1.1,1.5,1.1,0.9,1.3
,"Influenza and pneumonia","J09-J18","2016","2016","North Dakota","38",14,757952,Unreliable,1.0,3.1,Unreliable,0.9,2.8
,"Influenza and pneumonia","J09-J18","2016","2016","Ohio","39",150,11614373,1.3,1.1,1.5,1.1,0.9,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","Oklahoma","40",55,3923561,1.4,1.1,1.8,1.2,0.9,1.6
,"Influenza and pneumonia","J09-J18","2016","2016","Oregon","41",48,4093465,1.2,0.9,1.6,0.9,0.7,1.3
,"Influenza and pneumonia","J09-J18","2016","2016","Pennsylvania","42",156,12784227,1.2,1.0,1.4,1.0,0.8,1.1
,"Influenza and pneumonia","J09-J18","2016","2016","Rhode Island","44",13,1056426,Unreliable,0.7,2.1,Unreliable,0.6,1.9
,"Influenza and pneumonia","J09-J18","2016","2016","South Carolina","45",77,4961119,1.6,1.2,1.9,1.3,1.0,1.6
,"Influenza and pneumonia","J09-J18","2016","2016","South Dakota","46",10,865454,Unreliable,0.6,2.1,Unreliable,0.5,2.0
,"Influenza and pneumonia","J09-J18","2016","2016","Tennessee","47",111,6651194,1.7,1.4,2.0,1.4,1.1,1.6
,"Influenza and pneumonia","J09-J18","2016","2016","Texas","48",281,27862596,1.0,0.9,1.1,1.0,0.9,1.2
,"Influenza and pneumonia","J09-J18","2016","2016","Utah","49",36,3051217,1.2,0.8,1.6,1.3,0.9,1.8
,"Influenza and pneumonia","J09-J18","2016","2016","Vermont","50",Suppressed,624594,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2016","2016","Virginia","51",71,8411808,0.8,0.7,1.1,0.7,0.6,0.9
,"Influenza and pneumonia","J09-J18","2016","2016","Washington","53",115,7288000,1.6,1.3,1.9,1.3,1.1,1.6
,"Influenza and pneumonia","J09-J18","2016","2016","West Virginia","54",46,1831102,2.5,1.8,3.4,1.9,1.4,2.5
,"Influenza and pneumonia","J09-J18","2016","2016","Wisconsin","55",64,5778708,1.1,0.9,1.4,0.9,0.7,1.1
,"Influenza and pneumonia","J09-J18","2016","2016","Wyoming","56",Suppressed,585501,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Total","Influenza and pneumonia","J09-J18","2016","2016",,,3789,323127513,1.2,1.1,1.2,1.0,1.0,1.0
,"Influenza and pneumonia","J09-J18","2017","2017","Alabama","01",84,4874747,1.7,1.4,2.1,1.5,1.2,1.8
,"Influenza and pneumonia","J09-J18","2017","2017","Alaska","02",Suppressed,739795,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2017","2017","Arizona","04",62,7016270,0.9,0.7,1.1,0.7,0.5,0.9
,"Influenza and pneumonia","J09-J18","2017","2017","Arkansas","05",41,3004279,1.4,1.0,1.9,1.1,0.8,1.5
,"Influenza and pneumonia","J09-J18","2017","2017","California","06",433,39536653,1.1,1.0,1.2,1.0,0.9,1.1
,"Influenza and pneumonia","J09-J18","2017","2017","Colorado","08",58,5607154,1.0,0.8,1.3,1.0,0.7,1.2
,"Influenza and pneumonia","J09-J18","2017","2017","Connecticut","09",45,3588184,1.3,0.9,1.7,1.0,0.7,1.3
,"Influenza and pneumonia","J09-J18","2017","2017","Delaware","10",19,961939,Unreliable,1.2,3.1,Unreliable,0.9,2.5
,"Influenza and pneumonia","J09-J18","2017","2017","District of Columbia","11",Suppressed,693972,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2017","2017","Florida","12",248,20984400,1.2,1.0,1.3,0.9,0.8,1.0
,"Influenza and pneumonia","J09-J18","2017","2017","Georgia","13",102,10429379,1.0,0.8,1.2,0.9,0.7,1.1
,"Influenza and pneumonia","J09-J18","2017","2017","Hawaii","15",22,1427538,1.5,1.0,2.3,1.2,0.7,1.8
,"Influenza and pneumonia","J09-J18","2017","2017","Idaho","16",22,1716943,1.3,0.8,1.9,1.2,0.7,1.8
,"Influenza and pneumonia","J09-J18","2017","2017","Illinois","17",114,12802023,0.9,0.7,1.1,0.8,0.6,0.9
,"Influenza and pneumonia","J09-J18","2017","2017","Indiana","18",88,6666818,1.3,1.1,1.6,1.1,0.9,1.4
,"Influenza and pneumonia","J09-J18","2017","2017","Iowa","19",31,3145711,1.0,0.7,1.4,0.9,0.6,1.3
,"Influenza and pneumonia","J09-J18","2017","2017","Kansas","20",25,2913123,0.9,0.6,1.3,0.8,0.5,1.2
,"Influenza and pneumonia","J09-J18","2017","2017","Kentucky","21",85,4454189,1.9,1.5,2.4,1.7,1.3,2.1
,"Influenza and pneumonia","J09-J18","2017","2017","Louisiana","22",44,4684333,0.9,0.7,1.3,0.8,0.6,1.1
,"Influenza and pneumonia","J09-J18","2017","2017","Maine","23",16,1335907,Unreliable,0.7,1.9,Unreliable,0.5,1.5
,"Influenza and pneumonia","J09-J18","2017","2017","Maryland","24",66,6052177,1.1,0.8,1.4,1.0,0.8,1.3
,"Influenza and pneumonia","J09-J18","2017","2017","Massachusetts","25",66,6859819,1.0,0.7,1.2,0.8,0.6,1.0
,"Influenza and pneumonia","J09-J18","2017","2017","Michigan","26",110,9962311,1.1,0.9,1.3,0.9,0.7,1.0
,"Influenza and pneumonia","J09-J18","2017","2017","Minnesota","27",87,5576606,1.6,1.2,1.9,1.3,1.0,1.6
,"Influenza and pneumonia","J09-J18","2017","2017","Mississippi","28",44,2984100,1.5,1.1,2.0,1.3,0.9,1.8
,"Influenza and pneumonia","J09-J18","2017","2017","Missouri","29",55,6113532,0.9,0.7,1.2,0.7,0.6,1.0
,"Influenza and pneumonia","J09-J18","2017","2017","Montana","30",13,1050493,Unreliable,0.7,2.1,Unreliable,0.6,2.0
,"Influenza and pneumonia","J09-J18","2017","2017","Nebraska","31",17,1920076,Unreliable,0.5,1.4,Unreliable,0.4,1.1
,"Influenza and pneumonia","J09-J18","2017","2017","Nevada","32",32,2998039,1.1,0.7,1.5,1.0,0.7,1.4
,"Influenza and pneumonia","J09-J18","2017","2017","New Hampshire","33",14,1342795,Unreliable,0.6,1.7,Unreliable,0.4,1.3
,"Influenza and pneumonia","J09-J18","2017","2017","New Jersey","34",86,9005644,1.0,0.8,1.2,0.8,0.6,1.0
,"Influenza and pneumonia","J09-J18","2017","2017","New Mexico","35",31,2088070,1.5,1.0,2.1,1.2,0.8,1.8
,"Influenza and pneumonia","J09-J18","2017","2017","New York","36",159,19849399,0.8,0.7,0.9,0.7,0.6,0.8
,"Influenza and pneumonia","J09-J18","2017","2017","North Carolina","37",160,10273419,1.6,1.3,1.8,1.4,1.1,1.6
,"Influenza and pneumonia","J09-J18","2017","2017","North Dakota","38",14,755393,Unreliable,1.0,3.1,Unreliable,0.9,2.8
,"Influenza and pneumonia","J09-J18","2017","2017","Ohio","39",132,11658609,1.1,0.9,1.3,1.0,0.8,1.1
,"Influenza and pneumonia","J09-J18","2017","2017","Oklahoma","40",38,3930864,1.0,0.7,1.3,0.8,0.6,1.1
,"Influenza and pneumonia","J09-J18","2017","2017","Oregon","41",47,4142776,1.1,0.8,1.5,0.9,0.7,1.2
,"Influenza and pneumonia","J09-J18","2017","2017","Pennsylvania","42",165,12805537,1.3,1.1,1.5,1.0,0.9,1.2
,"Influenza and pneumonia","J09-J18","2017","2017","Rhode Island","44",Suppressed,1059639,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2017","2017","South Carolina","45",71,5024369,1.4,1.1,1.8,1.2,0.9,1.5
,"Influenza and pneumonia","J09-J18","2017","2017","South Dakota","46",12,869666,Unreliable,0.7,2.4,Unreliable,0.6,2.0
,"Influenza and pneumonia","J09-J18","2017","2017","Tennessee","47",100,6715984,1.5,1.2,1.8,1.3,1.0,1.5
,"Influenza and pneumonia","J09-J18","2017","2017","Texas","48",320,28304596,1.1,1.0,1.3,1.1,1.0,1.3
,"Influenza and pneumonia","J09-J18","2017","2017","Utah","49",29,3101833,0.9,0.6,1.3,1.1,0.7,1.6
,"Influenza and pneumonia","J09-J18","2017","2017","Vermont","50",Suppressed,623657,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Influenza and pneumonia","J09-J18","2017","2017","Virginia","51",84,8470020,1.0,0.8,1.2,0.8,0.7,1.0
,"Influenza and pneumonia","J09-J18","2017","2017","Washington","53",94,7405743,1.3,1.0,1.6,1.1,0.9,1.4
,"Influenza and pneumonia","J09-J18","2017","2017","West Virginia","54",33,1815857,1.8,1.3,2.6,1.4,0.9,1.9
,"Influenza and pneumonia","J09-J18","2017","2017","Wisconsin","55",55,5795483,0.9,0.7,1.2,0.8,0.6,1.0
,"Influenza and pneumonia","J09-J18","2017","2017","Wyoming","56",11,579315,Unreliable,0.9,3.4,Unreliable,0.7,2.8
"Total","Influenza and pneumonia","J09-J18","2017","2017",,,3707,325719178,1.1,1.1,1.2,1.0,1.0,1.0
"Total","Influenza and pneumonia","J09-J18",,,,,28156,2539502901,1.1,1.1,1.1,1.0,1.0,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2010","2010","Alabama","01",86,4779736,1.8,1.4,2.2,1.7,1.3,2.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2010","2010","Alaska","02",Suppressed,710231,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
