"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
,"Other bacterial diseases","A30-A49","2022","2022","Alaska","02",384,733583,52.3,47.1,57.6,53.7,48.3,59.7
,"Other bacterial diseases","A30-A49","2022","2022","Arizona","04",3382,7359197,46.0,44.4,47.5,35.5,34.3,36.7
,"Other bacterial diseases","A30-A49","2022","2022","Arkansas","05",3143,3045637,103.2,99.6,106.8,81.5,78.6,84.5
,"Other bacterial diseases","A30-A49","2022","2022","California","06",27083,39029342,69.4,68.6,70.2,58.6,57.9,59.3
,"Other bacterial diseases","A30-A49","2022","2022","Colorado","08",3341,5839926,57.2,55.3,59.1,51.1,49.3,52.9
,"Other bacterial diseases","A30-A49","2022","2022","Connecticut","09",2362,3626205,65.1,62.5,67.8,47.7,45.8,49.7
,"Other bacterial diseases","A30-A49","2022","2022","Delaware","10",779,1018396,76.5,71.1,81.9,53.8,50.0,57.9
,"Other bacterial diseases","A30-A49","2022","2022","District of Columbia","11",456,671803,67.9,61.6,74.1,66.6,60.6,73.1
,"Other bacterial diseases","A30-A49","2022","2022","Florida","12",18514,22244823,83.2,82.0,84.4,54.2,53.3,55.0
,"Other bacterial diseases","A30-A49","2022","2022","Georgia","13",8380,10912876,76.8,75.1,78.4,68.9,67.4,70.4
,"Other bacterial diseases","A30-A49","2022","2022","Hawaii","15",676,1440196,46.9,43.4,50.5,32.3,29.9,35.0
,"Other bacterial diseases","A30-A49","2022","2022","Idaho","16",1027,1939033,53.0,49.7,56.2,44.7,42.0,47.6
,"Other bacterial diseases","A30-A49","2022","2022","Illinois","17",8920,12582032,70.9,69.4,72.4,55.9,54.7,57.1
,"Other bacterial diseases","A30-A49","2022","2022","Indiana","18",5175,6833037,75.7,73.7,77.8,61.7,60.0,63.5
,"Other bacterial diseases","A30-A49","2022","2022","Iowa","19",2027,3200517,63.3,60.6,66.1,47.4,45.3,49.6
,"Other bacterial diseases","A30-A49","2022","2022","Kansas","20",2216,2937150,75.4,72.3,78.6,60.6,58.1,63.3
,"Other bacterial diseases","A30-A49","2022","2022","Kentucky","21",5867,4512310,130.0,126.7,133.3,104.2,101.5,107.0
,"Other bacterial diseases","A30-A49","2022","2022","Louisiana","22",3879,4590241,84.5,81.8,87.2,70.2,67.9,72.5
,"Other bacterial diseases","A30-A49","2022","2022","Maine","23",301,1385340,21.7,19.3,24.2,14.5,12.8,16.4
,"Other bacterial diseases","A30-A49","2022","2022","Maryland","24",4571,6164660,74.1,72.0,76.3,58.9,57.2,60.7
,"Other bacterial diseases","A30-A49","2022","2022","Massachusetts","25",4643,6981974,66.5,64.6,68.4,49.8,48.3,51.3
,"Other bacterial diseases","A30-A49","2022","2022","Michigan","26",7549,10034113,75.2,73.5,76.9,56.4,55.1,57.7
,"Other bacterial diseases","A30-A49","2022","2022","Minnesota","27",3097,5717184,54.2,52.3,56.1,42.6,41.1,44.1
,"Other bacterial diseases","A30-A49","2022","2022","Mississippi","28",3319,2940057,112.9,109.0,116.7,91.8,88.6,95.0
,"Other bacterial diseases","A30-A49","2022","2022","Missouri","29",4626,6177957,74.9,72.7,77.0,57.7,56.0,59.4
,"Other bacterial diseases","A30-A49","2022","2022","Montana","30",710,1122867,63.2,58.6,67.9,47.3,43.7,51.0
,"Other bacterial diseases","A30-A49","2022","2022","Nebraska","31",1208,1967923,61.4,57.9,64.8,50.0,47.1,53.0
,"Other bacterial diseases","A30-A49","2022","2022","Nevada","32",2456,3177772,77.3,74.2,80.3,64.3,61.7,67.0
,"Other bacterial diseases","A30-A49","2022","2022","New Hampshire","33",855,1395231,61.3,57.2,65.4,42.9,40.0,46.0
,"Other bacterial diseases","A30-A49","2022","2022","New Jersey","34",7633,9261699,82.4,80.6,84.3,62.9,61.5,64.4
,"Other bacterial diseases","A30-A49","2022","2022","New Mexico","35",1670,2113344,79.0,75.2,82.8,62.3,59.3,65.5
,"Other bacterial diseases","A30-A49","2022","2022","New York","36",13433,19677151,68.3,67.1,69.4,50.6,49.7,51.5
,"Other bacterial diseases","A30-A49","2022","2022","North Carolina","37",8069,10698973,75.4,73.8,77.1,60.9,59.6,62.3
,"Other bacterial diseases","A30-A49","2022","2022","North Dakota","38",500,779261,64.2,58.5,69.8,54.8,49.9,60.0
,"Other bacterial diseases","A30-A49","2022","2022","Ohio","39",8929,11756058,76.0,74.4,77.5,57.9,56.7,59.1
,"Other bacterial diseases","A30-A49","2022","2022","Oklahoma","40",3909,4019800,97.2,94.2,100.3,81.9,79.4,84.6
,"Other bacterial diseases","A30-A49","2022","2022","Oregon","41",2289,4240137,54.0,51.8,56.2,40.7,39.1,42.5
,"Other bacterial diseases","A30-A49","2022","2022","Pennsylvania","42",11158,12972008,86.0,84.4,87.6,60.7,59.5,61.8
,"Other bacterial diseases","A30-A49","2022","2022","Rhode Island","44",570,1093734,52.1,47.8,56.4,38.1,34.9,41.5
,"Other bacterial diseases","A30-A49","2022","2022","South Carolina","45",4789,5282634,90.7,88.1,93.2,68.7,66.8,70.8
,"Other bacterial diseases","A30-A49","2022","2022","South Dakota","46",648,909824,71.2,65.7,76.7,59.0,54.4,63.9
,"Other bacterial diseases","A30-A49","2022","2022","Tennessee","47",6511,7051339,92.3,90.1,94.6,74.5,72.6,76.4
,"Other bacterial diseases","A30-A49","2022","2022","Texas","48",19823,30029572,66.0,65.1,66.9,65.5,64.6,66.5
,"Other bacterial diseases","A30-A49","2022","2022","Utah","49",1388,3380800,41.1,38.9,43.2,46.4,44.0,49.0
,"Other bacterial diseases","A30-A49","2022","2022","Vermont","50",348,647064,53.8,48.1,59.4,36.7,32.8,41.0
,"Other bacterial diseases","A30-A49","2022","2022","Virginia","51",5489,8683619,63.2,61.5,64.9,51.1,49.8,52.5
,"Other bacterial diseases","A30-A49","2022","2022","Washington","53",5104,7785786,65.6,63.8,67.4,54.9,53.4,56.5
,"Other bacterial diseases","A30-A49","2022","2022","West Virginia","54",1845,1775156,103.9,99.2,108.7,73.5,70.0,77.1
,"Other bacterial diseases","A30-A49","2022","2022","Wisconsin","55",3521,5892539,59.8,57.8,61.7,44.8,43.3,46.3
,"Other bacterial diseases","A30-A49","2022","2022","Wyoming","56",383,581381,65.9,59.3,72.5,51.6,46.5,57.3
"Total","Other bacterial diseases","A30-A49","2022","2022",,,243672,333287557,73.1,72.8,73.4,58.1,57.9,58.3
,"Other bacterial diseases","A30-A49","2023","2023","Alabama","01",4356,5108468,85.3,82.7,87.8,66.5,64.5,68.6
,"Other bacterial diseases","A30-A49","2023","2023","Alaska","02",359,733406,48.9,43.9,54.0,48.8,43.7,54.5
,"Other bacterial diseases","A30-A49","2023","2023","Arizona","04",3218,7431344,43.3,41.8,44.8,32.7,31.5,33.9
,"Other bacterial diseases","A30-A49","2023","2023","Arkansas","05",2997,3067732,97.7,94.2,101.2,76.8,74.0,79.7
,"Other bacterial diseases","A30-A49","2023","2023","California","06",25800,38965193,66.2,65.4,67.0,55.4,54.7,56.1
,"Other bacterial diseases","A30-A49","2023","2023","Colorado","08",2942,5877610,50.1,48.2,51.9,44.8,43.2,46.5
,"Other bacterial diseases","A30-A49","2023","2023","Connecticut","09",2159,3617176,59.7,57.2,62.2,42.9,41.1,44.8
,"Other bacterial diseases","A30-A49","2023","2023","Delaware","10",760,1031890,73.7,68.4,78.9,52.3,48.5,56.4
,"Other bacterial diseases","A30-A49","2023","2023","District of Columbia","11",430,678972,63.3,57.3,69.3,62.2,56.4,68.4
,"Other bacterial diseases","A30-A49","2023","2023","Florida","12",16844,22610726,74.5,73.4,75.6,48.4,47.6,49.2
,"Other bacterial diseases","A30-A49","2023","2023","Georgia","13",7711,11029227,69.9,68.4,71.5,62.4,61.0,63.9
,"Other bacterial diseases","A30-A49","2023","2023","Hawaii","15",688,1435138,47.9,44.4,51.5,32.8,30.3,35.5
,"Other bacterial diseases","A30-A49","2023","2023","Idaho","16",962,1964726,49.0,45.9,52.1,41.1,38.5,43.8
,"Other bacterial diseases","A30-A49","2023","2023","Illinois","17",8211,12549689,65.4,64.0,66.8,51.6,50.5,52.7
,"Other bacterial diseases","A30-A49","2023","2023","Indiana","18",4769,6862199,69.5,67.5,71.5,56.7,55.1,58.4
,"Other bacterial diseases","A30-A49","2023","2023","Iowa","19",1826,3207004,56.9,54.3,59.5,42.6,40.6,44.6
,"Other bacterial diseases","A30-A49","2023","2023","Kansas","20",1912,2940546,65.0,62.1,67.9,52.3,50.0,54.8
,"Other bacterial diseases","A30-A49","2023","2023","Kentucky","21",5282,4526154,116.7,113.6,119.8,93.0,90.5,95.7
,"Other bacterial diseases","A30-A49","2023","2023","Louisiana","22",3477,4573749,76.0,73.5,78.5,62.3,60.2,64.5
,"Other bacterial diseases","A30-A49","2023","2023","Maine","23",308,1395722,22.1,19.6,24.5,14.9,13.2,16.8
,"Other bacterial diseases","A30-A49","2023","2023","Maryland","24",4503,6180253,72.9,70.7,75.0,58.2,56.4,59.9
,"Other bacterial diseases","A30-A49","2023","2023","Massachusetts","25",4511,7001399,64.4,62.5,66.3,48.4,47.0,49.9
,"Other bacterial diseases","A30-A49","2023","2023","Michigan","26",7091,10037261,70.6,69.0,72.3,52.9,51.7,54.2
,"Other bacterial diseases","A30-A49","2023","2023","Minnesota","27",3017,5737915,52.6,50.7,54.5,41.4,39.9,42.9
,"Other bacterial diseases","A30-A49","2023","2023","Mississippi","28",2803,2939690,95.4,91.8,98.9,76.7,73.8,79.7
,"Other bacterial diseases","A30-A49","2023","2023","Missouri","29",4345,6196156,70.1,68.0,72.2,54.0,52.4,55.7
,"Other bacterial diseases","A30-A49","2023","2023","Montana","30",672,1132812,59.3,54.8,63.8,43.8,40.4,47.4
,"Other bacterial diseases","A30-A49","2023","2023","Nebraska","31",1242,1978379,62.8,59.3,66.3,51.4,48.6,54.4
,"Other bacterial diseases","A30-A49","2023","2023","Nevada","32",2166,3194176,67.8,65.0,70.7,55.7,53.4,58.2
,"Other bacterial diseases","A30-A49","2023","2023","New Hampshire","33",793,1402054,56.6,52.6,60.5,38.9,36.2,41.9
,"Other bacterial diseases","A30-A49","2023","2023","New Jersey","34",6893,9290841,74.2,72.4,75.9,56.9,55.5,58.3
,"Other bacterial diseases","A30-A49","2023","2023","New Mexico","35",1483,2114371,70.1,66.6,73.7,54.8,51.9,57.7
,"Other bacterial diseases","A30-A49","2023","2023","New York","36",12606,19571216,64.4,63.3,65.5,47.5,46.6,48.3
,"Other bacterial diseases","A30-A49","2023","2023","North Carolina","37",7108,10835491,65.6,64.1,67.1,53.0,51.7,54.3
,"Other bacterial diseases","A30-A49","2023","2023","North Dakota","38",451,783926,57.5,52.2,62.8,47.3,42.9,52.1
,"Other bacterial diseases","A30-A49","2023","2023","Ohio","39",8158,11785935,69.2,67.7,70.7,52.7,51.6,53.9
,"Other bacterial diseases","A30-A49","2023","2023","Oklahoma","40",3311,4053824,81.7,78.9,84.5,69.2,66.8,71.7
,"Other bacterial diseases","A30-A49","2023","2023","Oregon","41",2148,4233358,50.7,48.6,52.9,38.1,36.5,39.8
,"Other bacterial diseases","A30-A49","2023","2023","Pennsylvania","42",10728,12961683,82.8,81.2,84.3,58.2,57.1,59.3
,"Other bacterial diseases","A30-A49","2023","2023","Rhode Island","44",455,1095962,41.5,37.7,45.3,30.2,27.4,33.2
,"Other bacterial diseases","A30-A49","2023","2023","South Carolina","45",4239,5373555,78.9,76.5,81.3,60.0,58.2,61.9
,"Other bacterial diseases","A30-A49","2023","2023","South Dakota","46",598,919318,65.0,59.8,70.3,52.1,47.9,56.6
,"Other bacterial diseases","A30-A49","2023","2023","Tennessee","47",5981,7126489,83.9,81.8,86.1,68.5,66.7,70.3
,"Other bacterial diseases","A30-A49","2023","2023","Texas","48",18216,30503301,59.7,58.9,60.6,59.0,58.2,59.9
,"Other bacterial diseases","A30-A49","2023","2023","Utah","49",1339,3417734,39.2,37.1,41.3,44.6,42.2,47.1
,"Other bacterial diseases","A30-A49","2023","2023","Vermont","50",378,647464,58.4,52.5,64.3,40.2,36.1,44.7
,"Other bacterial diseases","A30-A49","2023","2023","Virginia","51",4930,8715698,56.6,55.0,58.1,45.8,44.5,47.1
,"Other bacterial diseases","A30-A49","2023","2023","Washington","53",4664,7812880,59.7,58.0,61.4,49.9,48.5,51.4
,"Other bacterial diseases","A30-A49","2023","2023","West Virginia","54",1796,1770071,101.5,96.8,106.2,69.7,66.4,73.2
,"Other bacterial diseases","A30-A49","2023","2023","Wisconsin","55",3495,5910955,59.1,57.2,61.1,44.3,42.8,45.9
,"Other bacterial diseases","A30-A49","2023","2023","Wyoming","56",361,584057,61.8,55.4,68.2,48.7,43.7,54.2
"Total","Other bacterial diseases","A30-A49","2023","2023",,,225492,334914895,67.3,67.1,67.6,53.3,53.1,53.6
,"Other bacterial diseases","A30-A49","2024","2024","Alabama","01",4238,5157699,82.2,79.7,84.6,63.2,61.3,65.2
,"Other bacterial diseases","A30-A49","2024","2024","Alaska","02",319,740133,43.1,38.4,47.8,42.4,37.7,47.6
,"Other bacterial diseases","A30-A49","2024","2024","Arizona","04",3219,7582384,42.5,41.0,43.9,31.6,30.5,32.7
,"Other bacterial diseases","A30-A49","2024","2024","Arkansas","05",2924,3088354,94.7,91.2,98.1,73.5,70.8,76.2
,"Other bacterial diseases","A30-A49","2024","2024","California","06",25143,39431263,63.8,63.0,64.6,52.7,52.0,53.3
,"Other bacterial diseases","A30-A49","2024","2024","Colorado","08",2749,5957493,46.1,44.4,47.9,40.2,38.7,41.7
,"Other bacterial diseases","A30-A49","2024","2024","Connecticut","09",1867,3675069,50.8,48.5,53.1,35.9,34.3,37.6
,"Other bacterial diseases","A30-A49","2024","2024","Delaware","10",838,1051917,79.7,74.3,85.1,55.7,51.8,59.8
,"Other bacterial diseases","A30-A49","2024","2024","District of Columbia","11",465,702250,66.2,60.2,72.2,66.3,60.4,72.7
,"Other bacterial diseases","A30-A49","2024","2024","Florida","12",16513,23372215,70.7,69.6,71.7,45.6,44.9,46.3
,"Other bacterial diseases","A30-A49","2024","2024","Georgia","13",7741,11180878,69.2,67.7,70.8,60.6,59.3,62.0
,"Other bacterial diseases","A30-A49","2024","2024","Hawaii","15",664,1446146,45.9,42.4,49.4,30.5,28.2,33.1
,"Other bacterial diseases","A30-A49","2024","2024","Idaho","16",975,2001619,48.7,45.7,51.8,40.4,37.8,43.0
,"Other bacterial diseases","A30-A49","2024","2024","Illinois","17",7887,12710158,62.1,60.7,63.4,48.1,47.1,49.2
,"Other bacterial diseases","A30-A49","2024","2024","Indiana","18",4604,6924275,66.5,64.6,68.4,53.2,51.6,54.7
,"Other bacterial diseases","A30-A49","2024","2024","Iowa","19",1851,3241488,57.1,54.5,59.7,41.9,40.0,43.9
,"Other bacterial diseases","A30-A49","2024","2024","Kansas","20",1908,2970606,64.2,61.3,67.1,51.1,48.8,53.5
,"Other bacterial diseases","A30-A49","2024","2024","Kentucky","21",4934,4588372,107.5,104.5,110.5,84.8,82.4,87.3
,"Other bacterial diseases","A30-A49","2024","2024","Louisiana","22",3420,4597740,74.4,71.9,76.9,60.1,58.1,62.2
,"Other bacterial diseases","A30-A49","2024","2024","Maine","23",299,1405012,21.3,18.9,23.7,13.5,12.0,15.3
,"Other bacterial diseases","A30-A49","2024","2024","Maryland","24",4745,6263220,75.8,73.6,77.9,59.2,57.5,60.9
,"Other bacterial diseases","A30-A49","2024","2024","Massachusetts","25",4573,7136171,64.1,62.2,65.9,47.6,46.2,49.0
,"Other bacterial diseases","A30-A49","2024","2024","Michigan","26",6979,10140459,68.8,67.2,70.4,50.8,49.6,52.1
,"Other bacterial diseases","A30-A49","2024","2024","Minnesota","27",2841,5793151,49.0,47.2,50.8,37.6,36.3,39.1
,"Other bacterial diseases","A30-A49","2024","2024","Mississippi","28",2911,2943045,98.9,95.3,102.5,78.7,75.8,81.7
,"Other bacterial diseases","A30-A49","2024","2024","Missouri","29",4219,6245466,67.6,65.5,69.6,50.9,49.3,52.5
,"Other bacterial diseases","A30-A49","2024","2024","Montana","30",679,1137233,59.7,55.2,64.2,43.0,39.7,46.5
,"Other bacterial diseases","A30-A49","2024","2024","Nebraska","31",1221,2005465,60.9,57.5,64.3,49.9,47.1,52.8
,"Other bacterial diseases","A30-A49","2024","2024","Nevada","32",2060,3267467,63.0,60.3,65.8,51.1,48.9,53.4
,"Other bacterial diseases","A30-A49","2024","2024","New Hampshire","33",777,1409032,55.1,51.3,59.0,37.2,34.5,40.0
,"Other bacterial diseases","A30-A49","2024","2024","New Jersey","34",6819,9500851,71.8,70.1,73.5,54.5,53.2,55.8
,"Other bacterial diseases","A30-A49","2024","2024","New Mexico","35",1461,2130256,68.6,65.1,72.1,52.1,49.4,55.0
,"Other bacterial diseases","A30-A49","2024","2024","New York","36",12626,19867248,63.6,62.4,64.7,46.1,45.3,47.0
,"Other bacterial diseases","A30-A49","2024","2024","North Carolina","37",6664,11046024,60.3,58.9,61.8,47.9,46.7,49.1
,"Other bacterial diseases","A30-A49","2024","2024","North Dakota","38",473,796568,59.4,54.0,64.7,47.3,43.0,51.9
,"Other bacterial diseases","A30-A49","2024","2024","Ohio","39",7986,11883304,67.2,65.7,68.7,50.3,49.2,51.5
,"Other bacterial diseases","A30-A49","2024","2024","Oklahoma","40",3440,4095393,84.0,81.2,86.8,70.4,68.0,72.8
,"Other bacterial diseases","A30-A49","2024","2024","Oregon","41",2192,4272371,51.3,49.2,53.5,37.9,36.3,39.5
,"Other bacterial diseases","A30-A49","2024","2024","Pennsylvania","42",10744,13078751,82.1,80.6,83.7,56.8,55.7,58.0
,"Other bacterial diseases","A30-A49","2024","2024","Rhode Island","44",537,1112308,48.3,44.2,52.4,34.5,31.6,37.7
,"Other bacterial diseases","A30-A49","2024","2024","South Carolina","45",4214,5478831,76.9,74.6,79.2,57.8,56.0,59.6
,"Other bacterial diseases","A30-A49","2024","2024","South Dakota","46",613,924669,66.3,61.0,71.5,53.4,49.1,57.9
,"Other bacterial diseases","A30-A49","2024","2024","Tennessee","47",5864,7227750,81.1,79.1,83.2,65.4,63.7,67.2
,"Other bacterial diseases","A30-A49","2024","2024","Texas","48",17796,31290831,56.9,56.0,57.7,55.5,54.7,56.3
,"Other bacterial diseases","A30-A49","2024","2024","Utah","49",1379,3503613,39.4,37.3,41.4,44.8,42.4,47.2
,"Other bacterial diseases","A30-A49","2024","2024","Vermont","50",360,648493,55.5,49.8,61.2,36.2,32.4,40.3
,"Other bacterial diseases","A30-A49","2024","2024","Virginia","51",5003,8811195,56.8,55.2,58.4,44.9,43.6,46.2
,"Other bacterial diseases","A30-A49","2024","2024","Washington","53",3903,7958180,49.0,47.5,50.6,40.4,39.1,41.7
,"Other bacterial diseases","A30-A49","2024","2024","West Virginia","54",1763,1769979,99.6,95.0,104.3,67.4,64.2,70.8
,"Other bacterial diseases","A30-A49","2024","2024","Wisconsin","55",3392,5960975,56.9,55.0,58.8,41.6,40.2,43.1
,"Other bacterial diseases","A30-A49","2024","2024","Wyoming","56",401,587618,68.2,61.6,74.9,51.2,46.2,56.7
"Total","Other bacterial diseases","A30-A49","2024","2024",,,221193,340110988,65.0,64.8,65.3,50.7,50.5,51.0
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Alabama","01",4146,5157699,80.4,77.9,82.8,62.2,60.3,64.2
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Alaska","02",327,740133,44.2,39.4,49.0,44.0,39.1,49.3
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Arizona","04",3309,7582384,43.6,42.2,45.1,32.4,31.3,33.6
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Arkansas","05",2920,3088354,94.5,91.1,98.0,73.1,70.4,75.8
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","California","06",25045,39431263,63.5,62.7,64.3,52.4,51.8,53.1
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Colorado","08",2781,5957493,46.7,44.9,48.4,40.8,39.3,42.4
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Connecticut","09",1937,3675069,52.7,50.4,55.1,37.2,35.6,39.0
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Delaware","10",811,1051917,77.1,71.8,82.4,53.2,49.4,57.2
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","District of Columbia","11",441,702250,62.8,56.9,68.7,62.9,57.2,69.2
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Florida","12",16426,23372215,70.3,69.2,71.4,45.4,44.7,46.1
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Georgia","13",7441,11180878,66.6,65.0,68.1,58.3,56.9,59.6
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Hawaii","15",585,1446146,40.5,37.2,43.7,27.2,24.9,29.6
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Idaho","16",952,2001619,47.6,44.5,50.6,39.2,36.7,41.9
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Illinois","17",7890,12710158,62.1,60.7,63.4,48.1,47.1,49.2
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Indiana","18",4437,6924275,64.1,62.2,66.0,51.5,49.9,53.0
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Iowa","19",1903,3241488,58.7,56.1,61.3,43.3,41.3,45.4
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Kansas","20",1878,2970606,63.2,60.4,66.1,50.1,47.8,52.4
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Kentucky","21",5091,4588372,111.0,107.9,114.0,87.8,85.3,90.3
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Louisiana","22",3376,4597740,73.4,71.0,75.9,59.5,57.5,61.6
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Maine","23",273,1405012,19.4,17.1,21.7,12.8,11.3,14.6
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Maryland","24",4756,6263220,75.9,73.8,78.1,59.5,57.8,61.2
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Massachusetts","25",4754,7136171,66.6,64.7,68.5,49.3,47.9,50.8
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Michigan","26",7028,10140459,69.3,67.7,70.9,51.2,50.0,52.4
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Minnesota","27",2980,5793151,51.4,49.6,53.3,39.5,38.1,41.0
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Mississippi","28",2965,2943045,100.7,97.1,104.4,80.2,77.3,83.2
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Missouri","29",4492,6245466,71.9,69.8,74.0,54.2,52.6,55.9
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Montana","30",635,1137233,55.8,51.5,60.2,40.2,37.1,43.6
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Nebraska","31",1148,2005465,57.2,53.9,60.6,46.6,43.9,49.5
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Nevada","32",2111,3267467,64.6,61.9,67.4,52.2,50.0,54.6
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","New Hampshire","33",771,1409032,54.7,50.9,58.6,37.2,34.5,40.0
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","New Jersey","34",6984,9500851,73.5,71.8,75.2,56.0,54.7,57.4
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","New Mexico","35",1373,2130256,64.5,61.0,67.9,48.3,45.7,51.0
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","New York","36",12910,19867248,65.0,63.9,66.1,47.1,46.2,47.9
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","North Carolina","37",6547,11046024,59.3,57.8,60.7,47.1,46.0,48.3
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","North Dakota","38",430,796568,54.0,48.9,59.1,44.6,40.4,49.2
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Ohio","39",8334,11883304,70.1,68.6,71.6,52.4,51.2,53.5
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Oklahoma","40",3076,4095393,75.1,72.5,77.8,62.7,60.5,65.0
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Oregon","41",2067,4272371,48.4,46.3,50.5,35.5,33.9,37.1
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Pennsylvania","42",10847,13078751,82.9,81.4,84.5,57.4,56.3,58.6
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Rhode Island","44",483,1112308,43.4,39.6,47.3,31.6,28.8,34.7
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","South Carolina","45",4136,5478831,75.5,73.2,77.8,56.6,54.8,58.4
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","South Dakota","46",576,924669,62.3,57.2,67.4,49.5,45.4,53.9
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Tennessee","47",5721,7227750,79.2,77.1,81.2,63.4,61.8,65.1
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Texas","48",18363,31290831,58.7,57.8,59.5,57.0,56.2,57.9
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Utah","49",1270,3503613,36.2,34.3,38.2,40.9,38.6,43.2
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Vermont","50",351,648493,54.1,48.5,59.8,35.8,32.1,40.1
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Virginia","51",4827,8811195,54.8,53.2,56.3,43.3,42.1,44.5
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Washington","53",3792,7958180,47.6,46.1,49.2,39.0,37.8,40.3
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","West Virginia","54",1688,1769979,95.4,90.8,99.9,63.9,60.8,67.1
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Wisconsin","55",3414,5960975,57.3,55.4,59.2,42.2,40.8,43.7
,"Other bacterial diseases","A30-A49","2025 (provisional)","2025","Wyoming","56",374,587618,63.6,57.2,70.1,49.4,44.4,55.0
"Total","Other bacterial diseases","A30-A49","2025 (provisional)","2025",,,221172,340110988,65.0,64.8,65.3,50.7,50.5,50.9
"Total","Other bacterial diseases","A30-A49",,,,,1821647,2665209253,68.3,68.2,68.4,54.7,54.6,54.8
"Total",,,,,,,1821647,2665209253,68.3,68.2,68.4,54.7,54.6,54.8
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"MCD - ICD-10 Codes: A40.0 (Septicaemia due to streptococcus, group A); A40.1 (Septicaemia due to streptococcus, group B); A40.2"
"(Septicaemia due to streptococcus, group D); A40.3 (Septicaemia due to Streptococcus pneumoniae); A40.8 (Other streptococcal"
"septicaemia); A40.9 (Streptococcal septicaemia, unspecified); A41.0 (Septicaemia due to Staphylococcus aureus); A41.1"
"(Septicaemia due to other specified staphylococcus); A41.2 (Septicaemia due to unspecified staphylococcus); A41.3 (Septicaemia"
"due to Haemophilus influenzae); A41.4 (Septicaemia due to anaerobes); A41.5 (Septicaemia due to other Gram-negative organisms);"
"A41.8 (Other specified septicaemia); A41.9 (Septicaemia, unspecified)"
"Year/Month: 2018; 2019; 2020; 2021; 2022; 2023; 2024; 2025 (provisional)"
"Group By: MCD - ICD Sub-Chapter; Year; Residence State"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
