"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Other bacterial diseases","A30-A49","2019","2019","Feb., 2019","2019/02","75-84 years","75-84",4506,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Feb., 2019","2019/02","85+ years","85+",4338,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Feb., 2019","2019/02","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Mar., 2019","2019/03","< 1 year","1",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Mar., 2019","2019/03","1-4 years","1-4",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Mar., 2019","2019/03","5-14 years","5-14",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Mar., 2019","2019/03","15-24 years","15-24",62,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Mar., 2019","2019/03","25-34 years","25-34",190,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Mar., 2019","2019/03","35-44 years","35-44",403,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Mar., 2019","2019/03","45-54 years","45-54",1110,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Mar., 2019","2019/03","55-64 years","55-64",2743,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2019","2019","Mar., 2019","2019/03","65-74 years","65-74",4365,Not Applicable,Not Applicable,Not Applicable,Not Applicable
