"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Louisiana","22",316,4590241,6.9,6.1,7.6,5.8,5.1,6.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Maine","23",37,1385340,2.7,1.9,3.7,1.7,1.2,2.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Maryland","24",143,6164660,2.3,1.9,2.7,1.9,1.6,2.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Massachusetts","25",168,6981974,2.4,2.0,2.8,1.9,1.6,2.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Michigan","26",290,10034113,2.9,2.6,3.2,2.2,1.9,2.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Minnesota","27",225,5717184,3.9,3.4,4.4,3.2,2.8,3.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Mississippi","28",189,2940057,6.4,5.5,7.3,5.3,4.6,6.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Missouri","29",304,6177957,4.9,4.4,5.5,3.8,3.4,4.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Montana","30",51,1122867,4.5,3.4,6.0,3.4,2.5,4.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Nebraska","31",45,1967923,2.3,1.7,3.1,2.0,1.5,2.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Nevada","32",937,3177772,29.5,27.6,31.4,24.8,23.2,26.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","New Hampshire","33",45,1395231,3.2,2.4,4.3,2.2,1.6,3.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","New Jersey","34",323,9261699,3.5,3.1,3.9,2.7,2.4,3.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","New Mexico","35",93,2113344,4.4,3.6,5.4,3.5,2.8,4.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","New York","36",599,19677151,3.0,2.8,3.3,2.3,2.1,2.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","North Carolina","37",396,10698973,3.7,3.3,4.1,3.0,2.7,3.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","North Dakota","38",37,779261,4.7,3.3,6.5,4.1,2.9,5.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Ohio","39",576,11756058,4.9,4.5,5.3,3.8,3.4,4.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Oklahoma","40",117,4019800,2.9,2.4,3.4,2.5,2.1,3.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Oregon","41",115,4240137,2.7,2.2,3.2,2.0,1.7,2.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Pennsylvania","42",428,12972008,3.3,3.0,3.6,2.5,2.2,2.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Rhode Island","44",27,1093734,2.5,1.6,3.6,2.1,1.3,3.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","South Carolina","45",223,5282634,4.2,3.7,4.8,3.3,2.9,3.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","South Dakota","46",48,909824,5.3,3.9,7.0,4.7,3.4,6.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Tennessee","47",288,7051339,4.1,3.6,4.6,3.3,2.9,3.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Texas","48",1056,30029572,3.5,3.3,3.7,3.3,3.1,3.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Utah","49",126,3380800,3.7,3.1,4.4,4.1,3.4,4.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Vermont","50",Suppressed,647064,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Virginia","51",243,8683619,2.8,2.4,3.2,2.3,2.0,2.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Washington","53",345,7785786,4.4,4.0,4.9,3.6,3.3,4.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","West Virginia","54",111,1775156,6.3,5.1,7.4,4.5,3.7,5.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Wisconsin","55",119,5892539,2.0,1.7,2.4,1.6,1.3,1.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2022","2022","Wyoming","56",18,581381,3.1,1.8,4.9,2.2,1.3,3.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Alabama","01",73,5108468,1.4,1.1,1.8,1.2,0.9,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Alaska","02",14,733406,1.9,1.0,3.2,1.9,1.0,3.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Arizona","04",118,7431344,1.6,1.3,1.9,1.2,1.0,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Arkansas","05",58,3067732,1.9,1.4,2.4,1.5,1.1,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","California","06",571,38965193,1.5,1.3,1.6,1.2,1.1,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Colorado","08",96,5877610,1.6,1.3,2.0,1.5,1.2,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Connecticut","09",33,3617176,0.9,0.6,1.3,0.7,0.5,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Delaware","10",13,1031890,1.3,0.7,2.2,0.8,0.4,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","District of Columbia","11",Suppressed,678972,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Florida","12",369,22610726,1.6,1.5,1.8,1.1,1.0,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Georgia","13",129,11029227,1.2,1.0,1.4,1.0,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Hawaii","15",17,1435138,1.2,0.7,1.9,0.9,0.5,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Idaho","16",16,1964726,0.8,0.5,1.3,0.7,0.4,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Illinois","17",132,12549689,1.1,0.9,1.2,0.8,0.7,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Indiana","18",89,6862199,1.3,1.0,1.6,1.1,0.9,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Iowa","19",30,3207004,0.9,0.6,1.3,0.7,0.5,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Kansas","20",34,2940546,1.2,0.8,1.6,1.0,0.7,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Kentucky","21",86,4526154,1.9,1.5,2.3,1.6,1.2,1.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Louisiana","22",75,4573749,1.6,1.3,2.1,1.3,1.0,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Maine","23",18,1395722,1.3,0.8,2.0,0.9,0.5,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Maryland","24",71,6180253,1.1,0.9,1.4,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Massachusetts","25",86,7001399,1.2,1.0,1.5,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Michigan","26",129,10037261,1.3,1.1,1.5,1.0,0.8,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Minnesota","27",95,5737915,1.7,1.3,2.0,1.3,1.1,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Mississippi","28",54,2939690,1.8,1.4,2.4,1.6,1.2,2.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Missouri","29",95,6196156,1.5,1.2,1.9,1.2,0.9,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Montana","30",19,1132812,1.7,1.0,2.6,1.3,0.8,2.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Nebraska","31",21,1978379,1.1,0.7,1.6,0.9,0.5,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Nevada","32",158,3194176,4.9,4.2,5.7,4.2,3.6,5.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","New Hampshire","33",20,1402054,1.4,0.9,2.2,1.0,0.6,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","New Jersey","34",140,9290841,1.5,1.3,1.8,1.2,1.0,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","New Mexico","35",34,2114371,1.6,1.1,2.2,1.4,1.0,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","New York","36",272,19571216,1.4,1.2,1.6,1.1,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","North Carolina","37",187,10835491,1.7,1.5,2.0,1.4,1.2,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","North Dakota","38",14,783926,1.8,1.0,3.0,1.7,0.9,2.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Ohio","39",211,11785935,1.8,1.5,2.0,1.4,1.2,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Oklahoma","40",49,4053824,1.2,0.9,1.6,1.0,0.8,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Oregon","41",75,4233358,1.8,1.4,2.2,1.4,1.1,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Pennsylvania","42",185,12961683,1.4,1.2,1.6,1.1,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Rhode Island","44",Suppressed,1095962,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","South Carolina","45",100,5373555,1.9,1.5,2.2,1.3,1.1,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","South Dakota","46",12,919318,1.3,0.7,2.3,1.1,0.6,2.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Tennessee","47",167,7126489,2.3,2.0,2.7,1.9,1.6,2.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Texas","48",442,30503301,1.4,1.3,1.6,1.4,1.3,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Utah","49",56,3417734,1.6,1.2,2.1,1.8,1.4,2.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Vermont","50",Suppressed,647464,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Virginia","51",123,8715698,1.4,1.2,1.7,1.1,0.9,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Washington","53",130,7812880,1.7,1.4,1.9,1.3,1.1,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","West Virginia","54",46,1770071,2.6,1.9,3.5,1.8,1.3,2.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Wisconsin","55",73,5910955,1.2,1.0,1.6,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2023","2023","Wyoming","56",13,584057,2.2,1.2,3.8,2.0,1.0,3.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Alabama","01",90,5157699,1.7,1.4,2.1,1.4,1.1,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Alaska","02",Suppressed,740133,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Arizona","04",106,7582384,1.4,1.1,1.7,1.1,0.9,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Arkansas","05",58,3088354,1.9,1.4,2.4,1.5,1.1,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","California","06",571,39431263,1.4,1.3,1.6,1.2,1.1,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Colorado","08",82,5957493,1.4,1.1,1.7,1.2,0.9,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Connecticut","09",27,3675069,0.7,0.5,1.1,0.6,0.4,0.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Delaware","10",17,1051917,1.6,0.9,2.6,1.0,0.6,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","District of Columbia","11",11,702250,1.6,0.8,2.8,1.6,0.8,2.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Florida","12",304,23372215,1.3,1.2,1.4,0.9,0.8,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Georgia","13",134,11180878,1.2,1.0,1.4,1.1,0.9,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Hawaii","15",21,1446146,1.5,0.9,2.2,1.1,0.7,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Idaho","16",21,2001619,1.0,0.6,1.6,0.9,0.5,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Illinois","17",133,12710158,1.0,0.9,1.2,0.8,0.7,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Indiana","18",62,6924275,0.9,0.7,1.1,0.8,0.6,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Iowa","19",50,3241488,1.5,1.1,2.0,1.3,0.9,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Kansas","20",34,2970606,1.1,0.8,1.6,0.9,0.6,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Kentucky","21",70,4588372,1.5,1.2,1.9,1.3,1.0,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Louisiana","22",75,4597740,1.6,1.3,2.0,1.3,1.0,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Maine","23",17,1405012,1.2,0.7,1.9,0.8,0.4,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Maryland","24",77,6263220,1.2,1.0,1.5,1.0,0.8,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Massachusetts","25",82,7136171,1.1,0.9,1.4,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Michigan","26",114,10140459,1.1,0.9,1.3,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Minnesota","27",80,5793151,1.4,1.1,1.7,1.1,0.8,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Mississippi","28",71,2943045,2.4,1.9,3.0,1.9,1.5,2.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Missouri","29",86,6245466,1.4,1.1,1.7,1.1,0.9,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Montana","30",Suppressed,1137233,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Nebraska","31",28,2005465,1.4,0.9,2.0,1.2,0.8,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Nevada","32",88,3267467,2.7,2.2,3.3,2.2,1.7,2.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","New Hampshire","33",14,1409032,1.0,0.5,1.7,0.7,0.4,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","New Jersey","34",113,9500851,1.2,1.0,1.4,0.9,0.8,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","New Mexico","35",38,2130256,1.8,1.3,2.4,1.4,1.0,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","New York","36",244,19867248,1.2,1.1,1.4,0.9,0.8,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","North Carolina","37",188,11046024,1.7,1.5,1.9,1.4,1.2,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","North Dakota","38",Suppressed,796568,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Ohio","39",189,11883304,1.6,1.4,1.8,1.3,1.1,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Oklahoma","40",42,4095393,1.0,0.7,1.4,0.9,0.6,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Oregon","41",63,4272371,1.5,1.1,1.9,1.2,0.9,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Pennsylvania","42",184,13078751,1.4,1.2,1.6,1.0,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Rhode Island","44",11,1112308,1.0,0.5,1.8,0.8,0.4,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","South Carolina","45",68,5478831,1.2,1.0,1.6,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","South Dakota","46",16,924669,1.7,1.0,2.8,1.5,0.8,2.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Tennessee","47",119,7227750,1.6,1.4,1.9,1.3,1.1,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Texas","48",438,31290831,1.4,1.3,1.5,1.4,1.2,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Utah","49",53,3503613,1.5,1.1,2.0,1.6,1.2,2.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Vermont","50",Suppressed,648493,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Virginia","51",124,8811195,1.4,1.2,1.7,1.1,0.9,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Washington","53",100,7958180,1.3,1.0,1.5,1.0,0.8,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","West Virginia","54",50,1769979,2.8,2.1,3.7,2.0,1.5,2.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Wisconsin","55",68,5960975,1.1,0.9,1.4,0.8,0.6,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2024","2024","Wyoming","56",10,587618,1.7,0.8,3.1,1.3,0.6,2.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Alabama","01",92,5157699,1.8,1.4,2.2,1.4,1.1,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Alaska","02",12,740133,1.6,0.8,2.8,1.5,0.8,2.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Arizona","04",99,7582384,1.3,1.1,1.6,1.0,0.8,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Arkansas","05",52,3088354,1.7,1.3,2.2,1.4,1.0,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","California","06",494,39431263,1.3,1.1,1.4,1.0,0.9,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Colorado","08",62,5957493,1.0,0.8,1.3,0.9,0.7,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Connecticut","09",44,3675069,1.2,0.9,1.6,0.9,0.6,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Delaware","10",16,1051917,1.5,0.9,2.5,1.0,0.6,1.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","District of Columbia","11",Suppressed,702250,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Florida","12",299,23372215,1.3,1.1,1.4,0.9,0.8,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Georgia","13",125,11180878,1.1,0.9,1.3,1.0,0.8,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Hawaii","15",19,1446146,1.3,0.8,2.1,0.9,0.5,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Idaho","16",15,2001619,0.7,0.4,1.2,0.6,0.3,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Illinois","17",109,12710158,0.9,0.7,1.0,0.7,0.6,0.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Indiana","18",77,6924275,1.1,0.9,1.4,1.0,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Iowa","19",31,3241488,1.0,0.6,1.4,0.8,0.5,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Kansas","20",22,2970606,0.7,0.5,1.1,0.6,0.4,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Kentucky","21",75,4588372,1.6,1.3,2.0,1.3,1.0,1.7
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Louisiana","22",48,4597740,1.0,0.8,1.4,0.8,0.6,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Maine","23",18,1405012,1.3,0.8,2.0,0.9,0.5,1.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Maryland","24",50,6263220,0.8,0.6,1.1,0.6,0.5,0.8
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Massachusetts","25",74,7136171,1.0,0.8,1.3,0.8,0.6,1.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Michigan","26",134,10140459,1.3,1.1,1.5,1.0,0.8,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Minnesota","27",77,5793151,1.3,1.0,1.7,1.0,0.8,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Mississippi","28",55,2943045,1.9,1.4,2.4,1.5,1.1,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Missouri","29",74,6245466,1.2,0.9,1.5,0.9,0.7,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Montana","30",Suppressed,1137233,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Nebraska","31",19,2005465,0.9,0.6,1.5,0.8,0.5,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Nevada","32",62,3267467,1.9,1.5,2.4,1.6,1.2,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","New Hampshire","33",17,1409032,1.2,0.7,1.9,0.9,0.5,1.5
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","New Jersey","34",131,9500851,1.4,1.1,1.6,1.1,0.9,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","New Mexico","35",34,2130256,1.6,1.1,2.2,1.4,0.9,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","New York","36",208,19867248,1.0,0.9,1.2,0.8,0.7,0.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","North Carolina","37",138,11046024,1.2,1.0,1.5,1.0,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","North Dakota","38",18,796568,2.3,1.3,3.6,2.1,1.2,3.4
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Ohio","39",159,11883304,1.3,1.1,1.5,1.0,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Oklahoma","40",40,4095393,1.0,0.7,1.3,0.8,0.6,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Oregon","41",59,4272371,1.4,1.1,1.8,1.0,0.8,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Pennsylvania","42",199,13078751,1.5,1.3,1.7,1.1,0.9,1.3
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Rhode Island","44",Suppressed,1112308,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","South Carolina","45",114,5478831,2.1,1.7,2.5,1.6,1.3,1.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","South Dakota","46",Suppressed,924669,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Tennessee","47",109,7227750,1.5,1.2,1.8,1.3,1.0,1.6
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Texas","48",343,31290831,1.1,1.0,1.2,1.1,0.9,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Utah","49",23,3503613,0.7,0.4,1.0,0.7,0.4,1.1
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Vermont","50",Suppressed,648493,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Virginia","51",105,8811195,1.2,1.0,1.4,1.0,0.8,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Washington","53",92,7958180,1.2,0.9,1.4,1.0,0.8,1.2
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","West Virginia","54",32,1769979,1.8,1.2,2.6,1.4,0.9,2.0
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Wisconsin","55",59,5960975,1.0,0.8,1.3,0.7,0.5,0.9
,"Other respiratory diseases principally affecting the interstitium","J80-J84","2025 (provisional)","2025","Wyoming","56",12,587618,2.0,1.1,3.6,1.8,0.9,3.4
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
