"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
,"Influenza and pneumonia","J09-J18","2021","2021","Wisconsin","55",4225,5895908,71.7,69.5,73.8,57.1,55.4,58.9
,"Influenza and pneumonia","J09-J18","2021","2021","Wyoming","56",812,578803,140.3,130.6,149.9,113.9,106.0,122.3
"Total","Influenza and pneumonia","J09-J18","2021","2021",,,374629,331893745,112.9,112.5,113.2,93.5,93.2,93.8
,"Influenza and pneumonia","J09-J18","2022","2022","Alabama","01",3587,5074296,70.7,68.4,73.0,55.1,53.3,57.0
,"Influenza and pneumonia","J09-J18","2022","2022","Alaska","02",332,733583,45.3,40.4,50.1,46.9,41.8,52.5
,"Influenza and pneumonia","J09-J18","2022","2022","Arizona","04",5578,7359197,75.8,73.8,77.8,57.9,56.3,59.5
,"Influenza and pneumonia","J09-J18","2022","2022","Arkansas","05",2721,3045637,89.3,86.0,92.7,70.3,67.7,73.1
,"Influenza and pneumonia","J09-J18","2022","2022","California","06",24727,39029342,63.4,62.6,64.1,53.5,52.8,54.1
,"Influenza and pneumonia","J09-J18","2022","2022","Colorado","08",2872,5839926,49.2,47.4,51.0,44.6,43.0,46.3
,"Influenza and pneumonia","J09-J18","2022","2022","Connecticut","09",2544,3626205,70.2,67.4,72.9,51.0,49.0,53.1
,"Influenza and pneumonia","J09-J18","2022","2022","Delaware","10",821,1018396,80.6,75.1,86.1,57.0,53.1,61.3
,"Influenza and pneumonia","J09-J18","2022","2022","District of Columbia","11",401,671803,59.7,53.8,65.5,59.0,53.3,65.1
,"Influenza and pneumonia","J09-J18","2022","2022","Florida","12",18030,22244823,81.1,79.9,82.2,51.6,50.9,52.4
,"Influenza and pneumonia","J09-J18","2022","2022","Georgia","13",6456,10912876,59.2,57.7,60.6,53.9,52.6,55.3
,"Influenza and pneumonia","J09-J18","2022","2022","Hawaii","15",967,1440196,67.1,62.9,71.4,43.4,40.6,46.4
,"Influenza and pneumonia","J09-J18","2022","2022","Idaho","16",927,1939033,47.8,44.7,50.9,41.6,38.9,44.4
,"Influenza and pneumonia","J09-J18","2022","2022","Illinois","17",8932,12582032,71.0,69.5,72.5,56.0,54.9,57.2
,"Influenza and pneumonia","J09-J18","2022","2022","Indiana","18",5565,6833037,81.4,79.3,83.6,66.6,64.8,68.4
,"Influenza and pneumonia","J09-J18","2022","2022","Iowa","19",1996,3200517,62.4,59.6,65.1,46.0,44.0,48.2
,"Influenza and pneumonia","J09-J18","2022","2022","Kansas","20",2090,2937150,71.2,68.1,74.2,57.3,54.9,59.9
,"Influenza and pneumonia","J09-J18","2022","2022","Kentucky","21",5031,4512310,111.5,108.4,114.6,89.9,87.4,92.5
,"Influenza and pneumonia","J09-J18","2022","2022","Louisiana","22",2607,4590241,56.8,54.6,59.0,47.7,45.8,49.6
,"Influenza and pneumonia","J09-J18","2022","2022","Maine","23",1016,1385340,73.3,68.8,77.8,47.1,44.2,50.2
,"Influenza and pneumonia","J09-J18","2022","2022","Maryland","24",3956,6164660,64.2,62.2,66.2,51.4,49.8,53.1
,"Influenza and pneumonia","J09-J18","2022","2022","Massachusetts","25",4064,6981974,58.2,56.4,60.0,43.5,42.1,44.9
,"Influenza and pneumonia","J09-J18","2022","2022","Michigan","26",7286,10034113,72.6,70.9,74.3,54.9,53.6,56.2
,"Influenza and pneumonia","J09-J18","2022","2022","Minnesota","27",2983,5717184,52.2,50.3,54.0,41.0,39.5,42.5
,"Influenza and pneumonia","J09-J18","2022","2022","Mississippi","28",3038,2940057,103.3,99.7,107.0,84.2,81.2,87.3
,"Influenza and pneumonia","J09-J18","2022","2022","Missouri","29",4815,6177957,77.9,75.7,80.1,60.0,58.3,61.7
,"Influenza and pneumonia","J09-J18","2022","2022","Montana","30",663,1122867,59.0,54.6,63.5,43.4,40.1,47.0
,"Influenza and pneumonia","J09-J18","2022","2022","Nebraska","31",1188,1967923,60.4,56.9,63.8,49.2,46.4,52.1
,"Influenza and pneumonia","J09-J18","2022","2022","Nevada","32",3039,3177772,95.6,92.2,99.0,81.0,78.1,84.0
,"Influenza and pneumonia","J09-J18","2022","2022","New Hampshire","33",800,1395231,57.3,53.4,61.3,40.1,37.3,43.1
,"Influenza and pneumonia","J09-J18","2022","2022","New Jersey","34",5647,9261699,61.0,59.4,62.6,46.5,45.3,47.7
,"Influenza and pneumonia","J09-J18","2022","2022","New Mexico","35",2012,2113344,95.2,91.0,99.4,75.1,71.8,78.6
,"Influenza and pneumonia","J09-J18","2022","2022","New York","36",14332,19677151,72.8,71.6,74.0,53.3,52.4,54.2
,"Influenza and pneumonia","J09-J18","2022","2022","North Carolina","37",8333,10698973,77.9,76.2,79.6,63.1,61.7,64.5
,"Influenza and pneumonia","J09-J18","2022","2022","North Dakota","38",510,779261,65.4,59.8,71.1,53.2,48.5,58.2
,"Influenza and pneumonia","J09-J18","2022","2022","Ohio","39",9503,11756058,80.8,79.2,82.5,61.6,60.4,62.9
,"Influenza and pneumonia","J09-J18","2022","2022","Oklahoma","40",3970,4019800,98.8,95.7,101.8,84.1,81.4,86.8
,"Influenza and pneumonia","J09-J18","2022","2022","Oregon","41",2198,4240137,51.8,49.7,54.0,39.2,37.5,40.9
,"Influenza and pneumonia","J09-J18","2022","2022","Pennsylvania","42",9453,12972008,72.9,71.4,74.3,51.3,50.3,52.4
,"Influenza and pneumonia","J09-J18","2022","2022","Rhode Island","44",571,1093734,52.2,47.9,56.5,38.0,34.9,41.4
,"Influenza and pneumonia","J09-J18","2022","2022","South Carolina","45",4081,5282634,77.3,74.9,79.6,59.5,57.6,61.4
,"Influenza and pneumonia","J09-J18","2022","2022","South Dakota","46",612,909824,67.3,61.9,72.6,54.5,50.1,59.2
,"Influenza and pneumonia","J09-J18","2022","2022","Tennessee","47",6282,7051339,89.1,86.9,91.3,73.0,71.2,74.9
,"Influenza and pneumonia","J09-J18","2022","2022","Texas","48",18435,30029572,61.4,60.5,62.3,61.8,60.9,62.7
,"Influenza and pneumonia","J09-J18","2022","2022","Utah","49",1274,3380800,37.7,35.6,39.8,43.8,41.4,46.3
,"Influenza and pneumonia","J09-J18","2022","2022","Vermont","50",342,647064,52.9,47.3,58.5,35.9,32.1,40.2
,"Influenza and pneumonia","J09-J18","2022","2022","Virginia","51",4914,8683619,56.6,55.0,58.2,46.0,44.7,47.4
,"Influenza and pneumonia","J09-J18","2022","2022","Washington","53",4492,7785786,57.7,56.0,59.4,48.7,47.3,50.2
,"Influenza and pneumonia","J09-J18","2022","2022","West Virginia","54",2644,1775156,148.9,143.3,154.6,102.9,98.9,107.1
,"Influenza and pneumonia","J09-J18","2022","2022","Wisconsin","55",3029,5892539,51.4,49.6,53.2,38.8,37.4,40.3
,"Influenza and pneumonia","J09-J18","2022","2022","Wyoming","56",359,581381,61.7,55.4,68.1,49.4,44.3,55.0
"Total","Influenza and pneumonia","J09-J18","2022","2022",,,232025,333287557,69.6,69.3,69.9,55.4,55.2,55.6
,"Influenza and pneumonia","J09-J18","2023","2023","Alabama","01",2708,5108468,53.0,51.0,55.0,41.8,40.2,43.5
,"Influenza and pneumonia","J09-J18","2023","2023","Alaska","02",220,733406,30.0,26.0,34.0,31.1,26.9,35.7
,"Influenza and pneumonia","J09-J18","2023","2023","Arizona","04",3363,7431344,45.3,43.7,46.8,34.0,32.9,35.2
,"Influenza and pneumonia","J09-J18","2023","2023","Arkansas","05",2010,3067732,65.5,62.7,68.4,51.9,49.6,54.3
,"Influenza and pneumonia","J09-J18","2023","2023","California","06",18401,38965193,47.2,46.5,47.9,39.7,39.2,40.3
,"Influenza and pneumonia","J09-J18","2023","2023","Colorado","08",1903,5877610,32.4,30.9,33.8,29.6,28.3,31.0
,"Influenza and pneumonia","J09-J18","2023","2023","Connecticut","09",2071,3617176,57.3,54.8,59.7,40.8,39.1,42.7
,"Influenza and pneumonia","J09-J18","2023","2023","Delaware","10",530,1031890,51.4,47.0,55.7,37.0,33.8,40.4
,"Influenza and pneumonia","J09-J18","2023","2023","District of Columbia","11",231,678972,34.0,29.6,38.4,33.7,29.5,38.4
,"Influenza and pneumonia","J09-J18","2023","2023","Florida","12",12887,22610726,57.0,56.0,58.0,36.5,35.8,37.1
,"Influenza and pneumonia","J09-J18","2023","2023","Georgia","13",4145,11029227,37.6,36.4,38.7,34.5,33.5,35.6
,"Influenza and pneumonia","J09-J18","2023","2023","Hawaii","15",812,1435138,56.6,52.7,60.5,36.0,33.5,38.7
,"Influenza and pneumonia","J09-J18","2023","2023","Idaho","16",594,1964726,30.2,27.8,32.7,26.0,23.9,28.2
,"Influenza and pneumonia","J09-J18","2023","2023","Illinois","17",5573,12549689,44.4,43.2,45.6,35.2,34.3,36.2
,"Influenza and pneumonia","J09-J18","2023","2023","Indiana","18",3689,6862199,53.8,52.0,55.5,44.5,43.0,46.0
,"Influenza and pneumonia","J09-J18","2023","2023","Iowa","19",1446,3207004,45.1,42.8,47.4,33.5,31.8,35.4
,"Influenza and pneumonia","J09-J18","2023","2023","Kansas","20",1362,2940546,46.3,43.9,48.8,37.0,35.1,39.1
,"Influenza and pneumonia","J09-J18","2023","2023","Kentucky","21",3274,4526154,72.3,69.9,74.8,58.6,56.6,60.7
,"Influenza and pneumonia","J09-J18","2023","2023","Louisiana","22",1698,4573749,37.1,35.4,38.9,31.1,29.6,32.7
,"Influenza and pneumonia","J09-J18","2023","2023","Maine","23",876,1395722,62.8,58.6,66.9,40.7,38.0,43.7
,"Influenza and pneumonia","J09-J18","2023","2023","Maryland","24",2966,6180253,48.0,46.3,49.7,38.8,37.4,40.2
,"Influenza and pneumonia","J09-J18","2023","2023","Massachusetts","25",3243,7001399,46.3,44.7,47.9,34.8,33.6,36.1
,"Influenza and pneumonia","J09-J18","2023","2023","Michigan","26",4929,10037261,49.1,47.7,50.5,37.4,36.4,38.5
,"Influenza and pneumonia","J09-J18","2023","2023","Minnesota","27",2372,5737915,41.3,39.7,43.0,32.3,31.0,33.7
,"Influenza and pneumonia","J09-J18","2023","2023","Mississippi","28",1932,2939690,65.7,62.8,68.7,54.1,51.7,56.7
,"Influenza and pneumonia","J09-J18","2023","2023","Missouri","29",3141,6196156,50.7,48.9,52.5,39.2,37.8,40.6
,"Influenza and pneumonia","J09-J18","2023","2023","Montana","30",464,1132812,41.0,37.2,44.7,31.5,28.6,34.7
,"Influenza and pneumonia","J09-J18","2023","2023","Nebraska","31",930,1978379,47.0,44.0,50.0,38.6,36.2,41.3
,"Influenza and pneumonia","J09-J18","2023","2023","Nevada","32",1664,3194176,52.1,49.6,54.6,43.6,41.5,45.9
,"Influenza and pneumonia","J09-J18","2023","2023","New Hampshire","33",576,1402054,41.1,37.7,44.4,29.4,27.0,32.0
,"Influenza and pneumonia","J09-J18","2023","2023","New Jersey","34",3687,9290841,39.7,38.4,41.0,30.7,29.7,31.7
,"Influenza and pneumonia","J09-J18","2023","2023","New Mexico","35",1326,2114371,62.7,59.3,66.1,49.1,46.4,51.9
,"Influenza and pneumonia","J09-J18","2023","2023","New York","36",11025,19571216,56.3,55.3,57.4,41.3,40.5,42.1
,"Influenza and pneumonia","J09-J18","2023","2023","North Carolina","37",5975,10835491,55.1,53.7,56.5,45.3,44.1,46.5
,"Influenza and pneumonia","J09-J18","2023","2023","North Dakota","38",368,783926,46.9,42.1,51.7,38.0,34.1,42.2
,"Influenza and pneumonia","J09-J18","2023","2023","Ohio","39",5797,11785935,49.2,47.9,50.5,37.9,37.0,39.0
,"Influenza and pneumonia","J09-J18","2023","2023","Oklahoma","40",2598,4053824,64.1,61.6,66.6,54.9,52.8,57.1
,"Influenza and pneumonia","J09-J18","2023","2023","Oregon","41",1674,4233358,39.5,37.6,41.4,30.1,28.6,31.6
,"Influenza and pneumonia","J09-J18","2023","2023","Pennsylvania","42",6511,12961683,50.2,49.0,51.5,35.5,34.6,36.4
,"Influenza and pneumonia","J09-J18","2023","2023","Rhode Island","44",423,1095962,38.6,34.9,42.3,27.9,25.3,30.9
,"Influenza and pneumonia","J09-J18","2023","2023","South Carolina","45",2767,5373555,51.5,49.6,53.4,40.0,38.5,41.5
,"Influenza and pneumonia","J09-J18","2023","2023","South Dakota","46",495,919318,53.8,49.1,58.6,43.4,39.6,47.6
,"Influenza and pneumonia","J09-J18","2023","2023","Tennessee","47",4337,7126489,60.9,59.0,62.7,50.7,49.1,52.2
,"Influenza and pneumonia","J09-J18","2023","2023","Texas","48",12235,30503301,40.1,39.4,40.8,40.6,39.9,41.3
,"Influenza and pneumonia","J09-J18","2023","2023","Utah","49",926,3417734,27.1,25.3,28.8,31.9,29.8,34.0
,"Influenza and pneumonia","J09-J18","2023","2023","Vermont","50",313,647464,48.3,43.0,53.7,34.3,30.5,38.5
,"Influenza and pneumonia","J09-J18","2023","2023","Virginia","51",3309,8715698,38.0,36.7,39.3,31.0,30.0,32.1
,"Influenza and pneumonia","J09-J18","2023","2023","Washington","53",3171,7812880,40.6,39.2,42.0,34.3,33.1,35.5
,"Influenza and pneumonia","J09-J18","2023","2023","West Virginia","54",1710,1770071,96.6,92.0,101.2,66.4,63.2,69.7
,"Influenza and pneumonia","J09-J18","2023","2023","Wisconsin","55",2281,5910955,38.6,37.0,40.2,29.5,28.3,30.8
,"Influenza and pneumonia","J09-J18","2023","2023","Wyoming","56",286,584057,49.0,43.3,54.6,39.2,34.7,44.2
"Total","Influenza and pneumonia","J09-J18","2023","2023",,,161224,334914895,48.1,47.9,48.4,38.5,38.3,38.7
,"Influenza and pneumonia","J09-J18","2024","2024","Alabama","01",2595,5157699,50.3,48.4,52.2,39.1,37.5,40.6
,"Influenza and pneumonia","J09-J18","2024","2024","Alaska","02",193,740133,26.1,22.4,29.8,27.5,23.6,31.9
,"Influenza and pneumonia","J09-J18","2024","2024","Arizona","04",3286,7582384,43.3,41.9,44.8,32.2,31.1,33.3
,"Influenza and pneumonia","J09-J18","2024","2024","Arkansas","05",2029,3088354,65.7,62.8,68.6,51.5,49.3,53.9
,"Influenza and pneumonia","J09-J18","2024","2024","California","06",17579,39431263,44.6,43.9,45.2,36.8,36.3,37.4
,"Influenza and pneumonia","J09-J18","2024","2024","Colorado","08",1739,5957493,29.2,27.8,30.6,26.2,24.9,27.5
,"Influenza and pneumonia","J09-J18","2024","2024","Connecticut","09",2118,3675069,57.6,55.2,60.1,40.9,39.2,42.7
,"Influenza and pneumonia","J09-J18","2024","2024","Delaware","10",580,1051917,55.1,50.7,59.6,38.6,35.4,42.1
,"Influenza and pneumonia","J09-J18","2024","2024","District of Columbia","11",245,702250,34.9,30.5,39.3,35.0,30.7,39.7
,"Influenza and pneumonia","J09-J18","2024","2024","Florida","12",12402,23372215,53.1,52.1,54.0,33.8,33.2,34.4
,"Influenza and pneumonia","J09-J18","2024","2024","Georgia","13",4222,11180878,37.8,36.6,38.9,33.7,32.7,34.8
,"Influenza and pneumonia","J09-J18","2024","2024","Hawaii","15",788,1446146,54.5,50.7,58.3,33.8,31.4,36.4
,"Influenza and pneumonia","J09-J18","2024","2024","Idaho","16",552,2001619,27.6,25.3,29.9,23.4,21.4,25.4
,"Influenza and pneumonia","J09-J18","2024","2024","Illinois","17",5448,12710158,42.9,41.7,44.0,33.2,32.3,34.1
,"Influenza and pneumonia","J09-J18","2024","2024","Indiana","18",3550,6924275,51.3,49.6,53.0,41.7,40.4,43.2
,"Influenza and pneumonia","J09-J18","2024","2024","Iowa","19",1423,3241488,43.9,41.6,46.2,32.2,30.5,34.0
,"Influenza and pneumonia","J09-J18","2024","2024","Kansas","20",1268,2970606,42.7,40.3,45.0,33.6,31.7,35.5
,"Influenza and pneumonia","J09-J18","2024","2024","Kentucky","21",3060,4588372,66.7,64.3,69.1,53.4,51.5,55.3
,"Influenza and pneumonia","J09-J18","2024","2024","Louisiana","22",1654,4597740,36.0,34.2,37.7,29.5,28.1,31.0
,"Influenza and pneumonia","J09-J18","2024","2024","Maine","23",830,1405012,59.1,55.1,63.1,37.4,34.8,40.1
,"Influenza and pneumonia","J09-J18","2024","2024","Maryland","24",2996,6263220,47.8,46.1,49.5,37.8,36.5,39.2
,"Influenza and pneumonia","J09-J18","2024","2024","Massachusetts","25",3137,7136171,44.0,42.4,45.5,32.8,31.6,34.0
,"Influenza and pneumonia","J09-J18","2024","2024","Michigan","26",4557,10140459,44.9,43.6,46.2,33.9,32.9,34.9
,"Influenza and pneumonia","J09-J18","2024","2024","Minnesota","27",2217,5793151,38.3,36.7,39.9,29.4,28.2,30.7
,"Influenza and pneumonia","J09-J18","2024","2024","Mississippi","28",1935,2943045,65.7,62.8,68.7,52.3,50.0,54.8
,"Influenza and pneumonia","J09-J18","2024","2024","Missouri","29",3106,6245466,49.7,48.0,51.5,37.8,36.4,39.2
,"Influenza and pneumonia","J09-J18","2024","2024","Montana","30",419,1137233,36.8,33.3,40.4,27.1,24.5,30.0
,"Influenza and pneumonia","J09-J18","2024","2024","Nebraska","31",869,2005465,43.3,40.5,46.2,35.3,32.9,37.8
,"Influenza and pneumonia","J09-J18","2024","2024","Nevada","32",1538,3267467,47.1,44.7,49.4,38.7,36.8,40.8
,"Influenza and pneumonia","J09-J18","2024","2024","New Hampshire","33",582,1409032,41.3,37.9,44.7,28.0,25.8,30.5
,"Influenza and pneumonia","J09-J18","2024","2024","New Jersey","34",3628,9500851,38.2,36.9,39.4,29.2,28.3,30.2
,"Influenza and pneumonia","J09-J18","2024","2024","New Mexico","35",1217,2130256,57.1,53.9,60.3,43.1,40.7,45.7
,"Influenza and pneumonia","J09-J18","2024","2024","New York","36",10812,19867248,54.4,53.4,55.4,39.2,38.4,39.9
,"Influenza and pneumonia","J09-J18","2024","2024","North Carolina","37",5605,11046024,50.7,49.4,52.1,40.9,39.8,42.0
,"Influenza and pneumonia","J09-J18","2024","2024","North Dakota","38",323,796568,40.5,36.1,45.0,31.7,28.3,35.5
,"Influenza and pneumonia","J09-J18","2024","2024","Ohio","39",5407,11883304,45.5,44.3,46.7,34.5,33.5,35.4
,"Influenza and pneumonia","J09-J18","2024","2024","Oklahoma","40",2662,4095393,65.0,62.5,67.5,54.8,52.7,57.0
,"Influenza and pneumonia","J09-J18","2024","2024","Oregon","41",1551,4272371,36.3,34.5,38.1,27.2,25.8,28.6
,"Influenza and pneumonia","J09-J18","2024","2024","Pennsylvania","42",6397,13078751,48.9,47.7,50.1,33.9,33.1,34.8
,"Influenza and pneumonia","J09-J18","2024","2024","Rhode Island","44",409,1112308,36.8,33.2,40.3,26.4,23.9,29.3
,"Influenza and pneumonia","J09-J18","2024","2024","South Carolina","45",2575,5478831,47.0,45.2,48.8,35.8,34.4,37.2
,"Influenza and pneumonia","J09-J18","2024","2024","South Dakota","46",452,924669,48.9,44.4,53.4,38.1,34.6,41.9
,"Influenza and pneumonia","J09-J18","2024","2024","Tennessee","47",4282,7227750,59.2,57.5,61.0,48.4,46.9,49.9
,"Influenza and pneumonia","J09-J18","2024","2024","Texas","48",11946,31290831,38.2,37.5,38.9,37.9,37.2,38.6
,"Influenza and pneumonia","J09-J18","2024","2024","Utah","49",927,3503613,26.5,24.8,28.2,30.8,28.8,32.9
,"Influenza and pneumonia","J09-J18","2024","2024","Vermont","50",299,648493,46.1,40.9,51.3,31.1,27.5,35.1
,"Influenza and pneumonia","J09-J18","2024","2024","Virginia","51",3265,8811195,37.1,35.8,38.3,29.7,28.7,30.8
,"Influenza and pneumonia","J09-J18","2024","2024","Washington","53",2985,7958180,37.5,36.2,38.9,31.4,30.2,32.5
,"Influenza and pneumonia","J09-J18","2024","2024","West Virginia","54",1640,1769979,92.7,88.2,97.1,62.6,59.5,65.9
,"Influenza and pneumonia","J09-J18","2024","2024","Wisconsin","55",2125,5960975,35.6,34.1,37.2,26.6,25.4,27.7
,"Influenza and pneumonia","J09-J18","2024","2024","Wyoming","56",261,587618,44.4,39.0,49.8,34.0,29.9,38.6
"Total","Influenza and pneumonia","J09-J18","2024","2024",,,155685,340110988,45.8,45.5,46.0,36.0,35.8,36.2
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Alabama","01",2537,5157699,49.2,47.3,51.1,38.1,36.6,39.6
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Alaska","02",197,740133,26.6,22.9,30.3,27.0,23.2,31.3
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Arizona","04",3186,7582384,42.0,40.6,43.5,31.1,30.0,32.3
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Arkansas","05",1852,3088354,60.0,57.2,62.7,46.7,44.6,48.9
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","California","06",17288,39431263,43.8,43.2,44.5,36.3,35.7,36.8
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Colorado","08",1691,5957493,28.4,27.0,29.7,25.4,24.2,26.7
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Connecticut","09",2040,3675069,55.5,53.1,57.9,39.0,37.3,40.8
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Delaware","10",575,1051917,54.7,50.2,59.1,38.4,35.3,41.9
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","District of Columbia","11",248,702250,35.3,30.9,39.7,35.1,30.9,39.9
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Florida","12",11901,23372215,50.9,50.0,51.8,32.5,31.9,33.1
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Georgia","13",3970,11180878,35.5,34.4,36.6,31.9,30.9,32.9
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Hawaii","15",714,1446146,49.4,45.8,53.0,31.0,28.7,33.5
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Idaho","16",531,2001619,26.5,24.3,28.8,22.5,20.6,24.5
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Illinois","17",5264,12710158,41.4,40.3,42.5,32.2,31.4,33.1
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Indiana","18",3421,6924275,49.4,47.8,51.1,40.3,39.0,41.7
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Iowa","19",1404,3241488,43.3,41.0,45.6,31.9,30.2,33.7
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Kansas","20",1245,2970606,41.9,39.6,44.2,33.3,31.4,35.2
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Kentucky","21",2985,4588372,65.1,62.7,67.4,51.8,49.9,53.8
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Louisiana","22",1594,4597740,34.7,33.0,36.4,28.3,26.9,29.8
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Maine","23",790,1405012,56.2,52.3,60.1,35.2,32.7,37.9
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Maryland","24",3052,6263220,48.7,47.0,50.5,38.6,37.3,40.1
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Massachusetts","25",3114,7136171,43.6,42.1,45.2,32.5,31.4,33.7
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Michigan","26",4830,10140459,47.6,46.3,49.0,35.7,34.6,36.7
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Minnesota","27",2257,5793151,39.0,37.4,40.6,30.2,28.9,31.5
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Mississippi","28",1933,2943045,65.7,62.8,68.6,53.0,50.6,55.5
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Missouri","29",2991,6245466,47.9,46.2,49.6,36.5,35.2,37.9
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Montana","30",411,1137233,36.1,32.6,39.6,26.9,24.3,29.8
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Nebraska","31",850,2005465,42.4,39.5,45.2,34.8,32.5,37.3
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Nevada","32",1625,3267467,49.7,47.3,52.2,40.6,38.6,42.7
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","New Hampshire","33",568,1409032,40.3,37.0,43.6,27.7,25.5,30.3
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","New Jersey","34",3729,9500851,39.2,38.0,40.5,29.9,29.0,30.9
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","New Mexico","35",1154,2130256,54.2,51.0,57.3,41.8,39.3,44.4
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","New York","36",10611,19867248,53.4,52.4,54.4,38.3,37.6,39.1
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","North Carolina","37",5210,11046024,47.2,45.9,48.4,38.1,37.0,39.1
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","North Dakota","38",347,796568,43.6,39.0,48.1,35.1,31.4,39.2
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Ohio","39",5651,11883304,47.6,46.3,48.8,36.0,35.1,37.0
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Oklahoma","40",2445,4095393,59.7,57.3,62.1,50.5,48.5,52.6
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Oregon","41",1465,4272371,34.3,32.5,36.0,25.3,24.0,26.7
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Pennsylvania","42",7170,13078751,54.8,53.6,56.1,37.9,37.0,38.8
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Rhode Island","44",373,1112308,33.5,30.1,36.9,23.5,21.1,26.1
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","South Carolina","45",2523,5478831,46.0,44.3,47.8,35.2,33.8,36.7
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","South Dakota","46",445,924669,48.1,43.7,52.6,38.9,35.3,42.8
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Tennessee","47",4122,7227750,57.0,55.3,58.8,46.7,45.2,48.1
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Texas","48",11117,31290831,35.5,34.9,36.2,35.3,34.6,36.0
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Utah","49",866,3503613,24.7,23.1,26.4,28.1,26.2,30.0
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Vermont","50",269,648493,41.5,36.5,46.4,27.6,24.3,31.4
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Virginia","51",3172,8811195,36.0,34.7,37.3,28.8,27.8,29.8
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Washington","53",2841,7958180,35.7,34.4,37.0,30.0,28.8,31.1
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","West Virginia","54",1501,1769979,84.8,80.5,89.1,56.8,53.9,59.9
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Wisconsin","55",2105,5960975,35.3,33.8,36.8,26.2,25.1,27.4
,"Influenza and pneumonia","J09-J18","2025 (provisional)","2025","Wyoming","56",249,587618,42.4,37.1,47.6,33.3,29.2,37.9
"Total","Influenza and pneumonia","J09-J18","2025 (provisional)","2025",,,152429,340110988,44.8,44.6,45.0,35.2,35.0,35.4
"Total","Influenza and pneumonia","J09-J18",,,,,1676306,2665209253,62.9,62.8,63.0,50.5,50.5,50.6
"Total",,,,,,,1676306,2665209253,62.9,62.8,63.0,50.5,50.5,50.6
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"MCD - ICD-10 Codes: J12.0 (Adenoviral pneumonia); J12.1 (Respiratory syncytial virus pneumonia); J12.2 (Parainfluenza virus"
