"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","15-24 years","15-24",10,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","25-34 years","25-34",31,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","35-44 years","35-44",81,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","45-54 years","45-54",210,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","55-64 years","55-64",415,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","65-74 years","65-74",573,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","75-84 years","75-84",821,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","85+ years","85+",885,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","15-24 years","15-24",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","25-34 years","25-34",39,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","35-44 years","35-44",78,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","45-54 years","45-54",246,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","55-64 years","55-64",543,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","65-74 years","65-74",714,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","75-84 years","75-84",982,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","85+ years","85+",1032,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","15-24 years","15-24",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","25-34 years","25-34",47,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","35-44 years","35-44",149,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","45-54 years","45-54",381,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","55-64 years","55-64",716,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","65-74 years","65-74",863,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","75-84 years","75-84",1137,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","85+ years","85+",1215,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","15-24 years","15-24",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","25-34 years","25-34",44,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","35-44 years","35-44",84,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","45-54 years","45-54",216,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","55-64 years","55-64",537,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","65-74 years","65-74",686,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","75-84 years","75-84",909,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","85+ years","85+",1008,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","15-24 years","15-24",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","25-34 years","25-34",41,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","35-44 years","35-44",72,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","45-54 years","45-54",249,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","55-64 years","55-64",496,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","65-74 years","65-74",765,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","75-84 years","75-84",994,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","85+ years","85+",1064,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","15-24 years","15-24",10,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","25-34 years","25-34",29,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","35-44 years","35-44",66,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","45-54 years","45-54",222,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","55-64 years","55-64",449,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","65-74 years","65-74",670,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","75-84 years","75-84",909,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","85+ years","85+",1031,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","15-24 years","15-24",14,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","25-34 years","25-34",20,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","35-44 years","35-44",54,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","45-54 years","45-54",185,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","55-64 years","55-64",410,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","65-74 years","65-74",634,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","75-84 years","75-84",813,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","85+ years","85+",989,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","15-24 years","15-24",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","25-34 years","25-34",26,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","35-44 years","35-44",53,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","45-54 years","45-54",196,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","55-64 years","55-64",450,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","65-74 years","65-74",657,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","75-84 years","75-84",717,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","85+ years","85+",832,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","15-24 years","15-24",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","25-34 years","25-34",28,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","35-44 years","35-44",69,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","45-54 years","45-54",161,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","55-64 years","55-64",402,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","65-74 years","65-74",628,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","75-84 years","75-84",766,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","85+ years","85+",859,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","15-24 years","15-24",11,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","25-34 years","25-34",30,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","35-44 years","35-44",47,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","45-54 years","45-54",146,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","55-64 years","55-64",402,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","65-74 years","65-74",593,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","75-84 years","75-84",788,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","85+ years","85+",817,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","15-24 years","15-24",11,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","25-34 years","25-34",18,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","35-44 years","35-44",53,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","45-54 years","45-54",177,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","55-64 years","55-64",388,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","65-74 years","65-74",618,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","75-84 years","75-84",716,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","85+ years","85+",841,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","15-24 years","15-24",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","25-34 years","25-34",30,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","35-44 years","35-44",39,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","45-54 years","45-54",216,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","55-64 years","55-64",484,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","65-74 years","65-74",602,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","75-84 years","75-84",831,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","85+ years","85+",916,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","15-24 years","15-24",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","25-34 years","25-34",24,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","35-44 years","35-44",59,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","45-54 years","45-54",183,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","55-64 years","55-64",467,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","65-74 years","65-74",666,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","75-84 years","75-84",847,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","85+ years","85+",926,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","15-24 years","15-24",11,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","25-34 years","25-34",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","35-44 years","35-44",72,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","45-54 years","45-54",225,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","55-64 years","55-64",552,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","65-74 years","65-74",764,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","75-84 years","75-84",1082,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","85+ years","85+",1370,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","15-24 years","15-24",20,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","25-34 years","25-34",38,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","35-44 years","35-44",82,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","45-54 years","45-54",276,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","55-64 years","55-64",600,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","65-74 years","65-74",940,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","75-84 years","75-84",1379,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","85+ years","85+",1667,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","15-24 years","15-24",11,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","25-34 years","25-34",37,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","35-44 years","35-44",70,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","45-54 years","45-54",247,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","55-64 years","55-64",537,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","65-74 years","65-74",730,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","75-84 years","75-84",1078,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","85+ years","85+",1395,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","15-24 years","15-24",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","25-34 years","25-34",35,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","35-44 years","35-44",66,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","45-54 years","45-54",239,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","55-64 years","55-64",586,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","65-74 years","65-74",867,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","75-84 years","75-84",1135,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","85+ years","85+",1351,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","15-24 years","15-24",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","25-34 years","25-34",30,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","35-44 years","35-44",63,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","45-54 years","45-54",222,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","55-64 years","55-64",493,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","65-74 years","65-74",756,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","75-84 years","75-84",970,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","85+ years","85+",1113,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","15-24 years","15-24",15,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","25-34 years","25-34",29,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","35-44 years","35-44",76,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","45-54 years","45-54",184,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","55-64 years","55-64",477,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","65-74 years","65-74",694,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","75-84 years","75-84",882,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","85+ years","85+",1078,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","15-24 years","15-24",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","25-34 years","25-34",29,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","35-44 years","35-44",74,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","45-54 years","45-54",196,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","55-64 years","55-64",437,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","65-74 years","65-74",682,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","75-84 years","75-84",831,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","85+ years","85+",903,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","15-24 years","15-24",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","25-34 years","25-34",27,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","35-44 years","35-44",63,Not Applicable,Not Applicable
