"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Influenza and pneumonia","J09-J18","2010","2010","< 1 year","1",405,3944153,10.3
,"Influenza and pneumonia","J09-J18","2010","2010","1-4 years","1-4",253,16257209,1.6
,"Influenza and pneumonia","J09-J18","2010","2010","5-14 years","5-14",237,41025851,0.6
,"Influenza and pneumonia","J09-J18","2010","2010","15-24 years","15-24",701,43626342,1.6
,"Influenza and pneumonia","J09-J18","2010","2010","25-34 years","25-34",1266,41063948,3.1
,"Influenza and pneumonia","J09-J18","2010","2010","35-44 years","35-44",2653,41070606,6.5
,"Influenza and pneumonia","J09-J18","2010","2010","45-54 years","45-54",7316,45006716,16.3
,"Influenza and pneumonia","J09-J18","2010","2010","55-64 years","55-64",14200,36482729,38.9
,"Influenza and pneumonia","J09-J18","2010","2010","65-74 years","65-74",21942,21713429,101.1
,"Influenza and pneumonia","J09-J18","2010","2010","75-84 years","75-84",42690,13061122,326.8
,"Influenza and pneumonia","J09-J18","2010","2010","85+ years","85+",65101,5493433,1185.1
,"Influenza and pneumonia","J09-J18","2011","2011","< 1 year","1",403,3996537,10.1
,"Influenza and pneumonia","J09-J18","2011","2011","1-4 years","1-4",240,16165521,1.5
,"Influenza and pneumonia","J09-J18","2011","2011","5-14 years","5-14",264,41039048,0.6
,"Influenza and pneumonia","J09-J18","2011","2011","15-24 years","15-24",704,43797875,1.6
,"Influenza and pneumonia","J09-J18","2011","2011","25-34 years","25-34",1427,41790498,3.4
,"Influenza and pneumonia","J09-J18","2011","2011","35-44 years","35-44",2611,40627954,6.4
,"Influenza and pneumonia","J09-J18","2011","2011","45-54 years","45-54",7863,44718203,17.6
,"Influenza and pneumonia","J09-J18","2011","2011","55-64 years","55-64",15113,38062140,39.7
,"Influenza and pneumonia","J09-J18","2011","2011","65-74 years","65-74",23124,22481738,102.9
,"Influenza and pneumonia","J09-J18","2011","2011","75-84 years","75-84",43163,13175230,327.6
,"Influenza and pneumonia","J09-J18","2011","2011","85+ years","85+",67684,5737173,1179.7
,"Influenza and pneumonia","J09-J18","2012","2012","< 1 year","1",348,3943077,8.8
,"Influenza and pneumonia","J09-J18","2012","2012","1-4 years","1-4",220,16056267,1.4
,"Influenza and pneumonia","J09-J18","2012","2012","5-14 years","5-14",228,41144754,0.6
,"Influenza and pneumonia","J09-J18","2012","2012","15-24 years","15-24",651,43943905,1.5
,"Influenza and pneumonia","J09-J18","2012","2012","25-34 years","25-34",1303,42309321,3.1
,"Influenza and pneumonia","J09-J18","2012","2012","35-44 years","35-44",2453,40516420,6.1
,"Influenza and pneumonia","J09-J18","2012","2012","45-54 years","45-54",7076,44268738,16.0
,"Influenza and pneumonia","J09-J18","2012","2012","55-64 years","55-64",15050,38586202,39.0
,"Influenza and pneumonia","J09-J18","2012","2012","65-74 years","65-74",22665,23985392,94.5
,"Influenza and pneumonia","J09-J18","2012","2012","75-84 years","75-84",40794,13272634,307.4
,"Influenza and pneumonia","J09-J18","2012","2012","85+ years","85+",64306,5887330,1092.3
