"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","45-54 years","45-54",1034,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","55-64 years","55-64",2321,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","65-74 years","65-74",3239,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","75-84 years","75-84",3909,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","85+ years","85+",3966,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","< 1 year","1",41,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","1-4 years","1-4",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","5-14 years","5-14",21,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","15-24 years","15-24",61,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","25-34 years","25-34",139,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","35-44 years","35-44",316,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","45-54 years","45-54",1007,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","55-64 years","55-64",2295,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","65-74 years","65-74",3389,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","75-84 years","75-84",3850,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","85+ years","85+",4050,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Nov., 2014","2014/11","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","< 1 year","1",37,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","1-4 years","1-4",21,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","5-14 years","5-14",22,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","15-24 years","15-24",69,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","25-34 years","25-34",142,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","35-44 years","35-44",398,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","45-54 years","45-54",1147,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","55-64 years","55-64",2568,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","65-74 years","65-74",3644,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","75-84 years","75-84",4472,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Dec., 2014","2014/12","85+ years","85+",5034,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","< 1 year","1",46,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","1-4 years","1-4",21,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","5-14 years","5-14",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","15-24 years","15-24",86,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","25-34 years","25-34",186,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","35-44 years","35-44",362,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","45-54 years","45-54",1262,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","55-64 years","55-64",2751,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","65-74 years","65-74",4033,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","75-84 years","75-84",5216,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","85+ years","85+",5768,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jan., 2015","2015/01","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","< 1 year","1",25,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","1-4 years","1-4",21,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","5-14 years","5-14",24,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","15-24 years","15-24",66,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","25-34 years","25-34",163,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","35-44 years","35-44",350,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","45-54 years","45-54",1082,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","55-64 years","55-64",2320,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","65-74 years","65-74",3459,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","75-84 years","75-84",4395,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","85+ years","85+",4829,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Feb., 2015","2015/02","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","< 1 year","1",47,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","1-4 years","1-4",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","5-14 years","5-14",35,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","15-24 years","15-24",63,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","25-34 years","25-34",175,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","35-44 years","35-44",344,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","45-54 years","45-54",1073,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","55-64 years","55-64",2695,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","65-74 years","65-74",3826,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","75-84 years","75-84",4469,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","85+ years","85+",4973,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Mar., 2015","2015/03","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","< 1 year","1",36,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","1-4 years","1-4",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","5-14 years","5-14",18,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","15-24 years","15-24",47,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","25-34 years","25-34",148,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","35-44 years","35-44",323,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","45-54 years","45-54",1056,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","55-64 years","55-64",2379,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","65-74 years","65-74",3479,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","75-84 years","75-84",4156,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Apr., 2015","2015/04","85+ years","85+",4271,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","< 1 year","1",41,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","1-4 years","1-4",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","5-14 years","5-14",22,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","15-24 years","15-24",56,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","25-34 years","25-34",149,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","35-44 years","35-44",343,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","45-54 years","45-54",982,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","55-64 years","55-64",2353,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","65-74 years","65-74",3429,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","75-84 years","75-84",3898,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","May, 2015","2015/05","85+ years","85+",4028,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","< 1 year","1",36,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","1-4 years","1-4",19,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","5-14 years","5-14",19,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","15-24 years","15-24",57,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","25-34 years","25-34",146,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","35-44 years","35-44",379,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","45-54 years","45-54",1022,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","55-64 years","55-64",2257,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","65-74 years","65-74",3189,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","75-84 years","75-84",3718,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","85+ years","85+",3690,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jun., 2015","2015/06","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","< 1 year","1",42,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","1-4 years","1-4",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","5-14 years","5-14",19,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","15-24 years","15-24",57,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","25-34 years","25-34",181,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","35-44 years","35-44",352,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","45-54 years","45-54",1053,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","55-64 years","55-64",2328,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","65-74 years","65-74",3313,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","75-84 years","75-84",3849,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","85+ years","85+",3867,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Jul., 2015","2015/07","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","< 1 year","1",35,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","1-4 years","1-4",11,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","5-14 years","5-14",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","15-24 years","15-24",57,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","25-34 years","25-34",168,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","35-44 years","35-44",359,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","45-54 years","45-54",1015,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","55-64 years","55-64",2376,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","65-74 years","65-74",3487,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","75-84 years","75-84",3815,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Aug., 2015","2015/08","85+ years","85+",3969,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","< 1 year","1",35,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","1-4 years","1-4",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","5-14 years","5-14",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","15-24 years","15-24",53,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","25-34 years","25-34",167,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","35-44 years","35-44",353,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","45-54 years","45-54",1030,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","55-64 years","55-64",2281,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","65-74 years","65-74",3371,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","75-84 years","75-84",3741,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Sep., 2015","2015/09","85+ years","85+",3927,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","< 1 year","1",49,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","1-4 years","1-4",20,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","5-14 years","5-14",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","15-24 years","15-24",57,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","25-34 years","25-34",174,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","35-44 years","35-44",357,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","45-54 years","45-54",1068,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","55-64 years","55-64",2512,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","65-74 years","65-74",3696,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","75-84 years","75-84",4153,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Oct., 2015","2015/10","85+ years","85+",4162,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","< 1 year","1",38,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","1-4 years","1-4",16,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","5-14 years","5-14",21,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","15-24 years","15-24",51,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","25-34 years","25-34",168,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","35-44 years","35-44",358,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","45-54 years","45-54",1047,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","55-64 years","55-64",2453,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","65-74 years","65-74",3586,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","75-84 years","75-84",4113,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Nov., 2015","2015/11","85+ years","85+",4235,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","< 1 year","1",34,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","1-4 years","1-4",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","5-14 years","5-14",16,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","15-24 years","15-24",56,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","25-34 years","25-34",171,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","35-44 years","35-44",356,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","45-54 years","45-54",1155,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","55-64 years","55-64",2707,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","65-74 years","65-74",3803,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","75-84 years","75-84",4484,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2015","2015","Dec., 2015","2015/12","85+ years","85+",4694,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","< 1 year","1",49,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","1-4 years","1-4",15,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","5-14 years","5-14",28,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","15-24 years","15-24",69,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","25-34 years","25-34",182,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","35-44 years","35-44",425,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","45-54 years","45-54",1161,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","55-64 years","55-64",2771,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","65-74 years","65-74",3899,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","75-84 years","75-84",4847,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jan., 2016","2016/01","85+ years","85+",5009,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","< 1 year","1",41,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","1-4 years","1-4",31,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","5-14 years","5-14",25,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","15-24 years","15-24",87,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","25-34 years","25-34",178,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","35-44 years","35-44",344,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","45-54 years","45-54",1052,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","55-64 years","55-64",2585,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","65-74 years","65-74",3756,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","75-84 years","75-84",4319,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Feb., 2016","2016/02","85+ years","85+",4604,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","< 1 year","1",47,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","1-4 years","1-4",26,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","5-14 years","5-14",26,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","15-24 years","15-24",68,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","25-34 years","25-34",176,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","35-44 years","35-44",440,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","45-54 years","45-54",1239,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","55-64 years","55-64",2873,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","65-74 years","65-74",4092,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","75-84 years","75-84",4548,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","85+ years","85+",4779,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Mar., 2016","2016/03","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","< 1 year","1",34,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","1-4 years","1-4",22,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","5-14 years","5-14",24,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","15-24 years","15-24",68,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","25-34 years","25-34",159,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","35-44 years","35-44",359,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","45-54 years","45-54",1103,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","55-64 years","55-64",2638,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","65-74 years","65-74",3714,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","75-84 years","75-84",4209,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Apr., 2016","2016/04","85+ years","85+",4152,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","< 1 year","1",35,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","1-4 years","1-4",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","5-14 years","5-14",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","15-24 years","15-24",54,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","25-34 years","25-34",187,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","35-44 years","35-44",362,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","45-54 years","45-54",1039,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","55-64 years","55-64",2520,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","65-74 years","65-74",3622,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","75-84 years","75-84",4048,Not Applicable,Not Applicable
