Disease,Model,Model Label,Projection Plausible,Minimum Projected AAMR,2025 Mean Predicted AAMR,2025/2019 Predicted Ratio,MAE,RMSE,MAPE (%),R-squared
Sepsis,log_anchored_quadratic_month_fe_50,"Log-quadratic trend + month effects, anchored 50% to recent seasonal mean",True,3.7,4.016666666666667,0.9698189134808853,0.22916666666666682,0.2541325113662819,5.345653878476062,0.635579937304075
Sepsis,anchored_quadratic_month_fe_60,"Quadratic trend + month effects, anchored 60% to recent seasonal mean",True,3.7,4.041666666666667,0.9758551307847083,0.21666666666666676,0.25658007197234434,5.011894719281041,0.6285266457680249
Sepsis,log_anchored_quadratic_month_fe_40,"Log-quadratic trend + month effects, anchored 40% to recent seasonal mean",True,3.6,3.966666666666667,0.9577464788732395,0.23750000000000013,0.2573907535246751,5.543071195458596,0.6261755485893414
Sepsis,anchored_quadratic_month_fe_70,"Quadratic trend + month effects, anchored 70% to recent seasonal mean",True,3.7,4.108333333333333,0.9919517102615695,0.2166666666666667,0.25819888974716115,5.020521358342462,0.6238244514106582
Sepsis,anchored_quadratic_month_fe_40,"Quadratic trend + month effects, anchored 40% to recent seasonal mean",True,3.6,3.9416666666666664,0.9517102615694164,0.23750000000000013,0.2590045044653343,5.562140608120686,0.6214733542319748
Sepsis,anchored_quadratic_fourier_60,"Quadratic trend + Fourier seasonality, anchored 60% to recent seasonal mean",True,3.7,4.041666666666667,0.9758551307847083,0.20833333333333334,0.2614064523559687,4.849403679571659,0.6144200626959249
Sepsis,recency_weighted_48_quadratic_month_fe,Recency-weighted quadratic trend + month effects (48-month half-life),False,2.9,3.283333333333333,0.7927565392354124,0.23333333333333348,0.2614064523559688,5.472088665934597,0.6144200626959246
Sepsis,log_anchored_quadratic_month_fe_70,"Log-quadratic trend + month effects, anchored 70% to recent seasonal mean",True,3.8,4.125,0.9959758551307847,0.2208333333333334,0.26220221204253796,5.11110106848739,0.6120689655172413
Sepsis,anchored_quadratic_month_fe_50,"Quadratic trend + month effects, anchored 50% to recent seasonal mean",True,3.6,4.008333333333334,0.9678068410462778,0.23750000000000018,0.2637865298557404,5.525590900518348,0.6073667711598743
Sepsis,recency_weighted_60_quadratic_month_fe,Recency-weighted quadratic trend + month effects (60-month half-life),True,3.0,3.3833333333333333,0.8169014084507042,0.23750000000000013,0.26536138880151106,5.56468125852719,0.6026645768025077
Sepsis,anchored_quadratic_month_fe_30,"Quadratic trend + month effects, anchored 30% to recent seasonal mean",True,3.5,3.891666666666667,0.9396378269617708,0.25000000000000017,0.2708012801545321,5.882794004431976,0.586206896551724
Sepsis,recency_weighted_72_quadratic_month_fe,Recency-weighted quadratic trend + month effects (72-month half-life),True,3.0,3.4166666666666665,0.8249496981891348,0.25000000000000017,0.2723355773061366,5.874770897885121,0.5815047021943572
Sepsis,log_recency_weighted_60_quadratic_month_fe,Log recency-weighted quadratic trend + month effects (60-month half-life),True,3.2,3.4583333333333335,0.8350100603621731,0.24166666666666678,0.2738612787525831,5.668234502662775,0.5768025078369905
Sepsis,anchored_quadratic_month_fe_20,"Quadratic trend + month effects, anchored 20% to recent seasonal mean",True,3.5,3.841666666666667,0.9275653923541248,0.2541666666666668,0.2761340254296816,5.984420020692138,0.5697492163009403
Sepsis,log_recency_weighted_72_quadratic_month_fe,Log recency-weighted quadratic trend + month effects (72-month half-life),True,3.2,3.533333333333333,0.8531187122736419,0.24583333333333346,0.2776388541492948,5.758814212807704,0.5650470219435735
Sepsis,log_anchored_quadratic_month_fe_30,"Log-quadratic trend + month effects, anchored 30% to recent seasonal mean",True,3.6,3.9333333333333336,0.949698189134809,0.25833333333333347,0.27838821814150116,6.063953424721831,0.5626959247648902
Sepsis,anchored_quadratic_fourier_50,"Quadratic trend + Fourier seasonality, anchored 50% to recent seasonal mean",True,3.7,4.008333333333334,0.9678068410462778,0.22916666666666674,0.27913557040740383,5.3497837698501325,0.5603448275862069
Sepsis,log_anchored_quadratic_fourier_50,"Log-quadratic trend + Fourier seasonality, anchored 50% to recent seasonal mean",True,3.7,4.016666666666667,0.9698189134808853,0.2333333333333334,0.28136571693556894,5.448990119056481,0.5532915360501567
Sepsis,anchored_quadratic_fourier_40,"Quadratic trend + Fourier seasonality, anchored 40% to recent seasonal mean",True,3.6,3.9250000000000003,0.9476861167002013,0.24166666666666684,0.2843120351538665,5.675508576957919,0.543887147335423
Sepsis,log_anchored_quadratic_fourier_40,"Log-quadratic trend + Fourier seasonality, anchored 40% to recent seasonal mean",True,3.7,3.975,0.9597585513078472,0.24583333333333343,0.28795254238618334,5.74864687483026,0.5321316614420062
Sepsis,log_anchored_quadratic_month_fe_20,"Log-quadratic trend + month effects, anchored 20% to recent seasonal mean",True,3.5,3.8666666666666667,0.9336016096579477,0.2666666666666668,0.2886751345948129,6.266713018063768,0.5297805642633229
Sepsis,anchored_quadratic_fourier_30,"Quadratic trend + Fourier seasonality, anchored 30% to recent seasonal mean",True,3.6,3.9,0.9416498993963782,0.24583333333333343,0.2922612986125031,5.772787698288844,0.5180250783699059
Sepsis,log_quadratic_month_fe,Log-quadratic trend + month effects,True,3.4,3.766666666666667,0.909456740442656,0.27500000000000013,0.294392028877595,6.503572952452585,0.5109717868338555
Sepsis,quadratic_month_fe,Quadratic trend + month effects,True,3.3,3.733333333333333,0.9014084507042253,0.2708333333333335,0.29509885349376297,6.395512947367409,0.5086206896551724
Sepsis,log_anchored_quadratic_fourier_30,"Log-quadratic trend + Fourier seasonality, anchored 30% to recent seasonal mean",True,3.6,3.9166666666666665,0.9456740442655935,0.25000000000000006,0.29860788111948205,5.874413714549006,0.49686520376175547
Sepsis,log_linear_month_fe,Log-linear trend + month effects,True,4.0,4.583333333333333,1.1066398390342052,0.27916666666666684,0.30482235263619817,6.561243837832344,0.47570532915360464
Sepsis,log_anchored_quadratic_fourier_20,"Log-quadratic trend + Fourier seasonality, anchored 20% to recent seasonal mean",True,3.6,3.8833333333333333,0.937625754527163,0.2625000000000001,0.3102418411497715,6.192526460453793,0.4568965517241379
Sepsis,linear_month_fe,Linear trend + month effects,True,4.0,4.575,1.1046277665995976,0.2916666666666669,0.31224989991992014,6.863803516672305,0.4498432601880872
Sepsis,anchored_quadratic_fourier_20,"Quadratic trend + Fourier seasonality, anchored 20% to recent seasonal mean",True,3.5,3.8249999999999997,0.9235412474849094,0.2666666666666668,0.31358146203711307,6.29669312712046,0.445141065830721
Sepsis,quadratic_fourier,Quadratic trend + Fourier seasonality,True,3.4,3.716666666666667,0.89738430583501,0.28750000000000014,0.3360307525609327,6.8101557823514085,0.3628526645768022
Sepsis,linear_fourier,Linear trend + Fourier seasonality,True,4.1,4.583333333333333,1.1066398390342052,0.29583333333333345,0.3541421560145964,7.019077222697616,0.29231974921630055
