Outcome,Period,State,State Code,Deaths,Population,"Crude rate (/100,000)","AAMR (/100,000)"
Pneumonia,Post-pandemic (2024-2025),Indiana,18.0,6971.0,13848550.0,50.33739994439851,41.0
Pneumonia,Post-pandemic (2024-2025),Iowa,19.0,2827.0,6482976.0,43.60651651340372,32.050000000000004
Pneumonia,Post-pandemic (2024-2025),Kansas,20.0,2513.0,5941212.0,42.297766852958624,33.45
Pneumonia,Post-pandemic (2024-2025),Kentucky,21.0,6045.0,9176744.0,65.87303732129827,52.599999999999994
Pneumonia,Post-pandemic (2024-2025),Louisiana,22.0,3248.0,9195480.0,35.32170153162206,28.9
Pneumonia,Post-pandemic (2024-2025),Maine,23.0,1620.0,2810024.0,57.650753160827094,36.300000000000004
Pneumonia,Post-pandemic (2024-2025),Maryland,24.0,6048.0,12526440.0,48.28187417973503,38.2
Pneumonia,Post-pandemic (2024-2025),Massachusetts,25.0,6251.0,14272342.0,43.797997553590015,32.65
Pneumonia,Post-pandemic (2024-2025),Michigan,26.0,9387.0,20280918.0,46.2848871042228,34.8
Pneumonia,Post-pandemic (2024-2025),Minnesota,27.0,4474.0,11586302.0,38.61456399116819,29.8
Pneumonia,Post-pandemic (2024-2025),Mississippi,28.0,3868.0,5886090.0,65.71425173587221,52.65
Pneumonia,Post-pandemic (2024-2025),Missouri,29.0,6097.0,12490932.0,48.81140974908838,37.15
Pneumonia,Post-pandemic (2024-2025),Montana,30.0,830.0,2274466.0,36.49208209751212,27.0
Pneumonia,Post-pandemic (2024-2025),Nebraska,31.0,1719.0,4010930.0,42.85789081335251,35.05
Pneumonia,Post-pandemic (2024-2025),Nevada,32.0,3163.0,6534934.0,48.4014069614169,39.650000000000006
Pneumonia,Post-pandemic (2024-2025),New Hampshire,33.0,1150.0,2818064.0,40.80815765717173,27.85
Pneumonia,Post-pandemic (2024-2025),New Jersey,34.0,7357.0,19001702.0,38.717584351128124,29.549999999999994
Pneumonia,Post-pandemic (2024-2025),New Mexico,35.0,2371.0,4260512.0,55.65058847387356,42.45
Pneumonia,Post-pandemic (2024-2025),New York,36.0,21423.0,39734496.0,53.915368650957596,38.75
Pneumonia,Post-pandemic (2024-2025),North Carolina,37.0,10815.0,22092048.0,48.95426625906298,39.5
Pneumonia,Post-pandemic (2024-2025),North Dakota,38.0,670.0,1593136.0,42.05541774211367,33.4
Pneumonia,Post-pandemic (2024-2025),Ohio,39.0,11058.0,23766608.0,46.52746407901372,35.25
Pneumonia,Post-pandemic (2024-2025),Oklahoma,40.0,5107.0,8190786.0,62.35054853099568,52.65
Pneumonia,Post-pandemic (2024-2025),Oregon,41.0,3016.0,8544742.0,35.29656015360089,26.25
Pneumonia,Post-pandemic (2024-2025),Pennsylvania,42.0,13567.0,26157502.0,51.866573497729256,35.9
Pneumonia,Post-pandemic (2024-2025),Rhode Island,44.0,782.0,2224616.0,35.152134121124725,24.950000000000003
Pneumonia,Post-pandemic (2024-2025),South Carolina,45.0,5098.0,10957662.0,46.52452320577145,35.5
Pneumonia,Post-pandemic (2024-2025),South Dakota,46.0,897.0,1849338.0,48.503842996791285,38.5
Pneumonia,Post-pandemic (2024-2025),Tennessee,47.0,8404.0,14455500.0,58.13704126457058,47.55
Pneumonia,Post-pandemic (2024-2025),Texas,48.0,23063.0,62581662.0,36.8526486241289,36.599999999999994
Pneumonia,Post-pandemic (2024-2025),Utah,49.0,1793.0,7007226.0,25.587871719850334,29.450000000000003
Pneumonia,Post-pandemic (2024-2025),Vermont,50.0,568.0,1296986.0,43.79384203067728,29.35
Pneumonia,Post-pandemic (2024-2025),Virginia,51.0,6437.0,17622390.0,36.52739497877416,29.25
Pneumonia,Post-pandemic (2024-2025),Washington,53.0,5826.0,15916360.0,36.603846608144075,30.7
Pneumonia,Post-pandemic (2024-2025),West Virginia,54.0,3141.0,3539958.0,88.72986628654917,59.699999999999996
Pneumonia,Post-pandemic (2024-2025),Wisconsin,55.0,4230.0,11921950.0,35.480772860144526,26.4
Pneumonia,Post-pandemic (2024-2025),Wyoming,56.0,510.0,1175236.0,43.395539278919294,33.65
Pneumonia,Pre-pandemic (2010-2019),Alabama,1.0,26695.0,48475680.0,55.06885101972783,47.936247000557806
Pneumonia,Pre-pandemic (2010-2019),Alaska,2.0,1935.0,7325366.0,26.415062400977646,37.81430333992868
Pneumonia,Pre-pandemic (2010-2019),Arizona,4.0,26715.0,68011654.0,39.28003280143724,33.43056868753699
Pneumonia,Pre-pandemic (2010-2019),Arkansas,5.0,19486.0,29731130.0,65.54073121337802,55.58520884675423
Pneumonia,Pre-pandemic (2010-2019),California,6.0,175780.0,387123075.0,45.406748228583375,43.273599384381825
Pneumonia,Pre-pandemic (2010-2019),Colorado,8.0,16893.0,54016380.0,31.273846933096962,31.954300676942804
Pneumonia,Pre-pandemic (2010-2019),Connecticut,9.0,18315.0,35831384.0,51.11440853080082,37.83278918559216
Pneumonia,Pre-pandemic (2010-2019),Delaware,10.0,4468.0,9384397.0,47.61094399565577,38.73816470040643
Pneumonia,Pre-pandemic (2010-2019),District of Columbia,11.0,2493.0,6612958.0,37.69871213456973,38.98251269704117
Pneumonia,Pre-pandemic (2010-2019),Florida,12.0,85521.0,201267750.0,42.49115916484384,29.28996940791557
Pneumonia,Pre-pandemic (2010-2019),Georgia,13.0,38295.0,101603826.0,37.690509804227254,40.62830114291168
Pneumonia,Pre-pandemic (2010-2019),Hawaii,15.0,9843.0,14075100.0,69.93200758786793,50.69009474888279
Pneumonia,Pre-pandemic (2010-2019),Idaho,16.0,6075.0,16591181.0,36.61583825768642,34.38333547804704
Pneumonia,Pre-pandemic (2010-2019),Illinois,17.0,62854.0,128214317.0,49.02260642233894,42.81044026853881
Pneumonia,Pre-pandemic (2010-2019),Indiana,18.0,35496.0,66049463.0,53.74154215303764,47.386450430338854
Pneumonia,Pre-pandemic (2010-2019),Iowa,19.0,16934.0,31095910.0,54.45732252247964,40.19832851329966
Pneumonia,Pre-pandemic (2010-2019),Kansas,20.0,15027.0,28965111.0,51.87965618360655,42.73567351424961
Pneumonia,Pre-pandemic (2010-2019),Kentucky,21.0,29659.0,44150220.0,67.17746819834646,59.742704933293645
Pneumonia,Pre-pandemic (2010-2019),Louisiana,22.0,19623.0,46330742.0,42.35416734746014,40.300693485547896
Pneumonia,Pre-pandemic (2010-2019),Maine,23.0,7833.0,13323462.0,58.79102593605175,41.501745462252984
Pneumonia,Pre-pandemic (2010-2019),Maryland,24.0,28434.0,59555048.0,47.744063609855544,43.0277645918445
Pneumonia,Pre-pandemic (2010-2019),Massachusetts,25.0,38866.0,67480213.0,57.596143035292435,45.26169915468406
Pneumonia,Pre-pandemic (2010-2019),Michigan,26.0,50037.0,99244645.0,50.4178336271947,41.21439236746728
Pneumonia,Pre-pandemic (2010-2019),Minnesota,27.0,23100.0,54742441.0,42.197606789218625,35.037837583822764
Pneumonia,Pre-pandemic (2010-2019),Mississippi,28.0,17961.0,29843859.0,60.183235686778985,55.16014363960103
Pneumonia,Pre-pandemic (2010-2019),Missouri,29.0,32232.0,60683447.0,53.11497878490653,43.733010980737454
Pneumonia,Pre-pandemic (2010-2019),Montana,30.0,4595.0,10288544.0,44.66132428456349,35.001690112808966
Pneumonia,Pre-pandemic (2010-2019),Nebraska,31.0,9817.0,18861584.0,52.04759048868854,42.54652152756629
Pneumonia,Pre-pandemic (2010-2019),Nevada,32.0,12779.0,28755529.0,44.44014923182251,43.29180097504032
Pneumonia,Pre-pandemic (2010-2019),New Hampshire,33.0,6381.0,13330021.0,47.8693919536961,38.35701144056712
Pneumonia,Pre-pandemic (2010-2019),New Jersey,34.0,37103.0,89013989.0,41.68221244415864,33.97951060254136
Pneumonia,Pre-pandemic (2010-2019),New Mexico,35.0,10561.0,20844251.0,50.66624845383026,44.72071697371137
Pneumonia,Pre-pandemic (2010-2019),New York,36.0,107933.0,196197163.0,55.01251819833909,44.797579401797975
Pneumonia,Pre-pandemic (2010-2019),North Carolina,37.0,53815.0,100070694.0,53.77698289970888,48.74031703727367
Pneumonia,Pre-pandemic (2010-2019),North Dakota,38.0,4105.0,7311437.0,56.14491378370627,44.41970003981433
Pneumonia,Pre-pandemic (2010-2019),Ohio,39.0,62810.0,116055598.0,54.12061208800975,43.770209563695495
Pneumonia,Pre-pandemic (2010-2019),Oklahoma,40.0,23231.0,38752111.0,59.947701945837224,53.70142846411645
Pneumonia,Pre-pandemic (2010-2019),Oregon,41.0,14950.0,40176258.0,37.2110314504651,30.301120134184718
Pneumonia,Pre-pandemic (2010-2019),Pennsylvania,42.0,68780.0,127771127.0,53.83062794773659,38.744641003283945
Pneumonia,Pre-pandemic (2010-2019),Rhode Island,44.0,6433.0,10549884.0,60.976973775256674,44.371481762263926
Pneumonia,Pre-pandemic (2010-2019),South Carolina,45.0,25410.0,48750113.0,52.12295610473764,45.97896245696908
Pneumonia,Pre-pandemic (2010-2019),South Dakota,46.0,5214.0,8530151.0,61.124357587573776,47.11264462962028
Pneumonia,Pre-pandemic (2010-2019),Tennessee,47.0,40993.0,65817692.0,62.28264582720403,55.521660109260594
Pneumonia,Pre-pandemic (2010-2019),Texas,48.0,109490.0,271618628.0,40.310195514278206,44.69151811708584
Pneumonia,Pre-pandemic (2010-2019),Utah,49.0,9929.0,29796200.0,33.32304119317229,42.50077777367583
Pneumonia,Pre-pandemic (2010-2019),Vermont,50.0,3292.0,6255956.0,52.62185347850912,40.21785661535982
Pneumonia,Pre-pandemic (2010-2019),Virginia,51.0,34282.0,83188214.0,41.21016469953304,38.75417032513764
Pneumonia,Pre-pandemic (2010-2019),Washington,53.0,29576.0,71499104.0,41.36555333616488,37.78918822814899
Pneumonia,Pre-pandemic (2010-2019),West Virginia,54.0,14374.0,18357467.0,78.30056292624685,59.111586952600824
Pneumonia,Pre-pandemic (2010-2019),Wisconsin,55.0,26303.0,57606958.0,45.659414961644046,36.46953640391843
Pneumonia,Pre-pandemic (2010-2019),Wyoming,56.0,2603.0,5782426.0,45.01570793988544,41.541095796124324
Sepsis+ Pneumonia,Pandemic (2020-2023),Alabama,1.0,4661.0,20144173.0,23.13820478011185,18.19519183537592
Sepsis+ Pneumonia,Pandemic (2020-2023),Alaska,2.0,276.0,2930820.0,9.417159702745307,9.601022273629907
Sepsis+ Pneumonia,Pandemic (2020-2023),Arizona,4.0,3748.0,29488258.0,12.710143813852957,9.911606077239286
Sepsis+ Pneumonia,Pandemic (2020-2023),Arkansas,5.0,3269.0,12169782.0,26.86161510534864,21.28672594956919
Sepsis+ Pneumonia,Pandemic (2020-2023),California,6.0,32888.0,156600449.0,21.001216924991063,17.959957275090574
Sepsis+ Pneumonia,Pandemic (2020-2023),Colorado,8.0,2844.0,23337324.0,12.186487191076406,11.04285644318089
Sepsis+ Pneumonia,Pandemic (2020-2023),Connecticut,9.0,2250.0,14405984.0,15.618509641548956,11.296536612840885
Sepsis+ Pneumonia,Pandemic (2020-2023),Delaware,10.0,805.0,4040479.0,19.923380371485656,13.945266241948046
Sepsis+ Pneumonia,Pandemic (2020-2023),District of Columbia,11.0,443.0,2733641.0,16.20549296707212,16.083932784151244
Sepsis+ Pneumonia,Pandemic (2020-2023),Florida,12.0,20562.0,88369989.0,23.26808029816548,15.360521363197183
Sepsis+ Pneumonia,Pandemic (2020-2023),Georgia,13.0,8311.0,43451686.0,19.126990837593738,17.285706807786465
Sepsis+ Pneumonia,Pandemic (2020-2023),Hawaii,15.0,659.0,5723893.0,11.513143240099001,7.929233006277371
Sepsis+ Pneumonia,Pandemic (2020-2023),Idaho,16.0,835.0,7631595.0,10.941356295767791,9.412971560990853
Sepsis+ Pneumonia,Pandemic (2020-2023),Illinois,17.0,8055.0,50390720.0,15.985086142845349,12.727739236510216
Sepsis+ Pneumonia,Pandemic (2020-2023),Indiana,18.0,5576.0,27256174.0,20.457750233029774,16.78556172263943
Sepsis+ Pneumonia,Pandemic (2020-2023),Iowa,19.0,1790.0,12764161.0,14.023640096673805,10.54527592530367
Sepsis+ Pneumonia,Pandemic (2020-2023),Kansas,20.0,1965.0,11726083.0,16.757513996788187,13.596940120584172
Sepsis+ Pneumonia,Pandemic (2020-2023),Kentucky,21.0,6620.0,18025109.0,36.72654628607239,29.543412641776538
Sepsis+ Pneumonia,Pandemic (2020-2023),Louisiana,22.0,3139.0,18433355.0,17.028913076322787,14.19344572922292
Sepsis+ Pneumonia,Pandemic (2020-2023),Maine,23.0,264.0,5503450.0,4.796990978386285,3.3001876641016086
Sepsis+ Pneumonia,Pandemic (2020-2023),Maryland,24.0,4116.0,24565844.0,16.75497084488528,13.569107684637254
Sepsis+ Pneumonia,Pandemic (2020-2023),Massachusetts,25.0,3935.0,27861670.0,14.123345800879846,10.691080301360257
Sepsis+ Pneumonia,Pandemic (2020-2023),Michigan,26.0,7967.0,40088740.0,19.873410838055772,15.022893747720682
Sepsis+ Pneumonia,Pandemic (2020-2023),Minnesota,27.0,2746.0,22819831.0,12.03339323590959,9.596687631034603
Sepsis+ Pneumonia,Pandemic (2020-2023),Mississippi,28.0,3760.0,11796498.0,31.873866294895315,26.110412776741033
Sepsis+ Pneumonia,Pandemic (2020-2023),Missouri,29.0,4303.0,24693848.0,17.425392753693146,13.470791401161941
Sepsis+ Pneumonia,Pandemic (2020-2023),Montana,30.0,645.0,4440527.0,14.525302965166071,10.845001122614502
Sepsis+ Pneumonia,Pandemic (2020-2023),Nebraska,31.0,1156.0,7847546.0,14.730719641528703,12.146474286356524
Sepsis+ Pneumonia,Pandemic (2020-2023),Nevada,32.0,3507.0,12654198.0,27.7141230127741,23.215467325546822
Sepsis+ Pneumonia,Pandemic (2020-2023),New Hampshire,33.0,584.0,5552552.0,10.517686281911452,7.455347667162775
Sepsis+ Pneumonia,Pandemic (2020-2023),New Jersey,34.0,6517.0,36702041.0,17.75650569405663,13.695620883863107
Sepsis+ Pneumonia,Pandemic (2020-2023),New Mexico,35.0,1805.0,8449911.0,21.36117173305139,17.224307167258925
Sepsis+ Pneumonia,Pandemic (2020-2023),New York,36.0,14271.0,78421056.0,18.19791868143168,13.572342971255067
Sepsis+ Pneumonia,Pandemic (2020-2023),North Carolina,37.0,7977.0,42686449.0,18.687429352579784,15.13015060118962
Sepsis+ Pneumonia,Pandemic (2020-2023),North Dakota,38.0,511.0,3103444.0,16.465578241463355,14.032750389567203
Sepsis+ Pneumonia,Pandemic (2020-2023),Ohio,39.0,8596.0,47015227.0,18.283438257141672,14.02452057713132
Sepsis+ Pneumonia,Pandemic (2020-2023),Oklahoma,40.0,5185.0,16041046.0,32.32332854104402,27.345001734924267
Sepsis+ Pneumonia,Pandemic (2020-2023),Oregon,41.0,1575.0,16961157.0,9.285923124230264,7.075248427922695
Sepsis+ Pneumonia,Pandemic (2020-2023),Pennsylvania,42.0,9321.0,51681001.0,18.035641376218702,12.775918117375474
Sepsis+ Pneumonia,Pandemic (2020-2023),Rhode Island,44.0,486.0,4342431.0,11.191887677662582,8.176535378455064
Sepsis+ Pneumonia,Pandemic (2020-2023),South Carolina,45.0,4653.0,21064934.0,22.088842053813224,17.004964292791044
Sepsis+ Pneumonia,Pandemic (2020-2023),South Dakota,46.0,613.0,3617235.0,16.946645711434286,13.76214263104277
Sepsis+ Pneumonia,Pandemic (2020-2023),Tennessee,47.0,7660.0,28039880.0,27.31823388687826,22.166512506472927
Sepsis+ Pneumonia,Pandemic (2020-2023),Texas,48.0,25016.0,119421573.0,20.94763899986479,20.819259835071843
Sepsis+ Pneumonia,Pandemic (2020-2023),Utah,49.0,1280.0,13386388.0,9.561952036650963,10.882679270913108
Sepsis+ Pneumonia,Pandemic (2020-2023),Vermont,50.0,232.0,2563445.0,9.05032095480886,6.301819192531925
Sepsis+ Pneumonia,Pandemic (2020-2023),Virginia,51.0,5216.0,34632154.0,15.061148087987828,12.345635974591703
Sepsis+ Pneumonia,Pandemic (2020-2023),Washington,53.0,4422.0,31030970.0,14.250279639985473,12.044921045007616
Sepsis+ Pneumonia,Pandemic (2020-2023),West Virginia,54.0,2643.0,7112973.0,37.157458632276544,26.010782678354044
Sepsis+ Pneumonia,Pandemic (2020-2023),Wisconsin,55.0,2783.0,23532057.0,11.826420444247606,9.023651931490733
Sepsis+ Pneumonia,Pandemic (2020-2023),Wyoming,56.0,305.0,2326569.0,13.109432817165535,10.444480090639908
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Alabama,1.0,1799.0,10315398.0,17.439947542499088,13.399999999999999
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Alaska,2.0,104.0,1480266.0,7.025764288310344,7.100000000000001
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Arizona,4.0,1480.0,15164768.0,9.759463514377536,7.300000000000001
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Arkansas,5.0,1433.0,6176708.0,23.200060614812937,17.9
Sepsis+ Pneumonia,Post-pandemic (2024-2025),California,6.0,12850.0,78862526.0,16.294177541307768,13.450000000000001
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Colorado,8.0,1075.0,11914986.0,9.022251473900178,7.9
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Connecticut,9.0,943.0,7350138.0,12.829691088793162,9.0
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Delaware,10.0,444.0,2103834.0,21.104326672161395,14.75
Sepsis+ Pneumonia,Post-pandemic (2024-2025),District of Columbia,11.0,184.0,1404500.0,13.100747597009612,13.1
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Florida,12.0,8292.0,46744430.0,17.73901189938566,11.3
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Georgia,13.0,3029.0,22361756.0,13.54544786196576,11.9
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Hawaii,15.0,279.0,2892292.0,9.646328932210164,6.300000000000001
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Idaho,16.0,305.0,4003238.0,7.61883255504669,6.3500000000000005
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Illinois,17.0,3353.0,25420316.0,13.190237288946367,10.2
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Indiana,18.0,2083.0,13848550.0,15.041285910799326,12.05
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Iowa,19.0,694.0,6482976.0,10.704960191122101,7.8500000000000005
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Kansas,20.0,754.0,5941212.0,12.691013214138799,10.05
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Kentucky,21.0,2435.0,9176744.0,26.53446581924918,21.0
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Louisiana,22.0,1161.0,9195480.0,12.625768312257762,10.2
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Maine,23.0,120.0,2810024.0,4.270426160061266,2.6
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Maryland,24.0,1979.0,12526440.0,15.798582837581947,12.45
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Massachusetts,25.0,1844.0,14272342.0,12.92009398317389,9.600000000000001
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Michigan,26.0,3063.0,20280918.0,15.10286664538558,11.149999999999999
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Minnesota,27.0,1210.0,11586302.0,10.443366658317727,8.0
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Mississippi,28.0,1473.0,5886090.0,25.025101552983386,19.9
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Missouri,29.0,1801.0,12490932.0,14.418459727424663,10.949999999999998
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Montana,30.0,205.0,2274466.0,9.013104614445766,6.8500000000000005
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Nebraska,31.0,431.0,4010930.0,10.745637545407174,8.85
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Nevada,32.0,1374.0,6534934.0,21.025461006951257,17.0
Sepsis+ Pneumonia,Post-pandemic (2024-2025),New Hampshire,33.0,271.0,2818064.0,9.61653106529873,6.25
Sepsis+ Pneumonia,Post-pandemic (2024-2025),New Jersey,34.0,2514.0,19001702.0,13.230393782620103,10.049999999999999
Sepsis+ Pneumonia,Post-pandemic (2024-2025),New Mexico,35.0,716.0,4260512.0,16.805491922097623,12.7
Sepsis+ Pneumonia,Post-pandemic (2024-2025),New York,36.0,6590.0,39734496.0,16.585085161266424,11.899999999999999
Sepsis+ Pneumonia,Post-pandemic (2024-2025),North Carolina,37.0,3032.0,22092048.0,13.724395311833472,10.899999999999999
Sepsis+ Pneumonia,Post-pandemic (2024-2025),North Dakota,38.0,181.0,1593136.0,11.361239718391902,8.95
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Ohio,39.0,3330.0,23766608.0,14.011254782339996,10.450000000000001
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Oklahoma,40.0,2022.0,8190786.0,24.686275529601186,20.75
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Oregon,41.0,773.0,8544742.0,9.04649900488511,6.6499999999999995
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Pennsylvania,42.0,4424.0,26157502.0,16.912929988498135,11.65
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Rhode Island,44.0,154.0,2224616.0,6.92254303664093,5.0
Sepsis+ Pneumonia,Post-pandemic (2024-2025),South Carolina,45.0,1712.0,10957662.0,15.623770837246122,11.799999999999999
Sepsis+ Pneumonia,Post-pandemic (2024-2025),South Dakota,46.0,263.0,1849338.0,14.22130513729778,11.549999999999999
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Tennessee,47.0,3099.0,14455500.0,21.438206910864377,17.35
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Texas,48.0,8160.0,62581662.0,13.03896339474014,12.75
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Utah,49.0,483.0,7007226.0,6.8928845737243245,7.849999999999999
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Vermont,50.0,124.0,1296986.0,9.560627485570391,6.15
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Virginia,51.0,2150.0,17622390.0,12.200388256076502,9.65
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Washington,53.0,1582.0,15916360.0,9.939458519410216,8.2
Sepsis+ Pneumonia,Post-pandemic (2024-2025),West Virginia,54.0,1007.0,3539958.0,28.446665186423115,19.150000000000002
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Wisconsin,55.0,1219.0,11921950.0,10.224837379791058,7.5
Sepsis+ Pneumonia,Post-pandemic (2024-2025),Wyoming,56.0,129.0,1175236.0,10.976518758785469,8.55
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Alabama,1.0,7279.0,48475680.0,15.015776983427566,12.78909850465223
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Alaska,2.0,424.0,7325366.0,5.788106696648331,7.644622903483595
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Arizona,4.0,6913.0,68011654.0,10.164434465893153,8.62484971178616
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Arkansas,5.0,5065.0,29731130.0,17.036015785474685,14.205231207155597
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),California,6.0,54370.0,387123075.0,14.044629088565697,13.292304547849545
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Colorado,8.0,3682.0,54016380.0,6.816450861757119,6.770934040748381
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Connecticut,9.0,4525.0,35831384.0,12.628593972256278,9.519235020338595
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Delaware,10.0,1308.0,9384397.0,13.9380292628285,11.170444025332689
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),District of Columbia,11.0,822.0,6612958.0,12.430140944491102,12.96591750620524
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Florida,12.0,24185.0,201267750.0,12.016331478838511,8.291544704007473
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Georgia,13.0,11439.0,101603826.0,11.258434303448375,11.682862760502738
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Hawaii,15.0,1376.0,14075100.0,9.776129476877607,7.462067338775568
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Idaho,16.0,1295.0,16591181.0,7.805351529827804,7.177860153535785
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Illinois,17.0,15878.0,128214317.0,12.383952409932505,10.828394951400007
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Indiana,18.0,8759.0,66049463.0,13.2612736003622,11.615002462624108
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Iowa,19.0,3083.0,31095910.0,9.914487146380344,7.516657791973285
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Kansas,20.0,3164.0,28965111.0,10.92348653523199,9.11989727227353
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Kentucky,21.0,8847.0,44150220.0,20.038405244639776,17.341850219545904
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Louisiana,22.0,5581.0,46330742.0,12.045997450245887,11.231991380582683
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Maine,23.0,1346.0,13323462.0,10.102479370602024,7.208687944619799
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Maryland,24.0,6697.0,59555048.0,11.245058521319637,10.094829610413546
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Massachusetts,25.0,8575.0,67480213.0,12.707428768785897,10.14074873474392
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Michigan,26.0,13039.0,99244645.0,13.13824035543681,10.700200692944188
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Minnesota,27.0,4146.0,54742441.0,7.573648387363654,6.351455798253498
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Mississippi,28.0,5621.0,29843859.0,18.834695606891856,16.91268160729482
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Missouri,29.0,7334.0,60683447.0,12.085668106493687,9.884522916109233
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Montana,30.0,810.0,10288544.0,7.8728340958642935,6.270064082925631
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Nebraska,31.0,1828.0,18861584.0,9.691656861905129,8.109830176511158
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Nevada,32.0,5243.0,28755529.0,18.233015292467755,17.339447359845124
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),New Hampshire,33.0,1269.0,13330021.0,9.519864972455782,7.5445063589922325
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),New Jersey,34.0,11026.0,89013989.0,12.386817087817512,10.17913175759374
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),New Mexico,35.0,2728.0,20844251.0,13.087541500051982,11.391955307005276
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),New York,36.0,29220.0,196197163.0,14.893181712316604,12.174799469450024
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),North Carolina,37.0,14584.0,100070694.0,14.573697270451627,12.9622099403048
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),North Dakota,38.0,743.0,7311437.0,10.162161008841354,8.468616990066385
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Ohio,39.0,14515.0,116055598.0,12.506936546050971,10.120048091088204
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Oklahoma,40.0,7484.0,38752111.0,19.312496292137478,17.078181299594235
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Oregon,41.0,3289.0,40176258.0,8.186426919102322,6.640709361235184
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Pennsylvania,42.0,15533.0,127771127.0,12.156893630593084,8.931412926333506
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Rhode Island,44.0,1534.0,10549884.0,14.540444236164113,10.928972242727976
