Notes,MCD - ICD Sub-Chapter,MCD - ICD Sub-Chapter Code,Year,Year Code,Age Group,Deaths,Population,Standard Weight,Crude Rate,AAMR
,Other bacterial diseases,A30-A49,2021,2021,25-44,3813.0,88898959.0,0.298186,4.289139088794054,4.52702363125351
,Other bacterial diseases,A30-A49,2021,2021,45-64,20713.0,83491500.0,0.22208100000000003,24.808513441488053,22.66499612771865
,Other bacterial diseases,A30-A49,2021,2021,65+,51697.0,55847953.0,0.126387,92.56740349999936,98.59500531272104
,Other bacterial diseases,A30-A49,2022,2022,<25,260.0,103778958.0,0.353346,0.250532482702322,0.24823200055511024
,Other bacterial diseases,A30-A49,2022,2022,25-44,2136.0,89196665.0,0.298186,2.394708367179423,2.5038508215240425
,Other bacterial diseases,A30-A49,2022,2022,45-64,12707.0,82517082.0,0.22208100000000003,15.399235760663473,13.869661422133571
,Other bacterial diseases,A30-A49,2022,2022,65+,43948.0,57794852.0,0.126387,76.04137475773794,80.06343666343281
,Other bacterial diseases,A30-A49,2023,2023,<25,278.0,103385133.0,0.353346,0.2688974632358407,0.26812345073211397
,Other bacterial diseases,A30-A49,2023,2023,25-44,1730.0,89933209.0,0.298186,1.9236498054906503,1.997787301475053
,Other bacterial diseases,A30-A49,2023,2023,45-64,9430.0,82348192.0,0.22208100000000003,11.451374670132406,10.297398875212721
,Other bacterial diseases,A30-A49,2023,2023,65+,38591.0,59248361.0,0.126387,65.13429122537246,69.99736388911423
,Other bacterial diseases,A30-A49,2024,2024,<25,233.0,104495901.0,0.353346,0.22297525335467466,0.22084110671781448
,Other bacterial diseases,A30-A49,2024,2024,25-44,1676.0,91993088.0,0.298186,1.8218760087714416,1.8989613439610917
,Other bacterial diseases,A30-A49,2024,2024,45-64,9029.0,82442081.0,0.22208100000000003,10.951931210955241,9.90927908589776
,Other bacterial diseases,A30-A49,2024,2024,65+,39002.0,61179918.0,0.126387,63.74967681388523,68.11978973337003
,Other bacterial diseases,A30-A49,2025,2025,<25,207.0,104495901.0,0.353346,0.19809389461123458,0.19684328833888984
,Other bacterial diseases,A30-A49,2025,2025,25-44,1598.0,91993088.0,0.298186,1.7370870298429377,1.8199947564699348
,Other bacterial diseases,A30-A49,2025,2025,45-64,8904.0,82442081.0,0.22208100000000003,10.800309613727485,9.764115578783672
,Other bacterial diseases,A30-A49,2025,2025,65+,39483.0,61179918.0,0.126387,64.53588250968234,68.97986683834318
