Notes,MCD - ICD Sub-Chapter,MCD - ICD Sub-Chapter Code,Year,Year Code,State,State Code,Deaths,Population,Crude Rate,Age Adjusted Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
,Other bacterial diseases,A30-A49,2018,2018,Georgia,13.0,6680.0,10519475.0,63.5,60.7,62.0,65.0,59.3,62.2
,Other bacterial diseases,A30-A49,2018,2018,Hawaii,15.0,573.0,1420491.0,40.3,29.7,37.0,43.6,27.2,32.3
,Other bacterial diseases,A30-A49,2018,2018,Idaho,16.0,758.0,1754208.0,43.2,37.8,40.1,46.3,35.1,40.6
,Other bacterial diseases,A30-A49,2018,2018,Illinois,17.0,7996.0,12741080.0,62.8,51.7,61.4,64.1,50.5,52.8
,Other bacterial diseases,A30-A49,2018,2018,Indiana,18.0,4765.0,6691878.0,71.2,59.7,69.2,73.2,58.0,61.5
,Other bacterial diseases,A30-A49,2018,2018,Iowa,19.0,1830.0,3156145.0,58.0,43.7,55.3,60.6,41.6,45.8
,Other bacterial diseases,A30-A49,2018,2018,Kansas,20.0,1920.0,2911505.0,65.9,53.4,63.0,68.9,51.0,55.9
,Other bacterial diseases,A30-A49,2018,2018,Kentucky,21.0,4503.0,4468402.0,100.8,83.7,97.8,103.7,81.3,86.3
,Other bacterial diseases,A30-A49,2018,2018,Louisiana,22.0,3458.0,4659978.0,74.2,64.2,71.7,76.7,62.0,66.4
,Other bacterial diseases,A30-A49,2018,2018,Maine,23.0,609.0,1338404.0,45.5,30.9,41.9,49.1,28.5,33.6
,Other bacterial diseases,A30-A49,2018,2018,Maryland,24.0,3504.0,6042718.0,58.0,48.7,56.1,59.9,47.1,50.4
,Other bacterial diseases,A30-A49,2018,2018,Massachusetts,25.0,4377.0,6902149.0,63.4,49.2,61.5,65.3,47.7,50.7
,Other bacterial diseases,A30-A49,2018,2018,Michigan,26.0,6550.0,9995915.0,65.5,50.8,63.9,67.1,49.6,52.1
,Other bacterial diseases,A30-A49,2018,2018,Minnesota,27.0,2482.0,5611179.0,44.2,36.0,42.5,46.0,34.6,37.5
,Other bacterial diseases,A30-A49,2018,2018,Mississippi,28.0,2751.0,2986530.0,92.1,78.0,88.7,95.6,75.1,81.1
,Other bacterial diseases,A30-A49,2018,2018,Missouri,29.0,3848.0,6126452.0,62.8,49.0,60.8,64.8,47.4,50.6
,Other bacterial diseases,A30-A49,2018,2018,Montana,30.0,559.0,1062305.0,52.6,39.7,48.3,57.0,36.4,43.3
,Other bacterial diseases,A30-A49,2018,2018,Nebraska,31.0,1063.0,1929268.0,55.1,45.0,51.8,58.4,42.3,47.9
,Other bacterial diseases,A30-A49,2018,2018,Nevada,32.0,1847.0,3034392.0,60.9,53.9,58.1,63.6,51.4,56.5
,Other bacterial diseases,A30-A49,2018,2018,New Hampshire,33.0,711.0,1356458.0,52.4,39.3,48.6,56.3,36.4,42.4
,Other bacterial diseases,A30-A49,2018,2018,New Jersey,34.0,6847.0,8908520.0,76.9,60.3,75.0,78.7,58.8,61.8
,Other bacterial diseases,A30-A49,2018,2018,New Mexico,35.0,1278.0,2095428.0,61.0,49.6,57.6,64.3,46.8,52.5
,Other bacterial diseases,A30-A49,2018,2018,New York,36.0,10818.0,19542209.0,55.4,42.9,54.3,56.4,42.1,43.7
,Other bacterial diseases,A30-A49,2018,2018,North Carolina,37.0,7132.0,10383620.0,68.7,57.3,67.1,70.3,55.9,58.7
,Other bacterial diseases,A30-A49,2018,2018,North Dakota,38.0,432.0,760077.0,56.8,48.4,51.5,62.2,43.8,53.4
,Other bacterial diseases,A30-A49,2018,2018,Ohio,39.0,7676.0,11689442.0,65.7,50.9,64.2,67.1,49.8,52.1
,Other bacterial diseases,A30-A49,2018,2018,Oklahoma,40.0,3417.0,3943079.0,86.7,73.8,83.8,89.6,71.3,76.3
,Other bacterial diseases,A30-A49,2018,2018,Oregon,41.0,1934.0,4190713.0,46.1,36.4,44.1,48.2,34.8,38.1
,Other bacterial diseases,A30-A49,2018,2018,Pennsylvania,42.0,9006.0,12807060.0,70.3,50.3,68.9,71.8,49.2,51.4
,Other bacterial diseases,A30-A49,2018,2018,Rhode Island,44.0,672.0,1057315.0,63.6,46.9,58.8,68.4,43.3,50.7
,Other bacterial diseases,A30-A49,2018,2018,South Carolina,45.0,4181.0,5084127.0,82.2,66.0,79.7,84.7,64.0,68.1
,Other bacterial diseases,A30-A49,2018,2018,South Dakota,46.0,544.0,882235.0,61.7,48.4,56.5,66.8,44.4,52.9
,Other bacterial diseases,A30-A49,2018,2018,Tennessee,47.0,5439.0,6770010.0,80.3,66.8,78.2,82.5,65.0,68.6
,Other bacterial diseases,A30-A49,2018,2018,Texas,48.0,18604.0,28701845.0,64.8,66.6,63.9,65.7,65.6,67.6
,Other bacterial diseases,A30-A49,2018,2018,Utah,49.0,1104.0,3161105.0,34.9,40.7,32.9,37.0,38.3,43.2
,Other bacterial diseases,A30-A49,2018,2018,Vermont,50.0,248.0,626299.0,39.6,28.2,34.7,44.5,24.7,32.1
,Other bacterial diseases,A30-A49,2018,2018,Virginia,51.0,5011.0,8517685.0,58.8,50.5,57.2,60.5,49.1,51.9
,Other bacterial diseases,A30-A49,2018,2018,Washington,53.0,4027.0,7535591.0,53.4,46.7,51.8,55.1,45.2,48.2
,Other bacterial diseases,A30-A49,2018,2018,West Virginia,54.0,2032.0,1805832.0,112.5,79.4,107.6,117.4,75.9,83.1
,Other bacterial diseases,A30-A49,2018,2018,Wisconsin,55.0,2972.0,5813568.0,51.1,39.9,49.3,53.0,38.4,41.4
,Other bacterial diseases,A30-A49,2018,2018,Wyoming,56.0,344.0,577737.0,59.5,49.9,53.3,65.8,44.7,55.7
Total,Other bacterial diseases,A30-A49,2018,2018,,,205925.0,327167434.0,62.9,51.9,62.7,63.2,51.6,52.1
,Other bacterial diseases,A30-A49,2019,2019,Alabama,1.0,3910.0,4903185.0,79.7,63.1,77.2,82.2,61.1,65.2
,Other bacterial diseases,A30-A49,2019,2019,Alaska,2.0,289.0,731545.0,39.5,45.7,35.0,44.1,40.4,51.7
,Other bacterial diseases,A30-A49,2019,2019,Arizona,4.0,2402.0,7278717.0,33.0,26.1,31.7,34.3,25.1,27.2
,Other bacterial diseases,A30-A49,2019,2019,Arkansas,5.0,2621.0,3017804.0,86.9,68.4,83.5,90.2,65.7,71.1
,Other bacterial diseases,A30-A49,2019,2019,California,6.0,21879.0,39512223.0,55.4,48.6,54.6,56.1,48.0,49.3
,Other bacterial diseases,A30-A49,2019,2019,Colorado,8.0,2426.0,5758736.0,42.1,39.0,40.5,43.8,37.5,40.6
,Other bacterial diseases,A30-A49,2019,2019,Connecticut,9.0,2560.0,3565287.0,71.8,51.6,69.0,74.6,49.6,53.7
,Other bacterial diseases,A30-A49,2019,2019,Delaware,10.0,532.0,973764.0,54.6,40.3,50.0,59.3,36.8,44.0
,Other bacterial diseases,A30-A49,2019,2019,District of Columbia,11.0,478.0,705749.0,67.7,68.9,61.7,73.8,62.8,75.5
,Other bacterial diseases,A30-A49,2019,2019,Florida,12.0,13644.0,21477737.0,63.5,42.1,62.5,64.6,41.4,42.9
,Other bacterial diseases,A30-A49,2019,2019,Georgia,13.0,6776.0,10617423.0,63.8,59.4,62.3,65.3,58.0,60.9
,Other bacterial diseases,A30-A49,2019,2019,Hawaii,15.0,560.0,1415872.0,39.6,29.1,36.3,42.8,26.6,31.8
,Other bacterial diseases,A30-A49,2019,2019,Idaho,16.0,804.0,1787065.0,45.0,38.9,41.9,48.1,36.2,41.7
,Other bacterial diseases,A30-A49,2019,2019,Illinois,17.0,7880.0,12671821.0,62.2,50.4,60.8,63.6,49.2,51.5
,Other bacterial diseases,A30-A49,2019,2019,Indiana,18.0,4794.0,6732219.0,71.2,59.2,69.2,73.2,57.5,60.9
,Other bacterial diseases,A30-A49,2019,2019,Iowa,19.0,1812.0,3155070.0,57.4,43.1,54.8,60.1,41.1,45.2
,Other bacterial diseases,A30-A49,2019,2019,Kansas,20.0,1891.0,2913314.0,64.9,51.9,62.0,67.8,49.5,54.4
,Other bacterial diseases,A30-A49,2019,2019,Kentucky,21.0,4570.0,4467673.0,102.3,83.1,99.3,105.3,80.7,85.6
,Other bacterial diseases,A30-A49,2019,2019,Louisiana,22.0,3283.0,4648794.0,70.6,59.9,68.2,73.0,57.8,62.0
,Other bacterial diseases,A30-A49,2019,2019,Maine,23.0,434.0,1344212.0,32.3,22.4,29.2,35.3,20.2,24.8
,Other bacterial diseases,A30-A49,2019,2019,Maryland,24.0,3612.0,6045680.0,59.7,49.4,57.8,61.7,47.7,51.0
,Other bacterial diseases,A30-A49,2019,2019,Massachusetts,25.0,4169.0,6892503.0,60.5,46.1,58.6,62.3,44.7,47.5
,Other bacterial diseases,A30-A49,2019,2019,Michigan,26.0,6357.0,9986857.0,63.7,48.6,62.1,65.2,47.4,49.8
,Other bacterial diseases,A30-A49,2019,2019,Minnesota,27.0,2452.0,5639632.0,43.5,34.9,41.8,45.2,33.5,36.4
,Other bacterial diseases,A30-A49,2019,2019,Mississippi,28.0,2704.0,2976149.0,90.9,76.3,87.4,94.3,73.4,79.3
,Other bacterial diseases,A30-A49,2019,2019,Missouri,29.0,3693.0,6137428.0,60.2,46.6,58.2,62.1,45.1,48.1
,Other bacterial diseases,A30-A49,2019,2019,Montana,30.0,585.0,1068778.0,54.7,41.0,50.3,59.2,37.7,44.6
,Other bacterial diseases,A30-A49,2019,2019,Nebraska,31.0,1033.0,1934408.0,53.4,43.5,50.1,56.7,40.9,46.4
,Other bacterial diseases,A30-A49,2019,2019,Nevada,32.0,1821.0,3080156.0,59.1,50.9,56.4,61.8,48.5,53.3
,Other bacterial diseases,A30-A49,2019,2019,New Hampshire,33.0,745.0,1359711.0,54.8,40.3,50.9,58.7,37.4,43.4
,Other bacterial diseases,A30-A49,2019,2019,New Jersey,34.0,6540.0,8882190.0,73.6,57.0,71.8,75.4,55.6,58.4
,Other bacterial diseases,A30-A49,2019,2019,New Mexico,35.0,1309.0,2096829.0,62.4,50.1,59.0,65.8,47.3,53.0
,Other bacterial diseases,A30-A49,2019,2019,New York,36.0,10793.0,19453561.0,55.5,42.2,54.4,56.5,41.4,43.1
,Other bacterial diseases,A30-A49,2019,2019,North Carolina,37.0,6647.0,10488084.0,63.4,52.0,61.9,64.9,50.8,53.3
,Other bacterial diseases,A30-A49,2019,2019,North Dakota,38.0,439.0,762062.0,57.6,47.4,52.2,63.0,42.9,52.2
,Other bacterial diseases,A30-A49,2019,2019,Ohio,39.0,7472.0,11689100.0,63.9,49.1,62.5,65.4,48.0,50.2
,Other bacterial diseases,A30-A49,2019,2019,Oklahoma,40.0,3397.0,3956971.0,85.8,72.1,83.0,88.7,69.7,74.6
,Other bacterial diseases,A30-A49,2019,2019,Oregon,41.0,1839.0,4217737.0,43.6,33.9,41.6,45.6,32.3,35.5
,Other bacterial diseases,A30-A49,2019,2019,Pennsylvania,42.0,8712.0,12801989.0,68.1,48.2,66.6,69.5,47.2,49.3
,Other bacterial diseases,A30-A49,2019,2019,Rhode Island,44.0,624.0,1059361.0,58.9,43.0,54.3,63.5,39.6,46.6
,Other bacterial diseases,A30-A49,2019,2019,South Carolina,45.0,4183.0,5148714.0,81.2,63.9,78.8,83.7,61.9,65.9
,Other bacterial diseases,A30-A49,2019,2019,South Dakota,46.0,634.0,884659.0,71.7,56.4,66.1,77.2,51.9,61.1
,Other bacterial diseases,A30-A49,2019,2019,Tennessee,47.0,5328.0,6829174.0,78.0,63.7,75.9,80.1,61.9,65.4
,Other bacterial diseases,A30-A49,2019,2019,Texas,48.0,17057.0,28995881.0,58.8,59.5,57.9,59.7,58.6,60.4
,Other bacterial diseases,A30-A49,2019,2019,Utah,49.0,1135.0,3205958.0,35.4,41.0,33.3,37.5,38.6,43.5
,Other bacterial diseases,A30-A49,2019,2019,Vermont,50.0,271.0,623989.0,43.4,30.3,38.3,48.6,26.7,34.4
,Other bacterial diseases,A30-A49,2019,2019,Virginia,51.0,4615.0,8535519.0,54.1,45.4,52.5,55.6,44.0,46.7
,Other bacterial diseases,A30-A49,2019,2019,Washington,53.0,4009.0,7614893.0,52.6,45.2,51.0,54.3,43.8,46.6
,Other bacterial diseases,A30-A49,2019,2019,West Virginia,54.0,2054.0,1792147.0,114.6,80.7,109.7,119.6,77.2,84.4
,Other bacterial diseases,A30-A49,2019,2019,Wisconsin,55.0,3055.0,5822434.0,52.5,40.2,50.6,54.3,38.8,41.7
,Other bacterial diseases,A30-A49,2019,2019,Wyoming,56.0,263.0,578759.0,45.4,37.5,39.9,50.9,33.0,42.5
Total,Other bacterial diseases,A30-A49,2019,2019,,,201092.0,328239523.0,61.3,49.7,61.0,61.5,49.5,49.9
,Other bacterial diseases,A30-A49,2020,2020,Alabama,1.0,4975.0,4921532.0,101.1,79.1,98.3,103.9,76.9,81.4
,Other bacterial diseases,A30-A49,2020,2020,Alaska,2.0,290.0,731158.0,39.7,43.1,35.1,44.2,38.0,48.6
,Other bacterial diseases,A30-A49,2020,2020,Arizona,4.0,3326.0,7421401.0,44.8,34.9,43.3,46.3,33.7,36.1
,Other bacterial diseases,A30-A49,2020,2020,Arkansas,5.0,2961.0,3030522.0,97.7,77.1,94.2,101.2,74.3,80.0
,Other bacterial diseases,A30-A49,2020,2020,California,6.0,27018.0,39368078.0,68.6,59.2,67.8,69.4,58.5,59.9
,Other bacterial diseases,A30-A49,2020,2020,Colorado,8.0,2967.0,5807719.0,51.1,46.5,49.2,52.9,44.8,48.3
,Other bacterial diseases,A30-A49,2020,2020,Connecticut,9.0,2744.0,3557006.0,77.1,55.3,74.3,80.0,53.2,57.4
,Other bacterial diseases,A30-A49,2020,2020,Delaware,10.0,708.0,986809.0,71.7,50.7,66.5,77.0,47.0,54.7
,Other bacterial diseases,A30-A49,2020,2020,District of Columbia,11.0,492.0,712816.0,69.0,70.0,62.9,75.1,63.9,76.6
,Other bacterial diseases,A30-A49,2020,2020,Florida,12.0,16335.0,21733312.0,75.2,49.3,74.0,76.3,48.5,50.0
,Other bacterial diseases,A30-A49,2020,2020,Georgia,13.0,8713.0,10710017.0,81.4,73.8,79.6,83.1,72.2,75.4
,Other bacterial diseases,A30-A49,2020,2020,Hawaii,15.0,608.0,1407006.0,43.2,31.3,39.8,46.6,28.7,34.0
,Other bacterial diseases,A30-A49,2020,2020,Idaho,16.0,950.0,1826913.0,52.0,44.2,48.7,55.3,41.4,47.1
,Other bacterial diseases,A30-A49,2020,2020,Illinois,17.0,8848.0,12587530.0,70.3,56.1,68.8,71.8,54.9,57.3
,Other bacterial diseases,A30-A49,2020,2020,Indiana,18.0,5819.0,6754953.0,86.1,70.5,83.9,88.4,68.6,72.3
,Other bacterial diseases,A30-A49,2020,2020,Iowa,19.0,2160.0,3163561.0,68.3,50.9,65.4,71.2,48.7,53.1
,Other bacterial diseases,A30-A49,2020,2020,Kansas,20.0,2127.0,2913805.0,73.0,58.4,69.9,76.1,55.9,61.0
,Other bacterial diseases,A30-A49,2020,2020,Kentucky,21.0,5519.0,4477251.0,123.3,99.0,120.0,126.5,96.4,101.8
,Other bacterial diseases,A30-A49,2020,2020,Louisiana,22.0,4235.0,4645318.0,91.2,76.0,88.4,93.9,73.7,78.4
,Other bacterial diseases,A30-A49,2020,2020,Maine,23.0,306.0,1350141.0,22.7,15.2,20.1,25.2,13.5,17.2
,Other bacterial diseases,A30-A49,2020,2020,Maryland,24.0,4522.0,6055802.0,74.7,60.5,72.5,76.8,58.8,62.4
,Other bacterial diseases,A30-A49,2020,2020,Massachusetts,25.0,4831.0,6893574.0,70.1,53.2,68.1,72.1,51.7,54.8
,Other bacterial diseases,A30-A49,2020,2020,Michigan,26.0,7776.0,9966555.0,78.0,58.6,76.3,79.8,57.3,60.0
,Other bacterial diseases,A30-A49,2020,2020,Minnesota,27.0,2959.0,5657342.0,52.3,41.9,50.4,54.2,40.4,43.5
,Other bacterial diseases,A30-A49,2020,2020,Mississippi,28.0,3236.0,2966786.0,109.1,89.8,105.3,112.8,86.7,93.0
,Other bacterial diseases,A30-A49,2020,2020,Missouri,29.0,4673.0,6151548.0,76.0,58.2,73.8,78.1,56.5,59.9
,Other bacterial diseases,A30-A49,2020,2020,Montana,30.0,708.0,1080577.0,65.5,48.4,60.7,70.3,44.8,52.3
,Other bacterial diseases,A30-A49,2020,2020,Nebraska,31.0,1199.0,1937552.0,61.9,50.3,58.4,65.4,47.4,53.3
,Other bacterial diseases,A30-A49,2020,2020,Nevada,32.0,2369.0,3138259.0,75.5,63.3,72.4,78.5,60.7,66.0
,Other bacterial diseases,A30-A49,2020,2020,New Hampshire,33.0,692.0,1366275.0,50.6,36.0,46.9,54.4,33.3,38.9
,Other bacterial diseases,A30-A49,2020,2020,New Jersey,34.0,8471.0,8882371.0,95.4,73.2,93.3,97.4,71.7,74.8
,Other bacterial diseases,A30-A49,2020,2020,New Mexico,35.0,1599.0,2106319.0,75.9,61.1,72.2,79.6,58.0,64.3
,Other bacterial diseases,A30-A49,2020,2020,New York,36.0,12576.0,19336776.0,65.0,49.0,63.9,66.2,48.2,49.9
,Other bacterial diseases,A30-A49,2020,2020,North Carolina,37.0,7767.0,10600823.0,73.3,59.1,71.6,74.9,57.8,60.5
,Other bacterial diseases,A30-A49,2020,2020,North Dakota,38.0,518.0,765309.0,67.7,56.8,61.9,73.5,51.9,62.2
,Other bacterial diseases,A30-A49,2020,2020,Ohio,39.0,9078.0,11693217.0,77.6,59.3,76.0,79.2,58.1,60.6
,Other bacterial diseases,A30-A49,2020,2020,Oklahoma,40.0,3959.0,3980783.0,99.5,82.6,96.4,102.6,80.0,85.2
,Other bacterial diseases,A30-A49,2020,2020,Oregon,41.0,1936.0,4241507.0,45.6,35.0,43.6,47.7,33.4,36.6
,Other bacterial diseases,A30-A49,2020,2020,Pennsylvania,42.0,10070.0,12783254.0,78.8,55.3,77.2,80.3,54.2,56.5
,Other bacterial diseases,A30-A49,2020,2020,Rhode Island,44.0,662.0,1057125.0,62.6,45.3,57.9,67.4,41.8,49.1
,Other bacterial diseases,A30-A49,2020,2020,South Carolina,45.0,5336.0,5218040.0,102.3,78.3,99.5,105.0,76.2,80.5
,Other bacterial diseases,A30-A49,2020,2020,South Dakota,46.0,724.0,892717.0,81.1,64.2,75.2,87.0,59.5,69.3
,Other bacterial diseases,A30-A49,2020,2020,Tennessee,47.0,6319.0,6886834.0,91.8,73.8,89.5,94.0,72.0,75.7
,Other bacterial diseases,A30-A49,2020,2020,Texas,48.0,21752.0,29360759.0,74.1,73.5,73.1,75.1,72.5,74.4
,Other bacterial diseases,A30-A49,2020,2020,Utah,49.0,1391.0,3249879.0,42.8,48.6,40.6,45.1,46.0,51.2
,Other bacterial diseases,A30-A49,2020,2020,Vermont,50.0,326.0,623347.0,52.3,35.9,46.6,58.0,32.0,40.2
,Other bacterial diseases,A30-A49,2020,2020,Virginia,51.0,4955.0,8590563.0,57.7,47.6,56.1,59.3,46.3,49.0
,Other bacterial diseases,A30-A49,2020,2020,Washington,53.0,4523.0,7693612.0,58.8,50.0,57.1,60.5,48.5,51.5
,Other bacterial diseases,A30-A49,2020,2020,West Virginia,54.0,2154.0,1784787.0,120.7,84.7,115.6,125.8,81.1,88.6
,Other bacterial diseases,A30-A49,2020,2020,Wisconsin,55.0,3627.0,5832655.0,62.2,47.1,60.2,64.2,45.5,48.7
,Other bacterial diseases,A30-A49,2020,2020,Wyoming,56.0,346.0,582328.0,59.4,47.0,53.2,65.7,42.1,52.5
Total,Other bacterial diseases,A30-A49,2020,2020,,,242155.0,329484123.0,73.5,58.9,73.2,73.8,58.6,59.1
,Other bacterial diseases,A30-A49,2021,2021,Alabama,1.0,5623.0,5039877.0,111.6,89.3,108.7,114.5,87.0,91.8
,Other bacterial diseases,A30-A49,2021,2021,Alaska,2.0,333.0,732673.0,45.5,50.7,40.6,50.3,45.1,56.8
,Other bacterial diseases,A30-A49,2021,2021,Arizona,4.0,3648.0,7276316.0,50.1,40.1,48.5,51.8,38.8,41.5
,Other bacterial diseases,A30-A49,2021,2021,Arkansas,5.0,3223.0,3025891.0,106.5,86.6,102.8,110.2,83.5,89.7
,Other bacterial diseases,A30-A49,2021,2021,California,6.0,29757.0,39237836.0,75.8,66.7,75.0,76.7,65.9,67.5
,Other bacterial diseases,A30-A49,2021,2021,Colorado,8.0,3365.0,5812069.0,57.9,53.8,55.9,59.9,52.0,55.7
,Other bacterial diseases,A30-A49,2021,2021,Connecticut,9.0,2602.0,3605597.0,72.2,53.9,69.4,74.9,51.8,56.1
,Other bacterial diseases,A30-A49,2021,2021,Delaware,10.0,749.0,1003384.0,74.6,54.5,69.3,80.0,50.5,58.8
,Other bacterial diseases,A30-A49,2021,2021,District of Columbia,11.0,532.0,670050.0,79.4,79.4,72.7,86.1,72.7,86.6
,Other bacterial diseases,A30-A49,2021,2021,Florida,12.0,20457.0,21781128.0,93.9,64.0,92.6,95.2,63.1,64.9
,Other bacterial diseases,A30-A49,2021,2021,Georgia,13.0,9781.0,10799566.0,90.6,83.4,88.8,92.4,81.7,85.1
,Other bacterial diseases,A30-A49,2021,2021,Hawaii,15.0,646.0,1441553.0,44.8,32.8,41.4,48.3,30.2,35.5
,Other bacterial diseases,A30-A49,2021,2021,Idaho,16.0,1054.0,1900923.0,55.4,49.3,52.1,58.8,46.3,52.4
,Other bacterial diseases,A30-A49,2021,2021,Illinois,17.0,8687.0,12671469.0,68.6,56.2,67.1,70.0,55.0,57.4
,Other bacterial diseases,A30-A49,2021,2021,Indiana,18.0,5794.0,6805985.0,85.1,71.5,82.9,87.3,69.6,73.4
,Other bacterial diseases,A30-A49,2021,2021,Iowa,19.0,1978.0,3193079.0,61.9,48.5,59.2,64.7,46.3,50.7
,Other bacterial diseases,A30-A49,2021,2021,Kansas,20.0,2293.0,2934582.0,78.1,65.0,74.9,81.3,62.3,67.8
,Other bacterial diseases,A30-A49,2021,2021,Kentucky,21.0,6207.0,4509394.0,137.6,113.1,134.2,141.1,110.2,116.0
,Other bacterial diseases,A30-A49,2021,2021,Louisiana,22.0,4230.0,4624047.0,91.5,77.6,88.7,94.2,75.2,80.0
,Other bacterial diseases,A30-A49,2021,2021,Maine,23.0,306.0,1372247.0,22.3,15.9,19.8,24.8,14.1,17.9
,Other bacterial diseases,A30-A49,2021,2021,Maryland,24.0,4598.0,6165129.0,74.6,62.1,72.4,76.7,60.2,63.9
,Other bacterial diseases,A30-A49,2021,2021,Massachusetts,25.0,4520.0,6984723.0,64.7,50.5,62.8,66.6,49.1,52.1
,Other bacterial diseases,A30-A49,2021,2021,Michigan,26.0,8008.0,10050811.0,79.7,61.9,77.9,81.4,60.5,63.3
,Other bacterial diseases,A30-A49,2021,2021,Minnesota,27.0,3164.0,5707390.0,55.4,45.2,53.5,57.4,43.7,46.9
,Other bacterial diseases,A30-A49,2021,2021,Mississippi,28.0,3429.0,2949965.0,116.2,97.4,112.3,120.1,94.1,100.8
,Other bacterial diseases,A30-A49,2021,2021,Missouri,29.0,4694.0,6168187.0,76.1,60.0,73.9,78.3,58.3,61.8
,Other bacterial diseases,A30-A49,2021,2021,Montana,30.0,807.0,1104271.0,73.1,55.6,68.0,78.1,51.7,59.8
,Other bacterial diseases,A30-A49,2021,2021,Nebraska,31.0,1308.0,1963692.0,66.6,55.5,63.0,70.2,52.5,58.7
,Other bacterial diseases,A30-A49,2021,2021,Nevada,32.0,2626.0,3143991.0,83.5,71.9,80.3,86.7,69.1,74.8
,Other bacterial diseases,A30-A49,2021,2021,New Hampshire,33.0,726.0,1388992.0,52.3,38.9,48.5,56.1,36.0,42.0
,Other bacterial diseases,A30-A49,2021,2021,New Jersey,34.0,7762.0,9267130.0,83.8,66.4,81.9,85.6,64.9,67.9
,Other bacterial diseases,A30-A49,2021,2021,New Mexico,35.0,1706.0,2115877.0,80.6,66.1,76.8,84.5,62.9,69.5
,Other bacterial diseases,A30-A49,2021,2021,New York,36.0,12996.0,19835913.0,65.5,50.3,64.4,66.6,49.5,51.2
,Other bacterial diseases,A30-A49,2021,2021,North Carolina,37.0,8736.0,10551162.0,82.8,68.5,81.1,84.5,67.0,70.0
,Other bacterial diseases,A30-A49,2021,2021,North Dakota,38.0,526.0,774948.0,67.9,58.5,62.1,73.7,53.5,63.9
,Other bacterial diseases,A30-A49,2021,2021,Ohio,39.0,9996.0,11780017.0,84.9,66.6,83.2,86.5,65.3,67.9
,Other bacterial diseases,A30-A49,2021,2021,Oklahoma,40.0,4312.0,3986639.0,108.2,92.2,104.9,111.4,89.4,95.1
,Other bacterial diseases,A30-A49,2021,2021,Oregon,41.0,2143.0,4246155.0,50.5,39.6,48.3,52.6,37.9,41.4
,Other bacterial diseases,A30-A49,2021,2021,Pennsylvania,42.0,11410.0,12964056.0,88.0,64.1,86.4,89.6,62.9,65.3
,Other bacterial diseases,A30-A49,2021,2021,Rhode Island,44.0,597.0,1095610.0,54.5,40.5,50.1,58.9,37.2,44.0
,Other bacterial diseases,A30-A49,2021,2021,South Carolina,45.0,4983.0,5190705.0,96.0,76.3,93.3,98.7,74.1,78.5
,Other bacterial diseases,A30-A49,2021,2021,South Dakota,46.0,691.0,895376.0,77.2,64.7,71.4,82.9,59.8,69.9
,Other bacterial diseases,A30-A49,2021,2021,Tennessee,47.0,7295.0,6975218.0,104.6,86.8,102.2,107.0,84.8,88.9
,Other bacterial diseases,A30-A49,2021,2021,Texas,48.0,23613.0,29527941.0,80.0,80.8,78.9,81.0,79.7,81.8
,Other bacterial diseases,A30-A49,2021,2021,Utah,49.0,1531.0,3337975.0,45.9,53.1,43.6,48.2,50.4,55.9
,Other bacterial diseases,A30-A49,2021,2021,Vermont,50.0,339.0,645570.0,52.5,38.0,46.9,58.1,34.0,42.7
,Other bacterial diseases,A30-A49,2021,2021,Virginia,51.0,5643.0,8642274.0,65.3,55.1,63.6,67.0,53.6,56.5
,Other bacterial diseases,A30-A49,2021,2021,Washington,53.0,4990.0,7738692.0,64.5,56.3,62.7,66.3,54.7,57.9
,Other bacterial diseases,A30-A49,2021,2021,West Virginia,54.0,2621.0,1782959.0,147.0,104.8,141.4,152.6,100.6,109.1
,Other bacterial diseases,A30-A49,2021,2021,Wisconsin,55.0,3493.0,5895908.0,59.2,46.8,57.3,61.2,45.2,48.4
,Other bacterial diseases,A30-A49,2021,2021,Wyoming,56.0,418.0,578803.0,72.2,60.0,65.3,79.1,54.2,66.3
Total,Other bacterial diseases,A30-A49,2021,2021,,,260946.0,331893745.0,78.6,64.6,78.3,78.9,64.4,64.9
,Other bacterial diseases,A30-A49,2022,2022,Alabama,1.0,4717.0,5074296.0,93.0,72.3,90.3,95.6,70.2,74.5
,Other bacterial diseases,A30-A49,2022,2022,Alaska,2.0,384.0,733583.0,52.3,53.7,47.1,57.6,48.3,59.7
,Other bacterial diseases,A30-A49,2022,2022,Arizona,4.0,3382.0,7359197.0,46.0,35.5,44.4,47.5,34.3,36.7
,Other bacterial diseases,A30-A49,2022,2022,Arkansas,5.0,3143.0,3045637.0,103.2,81.5,99.6,106.8,78.6,84.5
,Other bacterial diseases,A30-A49,2022,2022,California,6.0,27083.0,39029342.0,69.4,58.6,68.6,70.2,57.9,59.3
,Other bacterial diseases,A30-A49,2022,2022,Colorado,8.0,3341.0,5839926.0,57.2,51.1,55.3,59.1,49.3,52.9
,Other bacterial diseases,A30-A49,2022,2022,Connecticut,9.0,2362.0,3626205.0,65.1,47.7,62.5,67.8,45.8,49.7
,Other bacterial diseases,A30-A49,2022,2022,Delaware,10.0,779.0,1018396.0,76.5,53.8,71.1,81.9,50.0,57.9
